Region1,Region2,Year,Area planted,Crop,Area harvested,Production,Yield
brasil,centronorte piauiense,2003,44202,rice,44202,40076,0.906
brasil,sudoeste piauiense,2003,58084,rice,57844,98352,1.7
brasil,sudeste piauiense,2003,8133,rice,8133,10004,1.23
brasil,noroeste cearense,2003,4828,rice,4828,4524,0.937
brasil,norte cearense,2003,3509,rice,3509,5948,1.695
brasil,metropolitana de fortaleza,2003,488,rice,488,620,1.27
brasil,sertoes cearenses,2003,3192,rice,3192,5670,1.776
brasil,jaguaribe,2003,3702,rice,3702,20042,5.413
brasil,centrosul cearense,2003,12722,rice,12722,44055,3.462
brasil,sul cearense,2003,10084,rice,10084,20963,2.078
brasil,oeste potiguar,2003,2680,rice,2673,7992,2.989
brasil,central potiguar,2003,134,rice,55,63,1.145
brasil,sertao paraibano,2003,7875,rice,7875,9631,1.222
brasil,agreste paraibano,2003,43,rice,43,79,1.837
brasil,sertao pernambucano,2003,225,rice,206,285,1.383
brasil,sao francisco pernambucano,2003,2984,rice,2984,16672,5.587
brasil,leste alagoano,2003,2932,rice,2786,12364,4.437
brasil,leste sergipano,2003,8893,rice,7812,34496,4.415
brasil,extremo oeste baiano,2003,16649,rice,16649,27371,1.644
brasil,vale saofranciscano da bahia,2003,254,rice,254,93,0.366
brasil,centro sul baiano,2003,1041,rice,1041,3557,3.416
brasil,sul baiano,2003,24,rice,24,20,0.833
brasil,noroeste de minas,2003,18288,rice,18288,41508,2.269
brasil,norte de minas,2003,8180,rice,7861,11588,1.474
brasil,jequitinhonha,2003,1222,rice,1123,1599,1.423
brasil,vale do mucuri,2003,1760,rice,1560,2783,1.783
brasil,triangulo mineiroalto paranaiba,2003,11594,rice,11594,19132,1.65
brasil,central mineira,2003,1085,rice,1080,1628,1.507
brasil,metropolitana de belo horizonte,2003,2454,rice,2454,4232,1.724
brasil,vale do rio doce,2003,12310,rice,12293,35577,2.894
brasil,oeste de minas,2003,4975,rice,4885,9845,2.015
brasil,sulsudoeste de minas,2003,13240,rice,13240,29043,2.193
brasil,campo das vertentes,2003,2744,rice,2744,3969,1.446
brasil,zona da mata,2003,10666,rice,10666,30015,2.814
brasil,noroeste espiritosantense,2003,2365,rice,2365,5160,2.181
brasil,litoral norte espiritosantense,2003,35,rice,35,109,3.114
brasil,central espiritosantense,2003,317,rice,317,987,3.113
brasil,sul espiritosantense,2003,555,rice,555,1637,2.949
brasil,noroeste fluminense,2003,2203,rice,2203,6149,2.791
brasil,norte fluminense,2003,558,rice,558,2014,3.609
brasil,centro fluminense,2003,103,rice,103,329,3.194
brasil,baixadas,2003,4,rice,4,14,3.5
brasil,sul fluminense,2003,29,rice,29,38,1.31
brasil,metropolitana do rio de janeiro,2003,5,rice,5,15,3.0
brasil,sao jose do rio preto,2003,4764,rice,4764,8375,1.757
brasil,ribeirao preto,2003,2785,rice,2785,5755,2.066
brasil,aracatuba,2003,694,rice,694,1410,2.031
brasil,bauru,2003,2002,rice,2002,4407,2.201
brasil,araraquara,2003,1005,rice,1005,1445,1.437
brasil,piracicaba,2003,735,rice,735,1760,2.394
brasil,campinas,2003,2087,rice,2087,4741,2.271
brasil,presidente prudente,2003,1134,rice,1134,1891,1.667
brasil,marilia,2003,214,rice,214,328,1.532
brasil,assis,2003,2661,rice,2661,7957,2.99
brasil,itapetininga,2003,2902,rice,2902,6664,2.296
brasil,macro metropolitana paulista,2003,616,rice,616,1057,1.715
brasil,vale do paraiba paulista,2003,12466,rice,12461,54654,4.386
brasil,litoral sul paulista,2003,1100,rice,1070,1576,1.472
brasil,noroeste paranaense,2003,11570,rice,11570,53269,4.604
brasil,centro ocidental paranaense,2003,3826,rice,3826,8826,2.306
brasil,norte central paranaense,2003,11725,rice,11725,31181,2.659
brasil,norte pioneiro paranaense,2003,10047,rice,10047,25375,2.525
brasil,centro oriental paranaense,2003,1942,rice,1942,3383,1.742
brasil,oeste paranaense,2003,6428,rice,6428,19106,2.972
brasil,sudoeste paranaense,2003,1745,rice,1745,3403,1.95
brasil,centrosul paranaense,2003,9780,rice,9780,21121,2.159
brasil,sudeste paranaense,2003,11275,rice,11275,21804,1.933
brasil,metropolitana de curitiba,2003,2356,rice,2356,5948,2.524
brasil,oeste catarinense,2003,6202,rice,6202,11046,1.781
brasil,norte catarinense,2003,19773,rice,19773,170807,8.638
brasil,serrana,2003,1056,rice,1056,1753,1.66
brasil,vale do itajai,2003,28849,rice,28849,235186,8.152
brasil,grande florianopolis,2003,3885,rice,3885,23022,5.925
brasil,sul catarinense,2003,83905,rice,83905,592744,7.064
brasil,noroeste riograndense,2003,11570,rice,11570,35909,3.103
brasil,nordeste riograndense,2003,362,rice,362,543,1.5
brasil,centro ocidental riograndense,2003,109760,rice,109710,485490,4.425
brasil,centro oriental riograndense,2003,72138,rice,72138,328747,4.557
brasil,metropolitana de porto alegre,2003,204899,rice,204899,1048791,5.118
brasil,sudoeste riograndense,2003,386226,rice,386026,1930136,5.0
brasil,sudeste riograndense,2003,177255,rice,177055,867535,4.899
brasil,pantanais sul matogrossense,2003,4950,rice,4950,32415,6.548
brasil,centro norte de mato grosso do sul,2003,2590,rice,2340,6155,2.63
brasil,leste de mato grosso do sul,2003,3616,rice,3616,7328,2.026
brasil,sudoeste de mato grosso do sul,2003,38911,rice,38426,192690,5.014
brasil,norte matogrossense,2003,322755,rice,322755,991220,3.071
brasil,nordeste matogrossense,2003,79488,rice,79273,180265,2.273
brasil,sudoeste matogrossense,2003,14744,rice,14744,32767,2.222
brasil,centrosul matogrossense,2003,7887,rice,7887,17128,2.171
brasil,sudeste matogrossense,2003,14993,rice,14843,31983,2.154
brasil,noroeste goiano,2003,11757,rice,11681,22884,1.959
brasil,norte goiano,2003,14610,rice,14610,22522,1.541
brasil,centro goiano,2003,33054,rice,33054,65651,1.986
brasil,leste goiano,2003,20355,rice,20355,61006,2.997
brasil,sul goiano,2003,35262,rice,35194,72068,2.047
brasil,distrito federal,2003,139,rice,139,324,2.33
brasil,madeiraguapore,2004,12219,rice,12219,19824,1.622
brasil,leste rondoniense,2004,70828,rice,70828,166390,2.349
brasil,vale do jurua,2004,8353,rice,8353,8001,0.957
brasil,vale do acre,2004,19257,rice,19257,30716,1.595
brasil,norte amazonense,2004,25,rice,25,32,1.28
brasil,sudoeste amazonense,2004,1613,rice,1610,2413,1.498
brasil,centro amazonense,2004,931,rice,931,2163,2.323
brasil,sul amazonense,2004,8218,rice,8218,15983,1.944
brasil,norte de roraima,2004,21960,rice,21640,124250,5.741
brasil,sul de roraima,2004,4340,rice,4205,12380,2.944
brasil,baixo amazonas,2004,90188,rice,90188,273765,3.035
brasil,marajo,2004,330,rice,312,363,1.163
brasil,metropolitana de belem,2004,179,rice,179,125,0.698
brasil,nordeste paraense,2004,10533,rice,10533,12352,1.172
brasil,sudoeste paraense,2004,46952,rice,46952,84416,1.797
brasil,sudeste paraense,2004,149247,rice,148901,265624,1.783
brasil,norte do amapa,2004,710,rice,505,368,0.728
brasil,sul do amapa,2004,2490,rice,2255,2970,1.317
brasil,ocidental do tocantins,2004,119395,rice,116825,340111,2.911
brasil,oriental do tocantins,2004,44830,rice,44830,77028,1.718
brasil,norte maranhense,2004,53042,rice,53022,69201,1.305
brasil,oeste maranhense,2004,150499,rice,150499,202962,1.348
brasil,centro maranhense,2004,122311,rice,121924,178562,1.464
brasil,leste maranhense,2004,144876,rice,144876,210205,1.45
brasil,sul maranhense,2004,46419,rice,46419,72554,1.563
brasil,norte piauiense,2004,33001,rice,30857,45582,1.477
brasil,centronorte piauiense,2004,49531,rice,47439,29016,0.611
brasil,sudoeste piauiense,2004,73733,rice,66222,87855,1.326
brasil,sudeste piauiense,2004,9171,rice,5761,7032,1.22
brasil,noroeste cearense,2004,5503,rice,5503,4403,0.8
brasil,norte cearense,2004,3821,rice,3805,3202,0.841
brasil,metropolitana de fortaleza,2004,795,rice,795,950,1.194
brasil,sertoes cearenses,2004,3257,rice,3257,3852,1.182
brasil,jaguaribe,2004,5130,rice,5130,29027,5.658
brasil,centrosul cearense,2004,14262,rice,12847,36546,2.844
brasil,sul cearense,2004,7608,rice,6924,8331,1.203
brasil,oeste potiguar,2004,2373,rice,2368,6898,2.913
brasil,central potiguar,2004,147,rice,78,107,1.371
brasil,sertao paraibano,2004,8857,rice,8579,12695,1.479
brasil,borborema,2004,25,rice,5,6,1.2
brasil,agreste paraibano,2004,51,rice,51,97,1.901
brasil,sertao pernambucano,2004,354,rice,334,653,1.955
brasil,sao francisco pernambucano,2004,9016,rice,9016,51203,5.679
brasil,leste alagoano,2004,2821,rice,2821,12025,4.262
brasil,leste sergipano,2004,9389,rice,8660,38226,4.414
brasil,extremo oeste baiano,2004,28287,rice,28287,60082,2.124
brasil,vale saofranciscano da bahia,2004,294,rice,294,183,0.622
brasil,centro sul baiano,2004,949,rice,949,3088,3.253
brasil,sul baiano,2004,21,rice,21,16,0.761
brasil,noroeste de minas,2004,19365,rice,18805,41205,2.191
brasil,norte de minas,2004,9094,rice,8090,13183,1.629
brasil,jequitinhonha,2004,1156,rice,1124,2243,1.995
brasil,vale do mucuri,2004,715,rice,657,1409,2.144
brasil,triangulo mineiroalto paranaiba,2004,13076,rice,13076,23580,1.803
brasil,central mineira,2004,997,rice,997,1474,1.478
brasil,metropolitana de belo horizonte,2004,2224,rice,2220,4262,1.919
brasil,vale do rio doce,2004,13106,rice,13076,39132,2.992
brasil,oeste de minas,2004,5293,rice,5283,11008,2.083
brasil,sulsudoeste de minas,2004,17043,rice,17043,40124,2.354
brasil,campo das vertentes,2004,2576,rice,2576,3809,1.478
brasil,zona da mata,2004,11248,rice,11017,32763,2.973
brasil,noroeste espiritosantense,2004,3025,rice,3025,8423,2.784
brasil,litoral norte espiritosantense,2004,37,rice,37,114,3.081
brasil,central espiritosantense,2004,298,rice,298,1057,3.546
brasil,sul espiritosantense,2004,682,rice,682,2136,3.131
brasil,noroeste fluminense,2004,2676,rice,2675,8863,3.313
brasil,norte fluminense,2004,478,rice,468,1905,4.07
brasil,centro fluminense,2004,99,rice,99,319,3.222
brasil,sul fluminense,2004,18,rice,16,19,1.187
brasil,metropolitana do rio de janeiro,2004,10,rice,10,30,3.0
brasil,sao jose do rio preto,2004,5815,rice,5815,12427,2.137
brasil,ribeirao preto,2004,2309,rice,2309,5074,2.197
brasil,aracatuba,2004,744,rice,744,1769,2.377
brasil,bauru,2004,2176,rice,2176,5142,2.363
brasil,araraquara,2004,1063,rice,1063,1776,1.67
brasil,piracicaba,2004,816,rice,816,1862,2.281
brasil,campinas,2004,2452,rice,2452,5469,2.23
brasil,presidente prudente,2004,1018,rice,1018,2346,2.304
brasil,marilia,2004,175,rice,175,279,1.594
brasil,assis,2004,2496,rice,2496,8747,3.504
brasil,itapetininga,2004,3777,rice,3777,9043,2.394
brasil,macro metropolitana paulista,2004,663,rice,663,1133,1.708
brasil,vale do paraiba paulista,2004,11021,rice,11021,48778,4.425
brasil,litoral sul paulista,2004,1255,rice,1255,2275,1.812
brasil,noroeste paranaense,2004,13596,rice,13596,63889,4.699
brasil,centro ocidental paranaense,2004,4353,rice,4353,7972,1.831
brasil,norte central paranaense,2004,8681,rice,8681,21044,2.424
brasil,norte pioneiro paranaense,2004,9816,rice,9816,23892,2.433
brasil,centro oriental paranaense,2004,1770,rice,1770,3309,1.869
brasil,oeste paranaense,2004,6497,rice,6497,17379,2.674
brasil,sudoeste paranaense,2004,1533,rice,1533,1531,0.998
brasil,centrosul paranaense,2004,7267,rice,7267,12784,1.759
brasil,sudeste paranaense,2004,12138,rice,12138,22195,1.828
brasil,metropolitana de curitiba,2004,2400,rice,2400,8258,3.44
brasil,oeste catarinense,2004,5898,rice,5241,5579,1.064
brasil,norte catarinense,2004,21060,rice,21060,163023,7.74
brasil,serrana,2004,1061,rice,1022,1224,1.197
brasil,vale do itajai,2004,29312,rice,29312,237832,8.113
brasil,grande florianopolis,2004,4882,rice,4882,29916,6.127
brasil,sul catarinense,2004,89385,rice,89335,574018,6.425
brasil,noroeste riograndense,2004,10880,rice,10646,42197,3.963
brasil,nordeste riograndense,2004,280,rice,273,343,1.256
brasil,centro ocidental riograndense,2004,112015,rice,111736,642210,5.747
brasil,centro oriental riograndense,2004,80312,rice,79654,451290,5.665
brasil,metropolitana de porto alegre,2004,225460,rice,225282,1302248,5.78
brasil,sudoeste riograndense,2004,426143,rice,416449,2781832,6.679
brasil,sudeste riograndense,2004,201008,rice,200084,1118019,5.587
brasil,pantanais sul matogrossense,2004,5818,rice,5818,39320,6.758
brasil,centro norte de mato grosso do sul,2004,3900,rice,2155,5279,2.449
brasil,leste de mato grosso do sul,2004,3978,rice,3835,7656,1.996
brasil,sudoeste de mato grosso do sul,2004,42896,rice,42058,188922,4.491
brasil,norte matogrossense,2004,526785,rice,526785,1662028,3.155
brasil,nordeste matogrossense,2004,160629,rice,160252,400326,2.498
brasil,sudoeste matogrossense,2004,23302,rice,22832,56457,2.472
brasil,centrosul matogrossense,2004,9351,rice,9351,17818,1.905
brasil,sudeste matogrossense,2004,18945,rice,18945,40496,2.137
brasil,noroeste goiano,2004,16465,rice,16465,35686,2.167
brasil,norte goiano,2004,20225,rice,20225,35259,1.743
brasil,centro goiano,2004,45017,rice,45017,101285,2.249
brasil,leste goiano,2004,24803,rice,24603,71568,2.908
brasil,sul goiano,2004,59117,rice,59117,125715,2.126
brasil,distrito federal,2004,100,rice,100,198,1.98
brasil,madeiraguapore,2005,14397,rice,14397,23096,1.604
brasil,leste rondoniense,2005,81142,rice,81142,191712,2.362
brasil,vale do jurua,2005,8049,rice,6571,5717,0.87
brasil,vale do acre,2005,19202,rice,17400,25844,1.485
brasil,norte amazonense,2005,20,rice,20,22,1.1
brasil,sudoeste amazonense,2005,1713,rice,1688,2624,1.554
brasil,centro amazonense,2005,1514,rice,1514,2268,1.498
brasil,sul amazonense,2005,9004,rice,8993,11929,1.326
brasil,norte de roraima,2005,19083,rice,19000,106801,5.621
brasil,sul de roraima,2005,4352,rice,4235,12600,2.975
brasil,baixo amazonas,2005,76397,rice,76397,210848,2.759
brasil,marajo,2005,305,rice,305,381,1.249
brasil,metropolitana de belem,2005,199,rice,199,138,0.693
brasil,nordeste paraense,2005,16013,rice,16005,25649,1.602
brasil,sudoeste paraense,2005,46575,rice,46575,81174,1.742
brasil,sudeste paraense,2005,159063,rice,159060,313534,1.971
brasil,norte do amapa,2005,598,rice,598,453,0.757
brasil,sul do amapa,2005,2666,rice,2666,3553,1.332
brasil,ocidental do tocantins,2005,126403,rice,125403,336726,2.685
brasil,oriental do tocantins,2005,72765,rice,72635,126803,1.745
brasil,norte maranhense,2005,56239,rice,56179,78132,1.39
brasil,oeste maranhense,2005,156383,rice,156323,181901,1.163
brasil,centro maranhense,2005,127384,rice,127384,173315,1.36
brasil,leste maranhense,2005,146782,rice,139371,166169,1.192
brasil,sul maranhense,2005,47756,rice,47756,73774,1.544
brasil,norte piauiense,2005,34010,rice,30582,36158,1.182
brasil,centronorte piauiense,2005,50434,rice,50148,16175,0.322
brasil,sudoeste piauiense,2005,87257,rice,87257,170997,1.959
brasil,sudeste piauiense,2005,8404,rice,8402,4862,0.578
brasil,noroeste cearense,2005,3788,rice,3788,2455,0.648
brasil,norte cearense,2005,3258,rice,3258,4429,1.359
brasil,metropolitana de fortaleza,2005,516,rice,490,238,0.485
brasil,sertoes cearenses,2005,1819,rice,1819,1333,0.732
brasil,jaguaribe,2005,4380,rice,4380,25608,5.846
brasil,centrosul cearense,2005,13883,rice,13883,48972,3.527
brasil,sul cearense,2005,6516,rice,6516,5789,0.888
brasil,oeste potiguar,2005,1236,rice,1158,2971,2.565
brasil,central potiguar,2005,111,rice,73,110,1.506
brasil,sertao paraibano,2005,7291,rice,6831,6264,0.916
brasil,borborema,2005,5,rice,5,6,1.2
brasil,agreste paraibano,2005,32,rice,32,60,1.875
brasil,sertao pernambucano,2005,407,rice,407,733,1.8
brasil,sao francisco pernambucano,2005,8796,rice,8796,46349,5.269
brasil,leste alagoano,2005,3292,rice,2818,10759,3.817
brasil,leste sergipano,2005,9920,rice,8900,39010,4.383
brasil,extremo oeste baiano,2005,37837,rice,37837,89385,2.362
brasil,vale saofranciscano da bahia,2005,283,rice,283,328,1.159
brasil,centro sul baiano,2005,844,rice,844,2887,3.42
brasil,sul baiano,2005,4,rice,4,4,1.0
brasil,noroeste de minas,2005,23090,rice,23050,50538,2.192
brasil,norte de minas,2005,11167,rice,11076,20516,1.852
brasil,jequitinhonha,2005,1197,rice,1165,2235,1.918
brasil,vale do mucuri,2005,935,rice,935,1996,2.134
brasil,triangulo mineiroalto paranaiba,2005,20098,rice,19682,33410,1.697
brasil,central mineira,2005,1533,rice,1488,3646,2.45
brasil,metropolitana de belo horizonte,2005,2093,rice,2078,4085,1.965
brasil,vale do rio doce,2005,13072,rice,13051,41633,3.19
brasil,oeste de minas,2005,5198,rice,5188,10746,2.071
brasil,sulsudoeste de minas,2005,16937,rice,16877,40546,2.402
brasil,campo das vertentes,2005,2655,rice,2655,3928,1.479
brasil,zona da mata,2005,12194,rice,12118,34401,2.838
brasil,noroeste espiritosantense,2005,2975,rice,2975,8323,2.797
brasil,litoral norte espiritosantense,2005,35,rice,35,110,3.142
brasil,central espiritosantense,2005,295,rice,295,1068,3.62
brasil,sul espiritosantense,2005,743,rice,743,2287,3.078
brasil,noroeste fluminense,2005,2501,rice,2501,8827,3.529
brasil,norte fluminense,2005,181,rice,169,660,3.905
brasil,centro fluminense,2005,102,rice,102,329,3.225
brasil,sul fluminense,2005,15,rice,15,16,1.066
brasil,metropolitana do rio de janeiro,2005,5,rice,5,10,2.0
brasil,sao jose do rio preto,2005,5241,rice,5241,8248,1.573
brasil,ribeirao preto,2005,1893,rice,1893,4045,2.136
brasil,aracatuba,2005,466,rice,466,1143,2.452
brasil,bauru,2005,1602,rice,1602,3148,1.965
brasil,araraquara,2005,725,rice,725,1016,1.401
brasil,piracicaba,2005,658,rice,658,1780,2.705
brasil,campinas,2005,2117,rice,2117,5148,2.431
brasil,presidente prudente,2005,613,rice,613,909,1.482
brasil,marilia,2005,189,rice,189,334,1.767
brasil,assis,2005,2660,rice,2660,9781,3.677
brasil,itapetininga,2005,2987,rice,2987,5671,1.898
brasil,macro metropolitana paulista,2005,701,rice,701,1362,1.942
brasil,vale do paraiba paulista,2005,11843,rice,11843,50162,4.235
brasil,litoral sul paulista,2005,725,rice,725,973,1.342
brasil,noroeste paranaense,2005,14328,rice,13569,62872,4.633
brasil,centro ocidental paranaense,2005,2042,rice,1923,4131,2.148
brasil,norte central paranaense,2005,8462,rice,7041,14320,2.033
brasil,norte pioneiro paranaense,2005,9217,rice,9217,12291,1.333
brasil,centro oriental paranaense,2005,1310,rice,1310,1447,1.104
brasil,oeste paranaense,2005,6349,rice,5704,13244,2.321
brasil,sudoeste paranaense,2005,1723,rice,773,488,0.631
brasil,centrosul paranaense,2005,7480,rice,6555,7712,1.176
brasil,sudeste paranaense,2005,12027,rice,11517,12642,1.097
brasil,metropolitana de curitiba,2005,2072,rice,2072,7918,3.821
brasil,oeste catarinense,2005,5501,rice,3071,1502,0.489
brasil,norte catarinense,2005,21222,rice,21222,170401,8.029
brasil,serrana,2005,741,rice,468,332,0.709
brasil,vale do itajai,2005,30946,rice,30924,235639,7.619
brasil,grande florianopolis,2005,5402,rice,5402,33566,6.213
brasil,sul catarinense,2005,90647,rice,90047,614173,6.82
brasil,noroeste riograndense,2005,10032,rice,8526,39603,4.644
brasil,nordeste riograndense,2005,177,rice,104,85,0.817
brasil,centro ocidental riograndense,2005,108042,rice,103112,617936,5.992
brasil,centro oriental riograndense,2005,83127,rice,76077,442240,5.813
brasil,metropolitana de porto alegre,2005,236223,rice,226770,1302940,5.745
brasil,sudoeste riograndense,2005,412083,rice,389604,2584742,6.634
brasil,sudeste riograndense,2005,205545,rice,201678,1115743,5.532
brasil,pantanais sul matogrossense,2005,6755,rice,6755,46486,6.881
brasil,centro norte de mato grosso do sul,2005,3260,rice,2790,7818,2.802
brasil,leste de mato grosso do sul,2005,3103,rice,2868,4034,1.406
brasil,sudoeste de mato grosso do sul,2005,41512,rice,39125,166493,4.255
brasil,norte matogrossense,2005,614863,rice,614077,1690640,2.753
brasil,nordeste matogrossense,2005,183778,rice,183278,447167,2.439
brasil,sudoeste matogrossense,2005,25764,rice,25764,61540,2.388
brasil,centrosul matogrossense,2005,13022,rice,12952,29920,2.31
brasil,sudeste matogrossense,2005,17640,rice,17510,33596,1.918
brasil,noroeste goiano,2005,16898,rice,16116,34742,2.155
brasil,norte goiano,2005,20560,rice,20560,40320,1.961
brasil,centro goiano,2005,42300,rice,42290,95251,2.252
brasil,leste goiano,2005,25965,rice,25965,79104,3.046
brasil,sul goiano,2005,81279,rice,80019,125210,1.564
brasil,distrito federal,2005,150,rice,150,500,3.333
brasil,madeiraguapore,2006,13894,rice,13894,23676,1.704
brasil,leste rondoniense,2006,57324,rice,57324,118268,2.063
brasil,vale do jurua,2006,8591,rice,8591,8244,0.959
brasil,vale do acre,2006,16519,rice,16253,24246,1.491
brasil,norte amazonense,2006,20,rice,20,22,1.1
brasil,sudoeste amazonense,2006,2020,rice,1983,3070,1.548
brasil,centro amazonense,2006,2123,rice,2021,3661,1.811
brasil,sul amazonense,2006,9359,rice,9337,12721,1.362
brasil,norte de roraima,2006,17760,rice,17640,98358,5.575
brasil,sul de roraima,2006,4440,rice,4360,12892,2.956
brasil,baixo amazonas,2006,51145,rice,51065,121478,2.378
brasil,marajo,2006,305,rice,305,359,1.177
brasil,metropolitana de belem,2006,220,rice,220,164,0.745
brasil,nordeste paraense,2006,11153,rice,11148,14465,1.297
brasil,sudoeste paraense,2006,33838,rice,33838,60817,1.797
brasil,sudeste paraense,2006,112942,rice,112253,201337,1.793
brasil,norte do amapa,2006,473,rice,450,295,0.655
brasil,sul do amapa,2006,1898,rice,1550,1505,0.97
brasil,ocidental do tocantins,2006,77503,rice,75583,184950,2.446
brasil,oriental do tocantins,2006,47140,rice,46290,78262,1.69
brasil,norte maranhense,2006,57694,rice,57694,84009,1.456
brasil,oeste maranhense,2006,146900,rice,146890,189608,1.29
brasil,centro maranhense,2006,119993,rice,119993,183215,1.526
brasil,leste maranhense,2006,152722,rice,148512,200016,1.346
brasil,sul maranhense,2006,30137,rice,30137,45376,1.505
brasil,norte piauiense,2006,32581,rice,31856,57829,1.815
brasil,centronorte piauiense,2006,48958,rice,41566,30759,0.74
brasil,sudoeste piauiense,2006,61768,rice,58406,96860,1.658
brasil,sudeste piauiense,2006,4919,rice,3850,6955,1.806
brasil,noroeste cearense,2006,4688,rice,4688,4680,0.998
brasil,norte cearense,2006,3016,rice,3016,5353,1.774
brasil,metropolitana de fortaleza,2006,417,rice,417,508,1.218
brasil,sertoes cearenses,2006,1869,rice,1869,4082,2.184
brasil,jaguaribe,2006,5565,rice,5565,33264,5.977
brasil,centrosul cearense,2006,8844,rice,8844,36390,4.114
brasil,sul cearense,2006,7621,rice,7621,15972,2.095
brasil,oeste potiguar,2006,1301,rice,1301,3389,2.604
brasil,central potiguar,2006,151,rice,151,219,1.45
brasil,sertao paraibano,2006,7364,rice,7362,10326,1.402
brasil,borborema,2006,15,rice,15,56,3.733
brasil,agreste paraibano,2006,22,rice,22,39,1.772
brasil,sertao pernambucano,2006,411,rice,396,601,1.517
brasil,sao francisco pernambucano,2006,4056,rice,4056,18545,4.572
brasil,leste alagoano,2006,3653,rice,3253,12811,3.938
brasil,leste sergipano,2006,12810,rice,11450,52249,4.563
brasil,extremo oeste baiano,2006,16375,rice,16375,16610,1.014
brasil,vale saofranciscano da bahia,2006,250,rice,250,230,0.92
brasil,centro norte baiano,2006,30,rice,30,81,2.7
brasil,centro sul baiano,2006,771,rice,771,2786,3.613
brasil,sul baiano,2006,16,rice,16,10,0.625
brasil,noroeste de minas,2006,15510,rice,14888,28771,1.932
brasil,norte de minas,2006,10074,rice,6377,6833,1.071
brasil,jequitinhonha,2006,1211,rice,1046,1201,1.148
brasil,vale do mucuri,2006,975,rice,935,1957,2.093
brasil,triangulo mineiroalto paranaiba,2006,11405,rice,11405,19432,1.703
brasil,central mineira,2006,1699,rice,1630,3441,2.111
brasil,metropolitana de belo horizonte,2006,1685,rice,1644,3315,2.016
brasil,vale do rio doce,2006,11743,rice,11440,35217,3.078
brasil,oeste de minas,2006,4678,rice,4678,8784,1.877
brasil,sulsudoeste de minas,2006,14664,rice,14608,34795,2.381
brasil,campo das vertentes,2006,2517,rice,2517,3799,1.509
brasil,zona da mata,2006,10637,rice,10321,28569,2.768
brasil,noroeste espiritosantense,2006,2425,rice,2425,6923,2.854
brasil,litoral norte espiritosantense,2006,34,rice,34,107,3.147
brasil,central espiritosantense,2006,240,rice,240,877,3.654
brasil,sul espiritosantense,2006,555,rice,555,1687,3.039
brasil,noroeste fluminense,2006,2062,rice,2062,7172,3.478
brasil,norte fluminense,2006,489,rice,489,1656,3.386
brasil,centro fluminense,2006,107,rice,107,345,3.224
brasil,sul fluminense,2006,11,rice,11,14,1.272
brasil,metropolitana do rio de janeiro,2006,15,rice,15,34,2.266
brasil,sao jose do rio preto,2006,2073,rice,2073,3764,1.815
brasil,ribeirao preto,2006,1783,rice,1783,3777,2.118
brasil,aracatuba,2006,280,rice,280,579,2.067
brasil,bauru,2006,1263,rice,1263,2996,2.372
brasil,araraquara,2006,755,rice,755,1173,1.553
brasil,piracicaba,2006,648,rice,648,1613,2.489
brasil,campinas,2006,2047,rice,2047,4302,2.101
brasil,presidente prudente,2006,332,rice,332,476,1.433
brasil,marilia,2006,154,rice,154,257,1.668
brasil,assis,2006,2846,rice,2846,9210,3.236
brasil,itapetininga,2006,2964,rice,2964,5535,1.867
brasil,macro metropolitana paulista,2006,697,rice,697,1334,1.913
brasil,vale do paraiba paulista,2006,12308,rice,12308,46733,3.796
brasil,litoral sul paulista,2006,750,rice,750,1051,1.401
brasil,noroeste paranaense,2006,15381,rice,15381,81656,5.308
brasil,centro ocidental paranaense,2006,2233,rice,2233,4216,1.888
brasil,norte central paranaense,2006,6079,rice,6079,12008,1.975
brasil,norte pioneiro paranaense,2006,9560,rice,9560,20995,2.196
brasil,centro oriental paranaense,2006,1090,rice,1090,1752,1.607
brasil,oeste paranaense,2006,4932,rice,4932,12649,2.564
brasil,sudoeste paranaense,2006,860,rice,860,728,0.846
brasil,centrosul paranaense,2006,6505,rice,6505,11210,1.723
brasil,sudeste paranaense,2006,10940,rice,10940,18716,1.71
brasil,metropolitana de curitiba,2006,2224,rice,2224,9257,4.162
brasil,oeste catarinense,2006,3957,rice,3741,4748,1.269
brasil,norte catarinense,2006,20508,rice,20508,155573,7.585
brasil,serrana,2006,555,rice,555,586,1.055
brasil,vale do itajai,2006,32105,rice,32085,246774,7.691
brasil,grande florianopolis,2006,6007,rice,6007,36803,6.126
brasil,sul catarinense,2006,91434,rice,91434,627075,6.858
brasil,noroeste riograndense,2006,8526,rice,8524,36674,4.302
brasil,nordeste riograndense,2006,170,rice,170,211,1.241
brasil,centro ocidental riograndense,2006,109463,rice,109463,699438,6.389
brasil,centro oriental riograndense,2006,77625,rice,77625,487928,6.285
brasil,metropolitana de porto alegre,2006,229116,rice,229006,1345558,5.875
brasil,sudoeste riograndense,2006,421661,rice,421661,3144667,7.457
brasil,sudeste riograndense,2006,176769,rice,176625,1069760,6.056
brasil,pantanais sul matogrossense,2006,4624,rice,4624,26394,5.708
brasil,centro norte de mato grosso do sul,2006,1480,rice,1480,5659,3.823
brasil,leste de mato grosso do sul,2006,3330,rice,3330,7736,2.323
brasil,sudoeste de mato grosso do sul,2006,33513,rice,32726,147979,4.521
brasil,norte matogrossense,2006,185475,rice,183975,496988,2.701
brasil,nordeste matogrossense,2006,74773,rice,68133,159285,2.337
