Region1,Region2,Year,Area planted,Crop,Area harvested,Production,Yield
brasil,itapetininga,2016,186126,corn,185112,1189010,6.423
brasil,macro metropolitana paulista,2016,43923,corn,43723,279601,6.395
brasil,vale do paraiba paulista,2016,6316,corn,6316,22508,3.564
brasil,litoral sul paulista,2016,730,corn,730,1645,2.253
brasil,metropolitana de sao paulo,2016,282,corn,282,1227,4.351
brasil,noroeste paranaense,2016,157010,corn,157010,608330,3.874
brasil,centro ocidental paranaense,2016,322737,corn,322734,1734561,5.375
brasil,norte central paranaense,2016,564357,corn,563161,2158155,3.832
brasil,norte pioneiro paranaense,2016,267355,corn,263715,1167358,4.427
brasil,centro oriental paranaense,2016,81345,corn,81085,650983,8.028
brasil,oeste paranaense,2016,809974,corn,809974,4952546,6.114
brasil,sudoeste paranaense,2016,136280,corn,134280,810333,6.035
brasil,centrosul paranaense,2016,85430,corn,85330,758332,8.887
brasil,sudeste paranaense,2016,77190,corn,77190,530751,6.876
brasil,metropolitana de curitiba,2016,71575,corn,71575,515754,7.206
brasil,oeste catarinense,2016,207250,corn,207250,1521516,7.341
brasil,norte catarinense,2016,36990,corn,36990,280224,7.576
brasil,serrana,2016,56000,corn,56000,438441,7.829
brasil,vale do itajai,2016,32597,corn,32597,170501,5.231
brasil,grande florianopolis,2016,5714,corn,5714,20240,3.542
brasil,sul catarinense,2016,21790,corn,21790,99441,4.564
brasil,noroeste riograndense,2016,351586,corn,350171,2688039,7.676
brasil,nordeste riograndense,2016,112705,corn,112705,807471,7.164
brasil,centro ocidental riograndense,2016,35239,corn,34979,165533,4.732
brasil,centro oriental riograndense,2016,102904,corn,102904,524734,5.099
brasil,metropolitana de porto alegre,2016,44041,corn,43941,178716,4.067
brasil,sudoeste riograndense,2016,32535,corn,32470,158599,4.884
brasil,sudeste riograndense,2016,61500,corn,61200,206856,3.38
brasil,pantanais sul matogrossense,2016,16525,corn,16465,55068,3.345
brasil,centro norte de mato grosso do sul,2016,357486,corn,357486,1550402,4.337
brasil,leste de mato grosso do sul,2016,128955,corn,128955,675259,5.236
brasil,sudoeste de mato grosso do sul,2016,1183371,corn,1175481,3749027,3.189
brasil,norte matogrossense,2016,2672119,corn,2610252,10717610,4.106
brasil,nordeste matogrossense,2016,546263,corn,478753,1565798,3.271
brasil,sudoeste matogrossense,2016,64409,corn,61509,287322,4.671
brasil,centrosul matogrossense,2016,51639,corn,51639,258316,5.002
brasil,sudeste matogrossense,2016,565838,corn,534168,2510739,4.7
brasil,noroeste goiano,2016,12152,corn,11881,51442,4.33
brasil,norte goiano,2016,36645,corn,27564,155474,5.64
brasil,centro goiano,2016,65310,corn,59790,318595,5.329
brasil,leste goiano,2016,204256,corn,179366,955224,5.326
brasil,sul goiano,2016,1256178,corn,1059098,4324107,4.083
brasil,distrito federal,2016,70163,corn,70163,292474,4.168
brasil,leste rondoniense,2000,11800,soybeans,11800,36222,3.069
brasil,sudoeste amazonense,2000,2,soybeans,2,1,0.5
brasil,centro amazonense,2000,51,soybeans,49,53,1.081
brasil,sul amazonense,2000,1007,soybeans,985,1374,1.394
brasil,baixo amazonas,2000,50,soybeans,50,135,2.7
brasil,sudoeste paraense,2000,155,soybeans,155,310,2.0
brasil,sudeste paraense,2000,2020,soybeans,1000,2157,2.157
brasil,ocidental do tocantins,2000,17106,soybeans,17106,43065,2.517
brasil,oriental do tocantins,2000,40813,soybeans,40813,101297,2.481
brasil,centro maranhense,2000,610,soybeans,610,1464,2.4
brasil,leste maranhense,2000,1736,soybeans,1736,4958,2.855
brasil,sul maranhense,2000,176370,soybeans,176370,448359,2.542
brasil,sudoeste piauiense,2000,40004,soybeans,40004,100963,2.523
brasil,extremo oeste baiano,2000,628356,soybeans,628356,1508115,2.4
brasil,noroeste de minas,2000,136395,soybeans,136395,316331,2.319
brasil,norte de minas,2000,15400,soybeans,15400,24880,1.615
brasil,jequitinhonha,2000,30,soybeans,30,30,1.0
brasil,triangulo mineiroalto paranaiba,2000,445651,soybeans,445651,1092018,2.45
brasil,central mineira,2000,680,soybeans,680,1400,2.058
brasil,metropolitana de belo horizonte,2000,405,soybeans,405,843,2.081
brasil,oeste de minas,2000,660,soybeans,660,1453,2.201
brasil,sulsudoeste de minas,2000,830,soybeans,830,1865,2.246
brasil,zona da mata,2000,3,soybeans,3,9,3.0
brasil,sao jose do rio preto,2000,17115,soybeans,17115,39546,2.31
brasil,ribeirao preto,2000,274160,soybeans,274160,652800,2.381
brasil,aracatuba,2000,17326,soybeans,17326,43722,2.523
brasil,bauru,2000,10047,soybeans,10047,20201,2.01
brasil,araraquara,2000,4429,soybeans,4429,9982,2.253
brasil,piracicaba,2000,3404,soybeans,3404,6862,2.015
brasil,campinas,2000,11430,soybeans,11430,27111,2.371
brasil,presidente prudente,2000,9788,soybeans,9788,20717,2.116
brasil,marilia,2000,658,soybeans,658,1342,2.039
brasil,assis,2000,176013,soybeans,176013,342156,1.943
brasil,itapetininga,2000,10630,soybeans,10630,25647,2.412
brasil,vale do paraiba paulista,2000,10,soybeans,10,24,2.4
brasil,noroeste paranaense,2000,72278,soybeans,72278,165976,2.296
brasil,centro ocidental paranaense,2000,449554,soybeans,449554,1208344,2.687
brasil,norte central paranaense,2000,524494,soybeans,524494,1247532,2.378
brasil,norte pioneiro paranaense,2000,236920,soybeans,236920,422938,1.785
brasil,centro oriental paranaense,2000,235185,soybeans,235185,691104,2.938
brasil,oeste paranaense,2000,759612,soybeans,759612,1947650,2.564
brasil,sudoeste paranaense,2000,239209,soybeans,239209,629331,2.63
brasil,centrosul paranaense,2000,230830,soybeans,230830,577421,2.501
brasil,sudeste paranaense,2000,94086,soybeans,94086,256442,2.725
brasil,metropolitana de curitiba,2000,15800,soybeans,15800,41648,2.635
brasil,oeste catarinense,2000,131272,soybeans,131272,309962,2.361
brasil,norte catarinense,2000,49200,soybeans,49200,140670,2.859
brasil,serrana,2000,31940,soybeans,31940,74056,2.318
brasil,noroeste riograndense,2000,2462977,soybeans,2450517,3927694,1.602
brasil,nordeste riograndense,2000,94748,soybeans,94748,199506,2.105
brasil,centro ocidental riograndense,2000,227580,soybeans,225380,342073,1.517
brasil,centro oriental riograndense,2000,64676,soybeans,64676,128807,1.991
brasil,metropolitana de porto alegre,2000,2375,soybeans,2175,3606,1.657
brasil,sudoeste riograndense,2000,143162,soybeans,131702,135319,1.027
brasil,sudeste riograndense,2000,35038,soybeans,32638,46890,1.436
brasil,pantanais sul matogrossense,2000,200,soybeans,200,420,2.1
brasil,centro norte de mato grosso do sul,2000,274910,soybeans,274510,709570,2.584
brasil,leste de mato grosso do sul,2000,202677,soybeans,202211,508664,2.515
brasil,sudoeste de mato grosso do sul,2000,628514,soybeans,622438,1267466,2.036
brasil,norte matogrossense,2000,1826504,soybeans,1826304,5497870,3.01
brasil,nordeste matogrossense,2000,206736,soybeans,206736,630140,3.048
brasil,sudoeste matogrossense,2000,28463,soybeans,28463,81896,2.877
brasil,centrosul matogrossense,2000,27939,soybeans,27939,74999,2.684
brasil,sudeste matogrossense,2000,817006,soybeans,817006,2489565,3.047
brasil,noroeste goiano,2000,956,soybeans,956,2305,2.411
brasil,norte goiano,2000,19530,soybeans,19530,47484,2.431
brasil,centro goiano,2000,17618,soybeans,17618,44736,2.539
brasil,leste goiano,2000,111530,soybeans,111530,315374,2.827
brasil,sul goiano,2000,1341432,soybeans,1341432,3683035,2.745
brasil,distrito federal,2000,33582,soybeans,33582,92921,2.766
brasil,leste rondoniense,2001,21871,soybeans,21871,68687,3.14
brasil,sudoeste amazonense,2001,2,soybeans,2,1,0.5
brasil,centro amazonense,2001,153,soybeans,151,155,1.026
brasil,sul amazonense,2001,1007,soybeans,985,1374,1.394
brasil,baixo amazonas,2001,25,soybeans,25,75,3.0
brasil,sudoeste paraense,2001,150,soybeans,150,300,2.0
brasil,sudeste paraense,2001,830,soybeans,830,1916,2.308
brasil,ocidental do tocantins,2001,26046,soybeans,26046,62235,2.389
brasil,oriental do tocantins,2001,56052,soybeans,56052,125991,2.247
brasil,centro maranhense,2001,680,soybeans,680,1920,2.823
brasil,leste maranhense,2001,2888,soybeans,2888,6889,2.385
brasil,sul maranhense,2001,209868,soybeans,209868,482274,2.297
brasil,norte piauiense,2001,40,soybeans,40,60,1.5
brasil,sudoeste piauiense,2001,62689,soybeans,61801,128255,2.075
brasil,extremo oeste baiano,2001,690000,soybeans,690000,1407600,2.04
brasil,noroeste de minas,2001,152610,soybeans,152610,234562,1.537
brasil,norte de minas,2001,16800,soybeans,16800,27520,1.638
brasil,jequitinhonha,2001,20,soybeans,20,10,0.5
brasil,triangulo mineiroalto paranaiba,2001,460319,soybeans,460319,1123305,2.44
brasil,central mineira,2001,460,soybeans,460,660,1.434
brasil,metropolitana de belo horizonte,2001,357,soybeans,357,538,1.507
brasil,oeste de minas,2001,825,soybeans,825,1699,2.059
brasil,sulsudoeste de minas,2001,1027,soybeans,1027,2341,2.279
brasil,sao jose do rio preto,2001,16579,soybeans,16579,38386,2.315
brasil,ribeirao preto,2001,259445,soybeans,259445,624082,2.405
brasil,aracatuba,2001,18195,soybeans,18195,48425,2.661
brasil,bauru,2001,11994,soybeans,11994,28094,2.342
brasil,araraquara,2001,5497,soybeans,5497,12896,2.346
brasil,piracicaba,2001,1300,soybeans,1300,2818,2.167
brasil,campinas,2001,11441,soybeans,11441,24974,2.182
brasil,presidente prudente,2001,10910,soybeans,10910,28731,2.633
brasil,marilia,2001,805,soybeans,805,1598,1.985
brasil,assis,2001,165882,soybeans,165882,466484,2.812
brasil,itapetininga,2001,27952,soybeans,27952,79192,2.833
brasil,noroeste paranaense,2001,75210,soybeans,75210,235023,3.124
brasil,centro ocidental paranaense,2001,441914,soybeans,441914,1390678,3.146
brasil,norte central paranaense,2001,526552,soybeans,526552,1584681,3.009
brasil,norte pioneiro paranaense,2001,236515,soybeans,236515,630167,2.664
brasil,centro oriental paranaense,2001,230676,soybeans,230676,718636,3.115
brasil,oeste paranaense,2001,733114,soybeans,733114,2398492,3.271
brasil,sudoeste paranaense,2001,222503,soybeans,222503,639879,2.875
brasil,centrosul paranaense,2001,233688,soybeans,233688,681142,2.914
brasil,sudeste paranaense,2001,96208,soybeans,96208,281483,2.925
brasil,metropolitana de curitiba,2001,21700,soybeans,21700,55006,2.534
brasil,oeste catarinense,2001,116160,soybeans,116160,303604,2.613
brasil,norte catarinense,2001,49000,soybeans,49000,142560,2.909
brasil,serrana,2001,33620,soybeans,33620,88025,2.618
brasil,vale do itajai,2001,73,soybeans,73,132,1.808
brasil,noroeste riograndense,2001,2366010,soybeans,2366007,5611637,2.371
brasil,nordeste riograndense,2001,89955,soybeans,89955,216835,2.41
brasil,centro ocidental riograndense,2001,253480,soybeans,253480,583438,2.301
brasil,centro oriental riograndense,2001,71806,soybeans,71411,152412,2.134
brasil,metropolitana de porto alegre,2001,5094,soybeans,5094,9792,1.922
brasil,sudoeste riograndense,2001,153325,soybeans,153325,316571,2.064
brasil,sudeste riograndense,2001,36828,soybeans,35241,61145,1.735
brasil,pantanais sul matogrossense,2001,715,soybeans,715,1716,2.4
brasil,centro norte de mato grosso do sul,2001,271455,soybeans,271175,800495,2.951
brasil,leste de mato grosso do sul,2001,183803,soybeans,183803,526611,2.865
brasil,sudoeste de mato grosso do sul,2001,609053,soybeans,609033,1786208,2.932
brasil,norte matogrossense,2001,2052879,soybeans,2052824,6309144,3.073
brasil,nordeste matogrossense,2001,224183,soybeans,224183,668571,2.982
brasil,sudoeste matogrossense,2001,25137,soybeans,25137,76015,3.024
brasil,centrosul matogrossense,2001,33433,soybeans,33433,89267,2.67
brasil,sudeste matogrossense,2001,785776,soybeans,785776,2390289,3.041
brasil,noroeste goiano,2001,1573,soybeans,1573,3285,2.088
brasil,norte goiano,2001,20290,soybeans,20290,48596,2.395
brasil,centro goiano,2001,20611,soybeans,20611,51105,2.479
brasil,leste goiano,2001,110990,soybeans,110990,237230,2.137
brasil,sul goiano,2001,1385524,soybeans,1385524,3711953,2.679
brasil,distrito federal,2001,34779,soybeans,34779,71389,2.052
brasil,madeiraguapore,2002,70,soybeans,70,138,1.971
brasil,leste rondoniense,2002,28844,soybeans,28844,83644,2.899
brasil,sudoeste amazonense,2002,2,soybeans,2,1,0.5
brasil,centro amazonense,2002,308,soybeans,298,303,1.016
brasil,sul amazonense,2002,1407,soybeans,1207,2885,2.39
brasil,baixo amazonas,2002,350,soybeans,350,1050,3.0
brasil,sudoeste paraense,2002,150,soybeans,150,300,2.0
brasil,sudeste paraense,2002,2148,soybeans,2148,6185,2.879
brasil,ocidental do tocantins,2002,26147,soybeans,26147,63227,2.418
brasil,oriental do tocantins,2002,81230,soybeans,81230,181102,2.229
brasil,centro maranhense,2002,10,soybeans,10,24,2.4
brasil,leste maranhense,2002,3170,soybeans,3170,9350,2.949
brasil,sul maranhense,2002,234993,soybeans,234993,552344,2.35
brasil,centronorte piauiense,2002,180,soybeans,180,19,0.105
brasil,sudoeste piauiense,2002,86755,soybeans,86280,90995,1.054
brasil,jaguaribe,2002,117,soybeans,117,294,2.512
brasil,extremo oeste baiano,2002,800000,soybeans,800000,1464000,1.83
brasil,noroeste de minas,2002,182180,soybeans,182180,473584,2.599
brasil,norte de minas,2002,16820,soybeans,16820,39730,2.362
brasil,triangulo mineiroalto paranaiba,2002,514866,soybeans,514866,1429275,2.776
brasil,central mineira,2002,880,soybeans,880,1380,1.568
brasil,metropolitana de belo horizonte,2002,9,soybeans,9,19,2.111
brasil,oeste de minas,2002,1200,soybeans,1100,2920,2.654
brasil,sulsudoeste de minas,2002,1673,soybeans,1673,4100,2.45
brasil,campo das vertentes,2002,151,soybeans,151,334,2.211
brasil,sao jose do rio preto,2002,18045,soybeans,18045,42993,2.382
brasil,ribeirao preto,2002,246391,soybeans,246391,645905,2.621
brasil,aracatuba,2002,26072,soybeans,26072,76477,2.933
brasil,bauru,2002,15944,soybeans,15937,41357,2.595
brasil,araraquara,2002,5662,soybeans,5662,13709,2.421
brasil,piracicaba,2002,2032,soybeans,2032,5248,2.582
brasil,campinas,2002,11184,soybeans,11184,26139,2.337
brasil,presidente prudente,2002,27370,soybeans,27370,76938,2.811
brasil,marilia,2002,1620,soybeans,1620,4298,2.653
brasil,assis,2002,185539,soybeans,185539,513223,2.766
brasil,itapetininga,2002,36948,soybeans,36948,114233,3.091
brasil,noroeste paranaense,2002,109814,soybeans,109774,312564,2.847
brasil,centro ocidental paranaense,2002,510966,soybeans,510966,1560882,3.054
brasil,norte central paranaense,2002,603395,soybeans,603395,1736191,2.877
brasil,norte pioneiro paranaense,2002,274348,soybeans,274348,597034,2.176
brasil,centro oriental paranaense,2002,281500,soybeans,281500,866210,3.077
brasil,oeste paranaense,2002,813957,soybeans,813957,2567359,3.154
brasil,sudoeste paranaense,2002,285521,soybeans,285521,751542,2.632
brasil,centrosul paranaense,2002,284045,soybeans,283945,753495,2.653
brasil,sudeste paranaense,2002,122183,soybeans,122183,334749,2.739
brasil,metropolitana de curitiba,2002,24200,soybeans,24200,58748,2.427
brasil,oeste catarinense,2002,149264,soybeans,145762,280410,1.923
brasil,norte catarinense,2002,56000,soybeans,56000,151989,2.714
brasil,serrana,2002,38396,soybeans,38396,97534,2.54
brasil,vale do itajai,2002,5,soybeans,5,8,1.6
brasil,noroeste riograndense,2002,2557470,soybeans,2553770,4287067,1.678
brasil,nordeste riograndense,2002,120162,soybeans,120162,254284,2.116
brasil,centro ocidental riograndense,2002,303460,soybeans,303260,555216,1.83
brasil,centro oriental riograndense,2002,84757,soybeans,84757,170896,2.016
brasil,metropolitana de porto alegre,2002,7723,soybeans,7543,12699,1.683
brasil,sudoeste riograndense,2002,182270,soybeans,174740,241580,1.382
brasil,sudeste riograndense,2002,51410,soybeans,51110,88776,1.736
brasil,pantanais sul matogrossense,2002,1000,soybeans,1000,1500,1.5
brasil,centro norte de mato grosso do sul,2002,294078,soybeans,293878,818166,2.784
brasil,leste de mato grosso do sul,2002,189297,soybeans,189297,513626,2.713
brasil,sudoeste de mato grosso do sul,2002,711369,soybeans,711369,1933792,2.718
brasil,norte matogrossense,2002,2523202,soybeans,2523202,7665075,3.037
brasil,nordeste matogrossense,2002,285625,soybeans,285625,897716,3.142
brasil,sudoeste matogrossense,2002,31200,soybeans,31200,96382,3.089
brasil,centrosul matogrossense,2002,36893,soybeans,36893,102790,2.786
brasil,sudeste matogrossense,2002,941311,soybeans,941311,2922922,3.105
brasil,noroeste goiano,2002,4147,soybeans,4147,10392,2.505
brasil,norte goiano,2002,24914,soybeans,24864,69417,2.791
brasil,centro goiano,2002,29522,soybeans,29522,79123,2.68
brasil,leste goiano,2002,149432,soybeans,149432,419436,2.806
brasil,sul goiano,2002,1694985,soybeans,1694985,4827221,2.847
brasil,distrito federal,2002,37747,soybeans,37747,103104,2.731
brasil,leste rondoniense,2003,41600,soybeans,41600,126396,3.038
brasil,centro amazonense,2003,306,soybeans,306,461,1.506
brasil,sul amazonense,2003,2000,soybeans,1950,4750,2.435
brasil,baixo amazonas,2003,6400,soybeans,6400,17400,2.718
brasil,nordeste paraense,2003,50,soybeans,50,135,2.7
brasil,sudoeste paraense,2003,260,soybeans,260,596,2.292
brasil,sudeste paraense,2003,8600,soybeans,8600,25120,2.92
brasil,ocidental do tocantins,2003,49470,soybeans,49470,120151,2.428
brasil,oriental do tocantins,2003,103578,soybeans,103578,257487,2.485
brasil,centro maranhense,2003,1640,soybeans,1640,3606,2.198
brasil,leste maranhense,2003,7306,soybeans,7306,19183,2.625
brasil,sul maranhense,2003,266306,soybeans,266306,637289,2.393
brasil,sudoeste piauiense,2003,116613,soybeans,116613,308225,2.643
brasil,jaguaribe,2003,650,soybeans,650,1560,2.4
brasil,extremo oeste baiano,2003,850000,soybeans,850000,1555500,1.83
brasil,noroeste de minas,2003,236855,soybeans,236855,602247,2.542
brasil,norte de minas,2003,19600,soybeans,19600,41952,2.14
brasil,triangulo mineiroalto paranaiba,2003,618537,soybeans,618537,1669337,2.698
brasil,central mineira,2003,1014,soybeans,1014,2416,2.382
brasil,metropolitana de belo horizonte,2003,60,soybeans,60,180,3.0
brasil,oeste de minas,2003,2940,soybeans,2940,4979,1.693
brasil,sulsudoeste de minas,2003,6221,soybeans,6221,14008,2.251
brasil,campo das vertentes,2003,180,soybeans,180,327,1.816
brasil,sao jose do rio preto,2003,24130,soybeans,24130,60872,2.522
brasil,ribeirao preto,2003,250035,soybeans,250035,643237,2.572
brasil,aracatuba,2003,31059,soybeans,31059,88367,2.845
brasil,bauru,2003,22135,soybeans,22135,55331,2.499
brasil,araraquara,2003,6690,soybeans,6690,16074,2.402
brasil,piracicaba,2003,1588,soybeans,1588,4100,2.581
brasil,campinas,2003,14240,soybeans,14240,34857,2.447
brasil,presidente prudente,2003,53720,soybeans,53720,150065,2.793
brasil,marilia,2003,2213,soybeans,2213,5998,2.71
brasil,assis,2003,185160,soybeans,185160,502386,2.713
brasil,itapetininga,2003,50995,soybeans,50995,146600,2.874
brasil,macro metropolitana paulista,2003,285,soybeans,285,571,2.003
brasil,vale do paraiba paulista,2003,200,soybeans,200,480,2.4
brasil,noroeste paranaense,2003,161884,soybeans,161884,452043,2.792
brasil,centro ocidental paranaense,2003,562970,soybeans,562970,1722742,3.06
brasil,norte central paranaense,2003,669583,soybeans,669583,1925824,2.876
brasil,norte pioneiro paranaense,2003,288254,soybeans,288254,759768,2.635
brasil,centro oriental paranaense,2003,307200,soybeans,307200,1009310,3.285
brasil,oeste paranaense,2003,863893,soybeans,863893,2726381,3.155
brasil,sudoeste paranaense,2003,327940,soybeans,327940,1002031,3.055
brasil,centrosul paranaense,2003,304185,soybeans,304185,898881,2.955
brasil,sudeste paranaense,2003,129070,soybeans,129070,417031,3.231
brasil,metropolitana de curitiba,2003,34140,soybeans,34140,95935,2.81
brasil,oeste catarinense,2003,150436,soybeans,150436,420549,2.795
brasil,norte catarinense,2003,66250,soybeans,66250,187089,2.823
brasil,serrana,2003,40325,soybeans,40325,104401,2.588
brasil,vale do itajai,2003,75,soybeans,75,136,1.813
brasil,noroeste riograndense,2003,2648186,soybeans,2647786,7228130,2.729
brasil,nordeste riograndense,2003,135592,soybeans,135592,375058,2.766
brasil,centro ocidental riograndense,2003,379830,soybeans,379830,1036729,2.729
brasil,centro oriental riograndense,2003,107241,soybeans,107241,260431,2.428
brasil,metropolitana de porto alegre,2003,9711,soybeans,9711,16083,1.656
brasil,sudoeste riograndense,2003,249100,soybeans,249000,543950,2.184
brasil,sudeste riograndense,2003,62310,soybeans,62310,118916,1.908
brasil,pantanais sul matogrossense,2003,1200,soybeans,1200,2880,2.4
brasil,centro norte de mato grosso do sul,2003,307720,soybeans,307720,889089,2.889
brasil,leste de mato grosso do sul,2003,200105,soybeans,200105,575689,2.876
brasil,sudoeste de mato grosso do sul,2003,903282,soybeans,902282,2623234,2.907
brasil,norte matogrossense,2003,2888932,soybeans,2888932,8581384,2.97
brasil,nordeste matogrossense,2003,395185,soybeans,395185,1117649,2.828
brasil,sudoeste matogrossense,2003,39201,soybeans,39201,120345,3.069
brasil,centrosul matogrossense,2003,58115,soybeans,58115,158702,2.73
brasil,sudeste matogrossense,2003,1033063,soybeans,1031838,2987903,2.895
brasil,noroeste goiano,2003,12139,soybeans,12139,30804,2.537
brasil,norte goiano,2003,30897,soybeans,30897,83192,2.692
brasil,centro goiano,2003,38442,soybeans,38442,101955,2.652
brasil,leste goiano,2003,200958,soybeans,200958,588409,2.928
brasil,sul goiano,2003,1894284,soybeans,1894284,5514853,2.911
brasil,distrito federal,2003,43210,soybeans,43210,119691,2.769
brasil,leste rondoniense,2004,56443,soybeans,56443,163029,2.888
brasil,centro amazonense,2004,306,soybeans,306,461,1.506
brasil,sul amazonense,2004,2000,soybeans,2000,5000,2.5
brasil,norte de roraima,2004,12000,soybeans,12000,26400,2.2
brasil,baixo amazonas,2004,16985,soybeans,16985,45978,2.706
brasil,nordeste paraense,2004,900,soybeans,900,2274,2.526
brasil,sudoeste paraense,2004,620,soybeans,620,1446,2.332
brasil,sudeste paraense,2004,16714,soybeans,16714,49739,2.975
brasil,ocidental do tocantins,2004,98240,soybeans,98240,242388,2.467
brasil,oriental do tocantins,2004,155226,soybeans,155226,409934,2.64
brasil,oeste maranhense,2004,150,soybeans,150,351,2.34
brasil,centro maranhense,2004,4328,soybeans,4328,9222,2.13
brasil,leste maranhense,2004,12538,soybeans,12538,30632,2.443
brasil,sul maranhense,2004,323387,soybeans,323387,863793,2.671
brasil,sudoeste piauiense,2004,159281,soybeans,155781,388193,2.491
brasil,jaguaribe,2004,350,soybeans,350,1113,3.18
brasil,agreste alagoano,2004,171,soybeans,171,417,2.438
brasil,leste alagoano,2004,30,soybeans,30,54,1.8
brasil,extremo oeste baiano,2004,821000,soybeans,821000,2364480,2.88
brasil,vale saofranciscano da bahia,2004,270,soybeans,270,810,3.0
brasil,noroeste de minas,2004,273120,soybeans,263820,695109,2.634
brasil,norte de minas,2004,20359,soybeans,20159,46558,2.309
brasil,triangulo mineiroalto paranaiba,2004,768836,soybeans,768286,1843905,2.4
brasil,central mineira,2004,5570,soybeans,5570,12724,2.284
brasil,metropolitana de belo horizonte,2004,810,soybeans,810,2110,2.604
brasil,oeste de minas,2004,9730,soybeans,9730,17453,1.793
brasil,sulsudoeste de minas,2004,15671,soybeans,15651,37226,2.378
brasil,campo das vertentes,2004,2277,soybeans,2277,5467,2.4
brasil,zona da mata,2004,50,soybeans,50,162,3.24
brasil,sao jose do rio preto,2004,35934,soybeans,35934,86530,2.408
brasil,ribeirao preto,2004,266952,soybeans,266952,639477,2.395
brasil,aracatuba,2004,48210,soybeans,48210,112838,2.34
brasil,bauru,2004,35213,soybeans,35213,85486,2.427
brasil,araraquara,2004,8055,soybeans,8055,19403,2.408
brasil,piracicaba,2004,2095,soybeans,2095,5259,2.51
brasil,campinas,2004,16720,soybeans,16720,40737,2.436
brasil,presidente prudente,2004,88950,soybeans,88950,194966,2.191
brasil,marilia,2004,4955,soybeans,4955,13159,2.655
brasil,assis,2004,201651,soybeans,201651,475801,2.359
brasil,itapetininga,2004,70505,soybeans,70505,179031,2.539
brasil,macro metropolitana paulista,2004,440,soybeans,440,1063,2.415
brasil,vale do paraiba paulista,2004,200,soybeans,200,480,2.4
brasil,noroeste paranaense,2004,233323,soybeans,233323,463709,1.987
brasil,centro ocidental paranaense,2004,585535,soybeans,585535,1636903,2.795
brasil,norte central paranaense,2004,704961,soybeans,704961,1778351,2.522
brasil,norte pioneiro paranaense,2004,331682,soybeans,331682,875900,2.64
brasil,centro oriental paranaense,2004,339955,soybeans,339955,1039706,3.058
brasil,oeste paranaense,2004,914350,soybeans,914350,2147511,2.348
brasil,sudoeste paranaense,2004,364850,soybeans,364850,870262,2.385
brasil,centrosul paranaense,2004,339085,soybeans,339085,875340,2.581
brasil,sudeste paranaense,2004,159715,soybeans,159715,433154,2.712
brasil,metropolitana de curitiba,2004,37565,soybeans,37565,98169,2.613
brasil,oeste catarinense,2004,184396,soybeans,184366,365001,1.979
brasil,norte catarinense,2004,79590,soybeans,79590,200297,2.516
brasil,serrana,2004,49798,soybeans,49798,75220,1.51
brasil,vale do itajai,2004,685,soybeans,685,1230,1.795
brasil,noroeste riograndense,2004,2784325,soybeans,2775040,3952241,1.424
brasil,nordeste riograndense,2004,163680,soybeans,163680,266448,1.627
brasil,centro ocidental riograndense,2004,456945,soybeans,456695,658226,1.441
brasil,centro oriental riograndense,2004,129048,soybeans,128688,172484,1.34
brasil,metropolitana de porto alegre,2004,20595,soybeans,20133,24881,1.235
brasil,sudoeste riograndense,2004,347700,soybeans,342450,357470,1.043
brasil,sudeste riograndense,2004,82044,soybeans,81844,109964,1.343
brasil,pantanais sul matogrossense,2004,1200,soybeans,1200,1480,1.233
brasil,centro norte de mato grosso do sul,2004,366511,soybeans,366511,974412,2.658
brasil,leste de mato grosso do sul,2004,240065,soybeans,239407,604057,2.523
brasil,sudoeste de mato grosso do sul,2004,1204230,soybeans,1189315,1702756,1.431
brasil,norte matogrossense,2004,3429003,soybeans,3413503,9494864,2.781
brasil,nordeste matogrossense,2004,529881,soybeans,528881,1334467,2.523
brasil,sudoeste matogrossense,2004,59430,soybeans,59430,161819,2.722
brasil,centrosul matogrossense,2004,79136,soybeans,79136,207755,2.625
brasil,sudeste matogrossense,2004,1182478,soybeans,1182478,3319007,2.806
brasil,noroeste goiano,2004,29742,soybeans,29242,72293,2.472
brasil,norte goiano,2004,52030,soybeans,52030,138644,2.664
brasil,centro goiano,2004,57612,soybeans,57382,133989,2.335
brasil,leste goiano,2004,248240,soybeans,248240,580417,2.338
brasil,sul goiano,2004,2204330,soybeans,2204190,5166333,2.343
brasil,distrito federal,2004,50383,soybeans,50383,134523,2.67
brasil,madeiraguapore,2005,455,soybeans,455,1365,3.0
brasil,leste rondoniense,2005,74820,soybeans,74820,231916,3.099
brasil,vale do acre,2005,55,soybeans,55,114,2.072
brasil,centro amazonense,2005,256,soybeans,256,386,1.507
brasil,sul amazonense,2005,2000,soybeans,1950,4750,2.435
brasil,norte de roraima,2005,12000,soybeans,12000,33600,2.8
brasil,sul de roraima,2005,1000,soybeans,1000,2800,2.8
brasil,baixo amazonas,2005,36600,soybeans,36600,105540,2.883
brasil,nordeste paraense,2005,2050,soybeans,2050,4920,2.4
brasil,sudoeste paraense,2005,900,soybeans,900,1883,2.092
brasil,sudeste paraense,2005,28860,soybeans,28860,91959,3.186
brasil,ocidental do tocantins,2005,131780,soybeans,131780,329714,2.502
brasil,oriental do tocantins,2005,223520,soybeans,223520,575614,2.575
brasil,centro maranhense,2005,2393,soybeans,2393,6206,2.593
brasil,leste maranhense,2005,18782,soybeans,18782,46799,2.491
brasil,sul maranhense,2005,350899,soybeans,350899,943904,2.689
