Region1,Region2,Year,Crop,Area planted,Production,Yield
assam,sibsagar,2009,rice,101637.0,238707.0,2.35
assam,sibsagar,2006,rice,97173.0,145336.0,1.5
assam,sibsagar,2010,rice,93178.0,222519.0,2.39
assam,sonitpur,2010,rice,168275.0,359567.0,2.14
assam,sonitpur,2003,rice,169963.0,250048.0,1.47
assam,sonitpur,1999,rice,159591.0,220524.0,1.38
assam,sonitpur,2008,rice,173384.0,252950.0,1.46
assam,sonitpur,2005,rice,169266.0,236669.0,1.4
assam,sonitpur,2002,rice,163645.0,214128.0,1.31
assam,sonitpur,2001,rice,142238.0,171605.0,1.21
assam,sonitpur,1998,rice,143506.0,188073.0,1.31
assam,sonitpur,2006,rice,127270.0,129563.0,1.02
assam,sonitpur,2000,rice,168710.0,226285.0,1.34
assam,sonitpur,2007,rice,167078.0,220042.0,1.32
assam,sonitpur,2004,rice,168725.0,235877.0,1.4
assam,sonitpur,2009,rice,156238.0,241466.0,1.55
assam,tinsukia,2006,rice,60437.0,75723.0,1.25
assam,tinsukia,1999,rice,66802.0,99881.0,1.5
assam,tinsukia,2010,rice,64630.0,128576.0,1.99
assam,tinsukia,2009,rice,66473.0,95041.0,1.43
assam,tinsukia,2000,rice,68676.0,99464.0,1.45
assam,tinsukia,2002,rice,66660.0,81171.0,1.22
assam,tinsukia,2001,rice,64920.0,110072.0,1.7
assam,tinsukia,2003,rice,68610.0,95319.0,1.39
assam,tinsukia,2007,rice,62873.0,86936.0,1.38
assam,tinsukia,2005,rice,59284.0,79908.0,1.35
assam,tinsukia,2004,rice,61180.0,90480.0,1.48
assam,tinsukia,1998,rice,65088.0,98875.0,1.52
assam,tinsukia,2008,rice,65730.0,92736.0,1.41
assam,udalguri,2006,rice,79552.0,64196.0,0.81
assam,udalguri,2010,rice,94814.0,122194.0,1.29
assam,udalguri,2009,rice,88908.0,97370.0,1.1
assam,udalguri,2005,rice,77741.0,88443.0,1.14
assam,udalguri,2007,rice,72964.0,91186.0,1.25
assam,udalguri,2008,rice,88265.0,110930.0,1.26
bihar,araria,2005,corn,24466.0,60615.0,2.48
bihar,araria,2008,corn,25343.0,99907.0,3.94
bihar,araria,1998,corn,15869.0,24092.0,1.52
bihar,araria,2005,rice,122044.0,93966.0,0.77
bihar,araria,2007,rice,127189.0,60609.0,0.48
bihar,araria,2008,rice,132213.0,159432.0,1.21
bihar,araria,2006,corn,17565.0,63046.0,3.59
bihar,araria,2007,corn,26062.0,103915.0,3.99
bihar,araria,1998,rice,103036.0,103912.0,1.01
bihar,araria,2006,rice,138639.0,142541.0,1.03
bihar,arhasia,1999,corn,19701.0,32190.0,1.63
bihar,arhasia,1999,rice,38395.0,47965.0,1.25
bihar,arhasia,2000,corn,18442.0,34901.0,1.89
bihar,arhasia,2000,rice,127257.0,138801.0,1.09
bihar,arhasia,2001,corn,18441.0,39640.0,2.15
bihar,arhasia,2001,rice,125223.0,142114.0,1.13
bihar,arhasia,2002,corn,13569.0,24950.0,1.84
bihar,arhasia,2002,rice,121557.0,137119.0,1.13
bihar,arhasia,2003,corn,12216.0,31183.0,2.55
bihar,arhasia,2003,rice,122294.0,168196.0,1.38
bihar,arhasia,2004,corn,8560.0,24607.0,2.87
bihar,arhasia,2004,rice,115964.0,73886.0,0.64
bihar,arval,2003,rice,31856.0,54084.0,1.7
bihar,arval,2008,rice,35604.0,62215.0,1.75
bihar,arval,2004,corn,798.0,1323.0,1.66
bihar,arval,2007,corn,853.0,2110.0,2.47
bihar,arval,2005,corn,787.0,1645.0,2.09
bihar,arval,2008,corn,798.0,1700.0,2.13
bihar,arval,2005,rice,26872.0,42723.0,1.59
bihar,arval,2003,corn,396.0,853.0,2.15
bihar,arval,2007,rice,33474.0,62401.0,1.86
bihar,aurangabad,2001,corn,391.0,476.0,1.22
bihar,aurangabad,2008,corn,81.0,102.0,1.26
bihar,aurangabad,2002,corn,543.0,648.0,1.19
bihar,aurangabad,2007,corn,509.0,760.0,1.49
bihar,aurangabad,2004,corn,450.0,563.0,1.25
bihar,aurangabad,2003,corn,458.0,830.0,1.81
bihar,aurangabad,1998,corn,565.0,692.0,1.22
bihar,aurangabad,2000,corn,529.0,396.0,0.75
bihar,aurangabad,2006,corn,591.0,999.0,1.69
bihar,aurangabad,1999,corn,378.0,527.0,1.39
bihar,aurangabad,2005,corn,797.0,1142.0,1.43
bihar,banka,2003,corn,4765.0,13580.0,2.85
bihar,banka,2007,corn,16341.0,49786.0,3.05
bihar,banka,2008,corn,15497.0,38810.0,2.5
bihar,banka,1998,rice,111346.0,164162.0,1.47
bihar,banka,2004,corn,12603.0,22612.0,1.79
bihar,banka,2005,corn,12444.0,19260.0,1.55
bihar,banka,1998,corn,12413.0,14552.0,1.17
bihar,banka,2006,corn,12214.0,29779.0,2.44
bihar,banka,2002,corn,13599.0,21619.0,1.59
bihar,begusarai,2001,rice,28367.0,32663.0,1.15
bihar,begusarai,1999,rice,6895.0,10860.0,1.58
bihar,begusarai,2008,rice,21153.0,24619.0,1.16
bihar,begusarai,2007,rice,25327.0,1689.0,0.07
bihar,begusarai,2002,rice,29297.0,28473.0,0.97
bihar,begusarai,2006,corn,63287.0,131759.0,2.08
bihar,begusarai,1999,corn,64649.0,106260.0,1.64
bihar,begusarai,2006,rice,24451.0,33919.0,1.39
bihar,begusarai,1998,corn,69975.0,81092.0,1.16
bihar,begusarai,2005,rice,24543.0,8286.0,0.34
bihar,begusarai,2002,corn,62469.0,97658.0,1.56
bihar,begusarai,2003,corn,60877.0,124952.0,2.05
bihar,begusarai,2003,rice,26902.0,36330.0,1.35
bihar,begusarai,1998,rice,14785.0,8273.0,0.56
bihar,begusarai,2001,corn,62448.0,126386.0,2.02
bihar,begusarai,2000,corn,73907.0,126058.0,1.71
bihar,begusarai,2000,rice,23103.0,23521.0,1.02
bihar,begusarai,2007,corn,66036.0,120572.0,1.83
bihar,begusarai,2005,corn,60894.0,124201.0,2.04
bihar,begusarai,2004,corn,60248.0,107367.0,1.78
bihar,begusarai,2008,corn,56331.0,84809.0,1.51
bihar,begusarai,2004,rice,24898.0,12592.0,0.51
bihar,bhagalpur,2000,corn,43910.0,104328.0,2.38
bihar,bhagalpur,2008,corn,35802.0,86584.0,2.42
bihar,bhagalpur,1998,corn,44418.0,50739.0,1.14
bihar,bhagalpur,2006,corn,44438.0,104899.0,2.36
bihar,bhagalpur,1999,corn,42413.0,69678.0,1.64
bihar,bhagalpur,2001,corn,43541.0,125427.0,2.88
bihar,bhagalpur,2002,corn,46071.0,91958.0,2.0
bihar,bhagalpur,2003,corn,49618.0,100455.0,2.02
bihar,bhagalpur,2004,corn,44988.0,98409.0,2.19
bihar,bhagalpur,2005,corn,47045.0,89770.0,1.91
bihar,bhagalpur,2007,corn,42651.0,90512.0,2.12
bihar,bhanka,1999,rice,154.0,235.0,1.53
bihar,bhanka,1999,corn,16688.0,24253.0,1.45
bihar,bhanka,2000,corn,16325.0,30349.0,1.86
bihar,bhanka,2000,rice,121922.0,138393.0,1.14
bihar,bhanka,2001,corn,13342.0,24986.0,1.87
bihar,bhanka,2001,rice,103041.0,130793.0,1.27
bihar,bhojpur,2006,corn,3651.0,7002.0,1.92
bihar,bhojpur,2002,rice,111685.0,207493.0,1.86
bihar,bhojpur,2003,rice,106433.0,224770.0,2.11
bihar,bhojpur,2001,rice,111618.0,243841.0,2.18
bihar,bhojpur,2007,corn,4900.0,7507.0,1.53
bihar,bhojpur,2002,corn,2799.0,5430.0,1.94
bihar,bhojpur,2004,rice,96763.0,31775.0,0.33
bihar,bhojpur,2004,corn,4391.0,8424.0,1.92
bihar,bhojpur,2005,corn,3723.0,6934.0,1.86
bihar,bhojpur,2005,rice,85200.0,201169.0,2.36
bihar,bhojpur,2008,corn,4843.0,5064.0,1.05
bihar,bhojpur,2006,rice,85454.0,226802.0,2.65
bihar,bhojpur,1999,corn,2686.0,2727.0,1.02
bihar,bhojpur,2000,rice,108849.0,252862.0,2.32
bihar,bhojpur,2003,corn,3300.0,4197.0,1.27
bihar,bhojpur,2000,corn,2777.0,3492.0,1.26
bihar,bhojpur,2007,rice,106525.0,272372.0,2.56
bihar,bhojpur,2008,rice,106160.0,314218.0,2.96
bihar,bhojpur,1998,corn,2067.0,2447.0,1.18
bihar,bhojpur,2001,corn,2823.0,3686.0,1.31
bihar,buxar,2003,rice,67878.0,154420.0,2.27
bihar,buxar,1999,corn,1132.0,2269.0,2.0
bihar,buxar,2006,corn,4286.0,4855.0,1.13
bihar,buxar,1998,corn,976.0,1816.0,1.86
bihar,buxar,2003,corn,1454.0,2043.0,1.41
bihar,buxar,2004,corn,4042.0,5384.0,1.33
bihar,buxar,2007,corn,3971.0,4621.0,1.16
bihar,buxar,2008,corn,280.0,542.0,1.94
bihar,buxar,2005,corn,3605.0,4694.0,1.3
bihar,buxar,2006,rice,82536.0,187071.0,2.27
bihar,buxar,2002,corn,1247.0,1966.0,1.58
bihar,buxar,2001,corn,1322.0,2244.0,1.7
bihar,buxar,2000,corn,1194.0,2451.0,2.05
bihar,darbhanga,2005,corn,13177.0,26751.0,2.03
bihar,darbhanga,2000,rice,92701.0,89287.0,0.96
bihar,darbhanga,2004,rice,93695.0,41056.0,0.44
bihar,darbhanga,2008,corn,11895.0,39455.0,3.32
bihar,darbhanga,2001,rice,72738.0,65161.0,0.9
bihar,darbhanga,2002,corn,9928.0,24671.0,2.48
bihar,darbhanga,1999,corn,9079.0,22533.0,2.48
bihar,darbhanga,2003,rice,100718.0,102002.0,1.01
bihar,darbhanga,1998,rice,114192.0,103179.0,0.9
bihar,darbhanga,1999,rice,20007.0,13242.0,0.66
bihar,darbhanga,2007,corn,13465.0,37287.0,2.77
bihar,darbhanga,2002,rice,94065.0,70097.0,0.75
bihar,darbhanga,2000,corn,8902.0,19419.0,2.18
bihar,darbhanga,2007,rice,96719.0,42623.0,0.44
bihar,darbhanga,1998,corn,9734.0,20393.0,2.1
bihar,darbhanga,2003,corn,10825.0,21055.0,1.95
bihar,darbhanga,2006,rice,74855.0,65429.0,0.87
bihar,darbhanga,2006,corn,13418.0,36367.0,2.71
bihar,darbhanga,2005,rice,86523.0,90542.0,1.05
bihar,darbhanga,2001,corn,8945.0,14288.0,1.6
bihar,darbhanga,2004,corn,11111.0,21723.0,1.96
bihar,darbhanga,2008,rice,100504.0,129588.0,1.29
bihar,devghar,1998,rice,50600.0,72734.0,1.44
bihar,dumka,1998,rice,134549.0,184818.0,1.37
bihar,dumka,1998,corn,14798.0,24175.0,1.63
bihar,gadhwa,1998,corn,8990.0,11496.0,1.28
bihar,gaya,2001,corn,4235.0,6220.0,1.47
bihar,gaya,2008,corn,4697.0,7325.0,1.56
bihar,gaya,1998,corn,10519.0,9987.0,0.95
bihar,gaya,2003,corn,7097.0,14596.0,2.06
bihar,gaya,2006,corn,6256.0,11225.0,1.79
bihar,gaya,2007,corn,5864.0,11116.0,1.9
bihar,gaya,2004,corn,8285.0,14640.0,1.77
bihar,gaya,2000,corn,5051.0,5950.0,1.18
bihar,gaya,2002,corn,5154.0,10261.0,1.99
bihar,gaya,2005,corn,6239.0,9563.0,1.53
bihar,gaya,1999,corn,5005.0,7367.0,1.47
bihar,giridih,1998,rice,57341.0,73361.0,1.28
bihar,giridih,1998,corn,661.0,890.0,1.35
bihar,godda,1998,corn,5878.0,10219.0,1.74
bihar,gopalganj,2006,rice,75801.0,89959.0,1.19
bihar,gopalganj,1999,rice,61033.0,82550.0,1.35
bihar,gopalganj,2001,corn,15050.0,36128.0,2.4
bihar,gopalganj,2003,corn,19433.0,42178.0,2.17
bihar,gopalganj,2002,corn,17036.0,23891.0,1.4
bihar,gopalganj,2000,rice,92265.0,112602.0,1.22
bihar,gopalganj,1998,corn,18955.0,29772.0,1.57
bihar,gopalganj,2008,corn,14600.0,23718.0,1.62
bihar,gopalganj,1999,corn,16823.0,33427.0,1.99
bihar,gopalganj,2008,rice,86507.0,105826.0,1.22
bihar,gopalganj,2000,corn,18507.0,51490.0,2.78
bihar,gopalganj,2002,rice,94197.0,110118.0,1.17
bihar,gopalganj,2006,corn,14925.0,28159.0,1.89
bihar,gopalganj,2007,rice,81770.0,72564.0,0.89
bihar,gopalganj,2007,corn,15075.0,19359.0,1.28
bihar,gopalganj,2001,rice,94283.0,124793.0,1.32
bihar,gopalganj,2004,corn,16713.0,36647.0,2.19
bihar,gopalganj,1998,rice,29369.0,42504.0,1.45
bihar,gopalganj,2003,rice,91125.0,134432.0,1.48
bihar,gopalganj,2004,rice,89838.0,122631.0,1.37
bihar,gopalganj,2005,rice,90995.0,52438.0,0.58
bihar,gopalganj,2005,corn,16320.0,27419.0,1.68
bihar,gumala,1998,rice,124462.0,108115.0,0.87
bihar,gumala,1998,corn,1606.0,3135.0,1.95
bihar,hazaribagh,1998,corn,7664.0,11996.0,1.57
bihar,jamui,2008,corn,4403.0,7490.0,1.7
bihar,jamui,1998,corn,4177.0,2155.0,0.52
bihar,jamui,2007,rice,43795.0,81148.0,1.85
bihar,jamui,2006,corn,5033.0,5611.0,1.11
bihar,jamui,1998,rice,43881.0,47144.0,1.07
bihar,jamui,2005,corn,5550.0,3459.0,0.62
bihar,jamui,2007,corn,4548.0,15817.0,3.48
bihar,jehanabad,1999,corn,481.0,1323.0,2.75
bihar,jehanabad,2003,corn,678.0,1542.0,2.27
bihar,jehanabad,2008,corn,791.0,1401.0,1.77
bihar,jehanabad,2004,corn,679.0,1483.0,2.18
bihar,jehanabad,2002,corn,1173.0,2069.0,1.76
bihar,jehanabad,2006,corn,1280.0,3067.0,2.4
bihar,jehanabad,1998,corn,676.0,1867.0,2.76
bihar,jehanabad,2005,corn,590.0,1100.0,1.86
bihar,jehanabad,2000,corn,817.0,1711.0,2.09
bihar,jehanabad,2007,corn,1439.0,2415.0,1.68
bihar,jehanabad,2001,corn,1213.0,8298.0,6.84
bihar,kaimur bhabua,2002,corn,409.0,674.0,1.65
bihar,kaimur bhabua,2005,corn,524.0,763.0,1.46
bihar,kaimur bhabua,2004,corn,367.0,543.0,1.48
bihar,kaimur bhabua,2001,corn,301.0,518.0,1.72
bihar,kaimur bhabua,2000,corn,275.0,606.0,2.2
bihar,kaimur bhabua,1999,corn,286.0,638.0,2.23
bihar,kaimur bhabua,2003,corn,554.0,988.0,1.78
bihar,kaimur bhabua,1998,corn,251.0,470.0,1.87
bihar,katihar,2000,rice,125197.0,160312.0,1.28
bihar,katihar,2003,rice,126839.0,155497.0,1.23
bihar,katihar,2001,corn,23473.0,54357.0,2.32
bihar,katihar,1998,rice,105682.0,162237.0,1.54
bihar,katihar,1998,corn,23216.0,52887.0,2.28
bihar,katihar,2002,rice,130849.0,168475.0,1.29
bihar,katihar,2001,rice,125811.0,176206.0,1.4
bihar,katihar,2004,corn,36512.0,94415.0,2.59
bihar,katihar,2004,rice,116604.0,105673.0,0.91
bihar,katihar,2008,corn,46384.0,137109.0,2.96
bihar,katihar,2000,corn,22440.0,60990.0,2.72
bihar,katihar,1999,corn,37720.0,72623.0,1.93
bihar,katihar,1999,rice,59815.0,115879.0,1.94
bihar,katihar,2003,corn,33433.0,79681.0,2.38
bihar,katihar,2005,corn,50400.0,123324.0,2.45
bihar,katihar,2006,rice,106491.0,138899.0,1.3
bihar,katihar,2006,corn,41090.0,141705.0,3.45
bihar,katihar,2005,rice,112717.0,147230.0,1.31
bihar,katihar,2002,corn,25570.0,53463.0,2.09
bihar,katihar,2007,rice,106095.0,89146.0,0.84
bihar,katihar,2007,corn,43195.0,132382.0,3.06
bihar,katihar,2008,rice,104320.0,144205.0,1.38
bihar,khagaria,2006,corn,54737.0,224875.0,4.11
bihar,khagaria,1999,rice,7637.0,6852.0,0.9
bihar,khagaria,2003,rice,23568.0,22168.0,0.94
bihar,khagaria,2007,corn,56609.0,242914.0,4.29
bihar,khagaria,2006,rice,22217.0,19132.0,0.86
bihar,khagaria,2001,rice,28290.0,14819.0,0.52
bihar,khagaria,2008,rice,23628.0,12225.0,0.52
bihar,khagaria,2002,rice,26283.0,5977.0,0.23
bihar,khagaria,1998,rice,20788.0,5203.0,0.25
bihar,khagaria,2000,corn,44553.0,148128.0,3.32
bihar,khagaria,2004,corn,48398.0,137022.0,2.83
bihar,khagaria,1999,corn,50962.0,168432.0,3.31
bihar,khagaria,2003,corn,49586.0,153555.0,3.1
bihar,khagaria,2000,rice,24885.0,14715.0,0.59
bihar,khagaria,2005,corn,52174.0,167640.0,3.21
bihar,khagaria,2007,rice,25582.0,4148.0,0.16
bihar,khagaria,2005,rice,19253.0,19866.0,1.03
bihar,khagaria,2001,corn,43641.0,141304.0,3.24
bihar,khagaria,2008,corn,54050.0,179589.0,3.32
bihar,khagaria,1998,corn,46715.0,121565.0,2.6
bihar,khagaria,2002,corn,48447.0,97614.0,2.01
bihar,khagaria,2004,rice,20276.0,5156.0,0.25
bihar,kishanganj,1999,rice,18456.0,24950.0,1.35
bihar,kishanganj,2001,rice,95883.0,98342.0,1.03
bihar,kishanganj,2000,rice,112975.0,130584.0,1.16
bihar,kishanganj,1998,corn,792.0,1640.0,2.07
bihar,kishanganj,2005,corn,1286.0,3217.0,2.5
bihar,kishanganj,2007,corn,1416.0,4325.0,3.05
bihar,kishanganj,2001,corn,889.0,2127.0,2.39
bihar,kishanganj,2006,rice,82768.0,75595.0,0.91
bihar,kishanganj,2004,rice,102598.0,71253.0,0.69
bihar,kishanganj,1998,rice,84444.0,84704.0,1.0
bihar,kishanganj,2006,corn,4749.0,16317.0,3.44
bihar,kishanganj,2008,corn,2809.0,10068.0,3.58
bihar,kishanganj,2003,corn,654.0,1340.0,2.05
bihar,kishanganj,2003,rice,102693.0,146778.0,1.43
bihar,kishanganj,2004,corn,624.0,1663.0,2.67
bihar,kishanganj,2008,rice,84014.0,91223.0,1.09
bihar,kishanganj,2007,rice,80846.0,60729.0,0.75
bihar,kishanganj,2000,corn,582.0,1464.0,2.52
bihar,kishanganj,2002,rice,87376.0,93800.0,1.07
bihar,kishanganj,2002,corn,1595.0,3366.0,2.11
bihar,kishanganj,2005,rice,102545.0,97884.0,0.95
bihar,kishanganj,1999,corn,4255.0,12705.0,2.99
bihar,lakhisarai,2005,corn,10014.0,13761.0,1.37
bihar,lakhisarai,2000,corn,3929.0,7754.0,1.97
bihar,lakhisarai,2007,corn,6497.0,6116.0,0.94
bihar,lakhisarai,2008,corn,5105.0,4969.0,0.97
bihar,lakhisarai,2003,corn,5728.0,10229.0,1.79
bihar,lakhisarai,2002,rice,33473.0,48097.0,1.44
bihar,lakhisarai,2004,corn,7962.0,11048.0,1.39
bihar,lakhisarai,1999,corn,4093.0,4340.0,1.06
bihar,lakhisarai,2001,corn,3533.0,7157.0,2.03
bihar,lakhisarai,2002,corn,4678.0,9417.0,2.01
bihar,lakhisarai,2006,corn,8152.0,12203.0,1.5
bihar,lohardanga,1998,rice,26632.0,26732.0,1.0
bihar,lohardanga,1998,corn,2047.0,2908.0,1.42
bihar,madhepura,2001,rice,89465.0,95687.0,1.07
bihar,madhepura,2000,corn,44409.0,171445.0,3.86
bihar,madhepura,2004,rice,76801.0,86041.0,1.12
bihar,madhepura,2004,corn,35837.0,147022.0,4.1
bihar,madhepura,2007,rice,84874.0,123469.0,1.45
bihar,madhepura,2005,corn,37626.0,111135.0,2.95
bihar,madhepura,1999,rice,20869.0,26222.0,1.26
bihar,madhepura,2008,rice,53139.0,45778.0,0.86
bihar,madhepura,1998,rice,69265.0,88057.0,1.27
bihar,madhepura,2002,corn,36294.0,141999.0,3.91
bihar,madhepura,1998,corn,41329.0,129702.0,3.14
bihar,madhepura,2005,rice,78400.0,97104.0,1.24
bihar,madhepura,2003,rice,79125.0,117017.0,1.48
bihar,madhepura,1999,corn,33107.0,99256.0,3.0
bihar,madhepura,2002,rice,86669.0,115228.0,1.33
bihar,madhepura,2008,corn,39713.0,120101.0,3.02
bihar,madhepura,2006,rice,78281.0,89689.0,1.15
bihar,madhepura,2000,rice,85070.0,110802.0,1.3
bihar,madhepura,2003,corn,38203.0,151246.0,3.96
bihar,madhepura,2001,corn,38761.0,119634.0,3.09
bihar,madhepura,2006,corn,39810.0,114837.0,2.88
bihar,madhepura,2007,corn,41882.0,164670.0,3.93
bihar,madhubani,2001,rice,179854.0,173059.0,0.96
bihar,madhubani,1998,corn,3749.0,6102.0,1.63
bihar,madhubani,2003,corn,3505.0,5308.0,1.51
bihar,madhubani,2006,corn,1217.0,3278.0,2.69
bihar,madhubani,2003,rice,176482.0,176318.0,1.0
bihar,madhubani,1998,rice,139893.0,124827.0,0.89
bihar,madhubani,2004,corn,2059.0,2988.0,1.45
bihar,madhubani,2000,rice,191082.0,216912.0,1.14
bihar,madhubani,2002,corn,1940.0,4220.0,2.18
bihar,madhubani,2008,corn,1686.0,5846.0,3.47
bihar,madhubani,2002,rice,182561.0,141280.0,0.77
bihar,madhubani,2007,corn,1702.0,5477.0,3.22
bihar,madhubani,2007,rice,180440.0,85749.0,0.48
bihar,madhubani,2005,corn,2243.0,3355.0,1.5
bihar,madhubani,2006,rice,158929.0,141393.0,0.89
bihar,madhubani,2004,rice,169632.0,46846.0,0.28
bihar,madhubani,2008,rice,190993.0,220113.0,1.15
bihar,madhubani,2005,rice,169016.0,77360.0,0.46
bihar,madhubani,1999,rice,36825.0,49940.0,1.36
bihar,madhubani,1999,corn,2349.0,5273.0,2.24
bihar,madhubani,2000,corn,1978.0,4280.0,2.16
bihar,madhubani,2001,corn,1367.0,2760.0,2.02
bihar,munger,2001,rice,26815.0,38525.0,1.44
bihar,munger,2002,corn,6695.0,11262.0,1.68
bihar,munger,1998,corn,7983.0,14473.0,1.81
bihar,munger,2008,corn,5997.0,11193.0,1.87
bihar,munger,2004,corn,11867.0,19009.0,1.6
bihar,munger,2000,rice,31127.0,46774.0,1.5
bihar,munger,2005,corn,10959.0,17245.0,1.57
bihar,munger,2006,rice,30027.0,59693.0,1.99
bihar,munger,2003,corn,13805.0,21113.0,1.53
bihar,munger,2003,rice,25975.0,38981.0,1.5
bihar,munger,2001,corn,7957.0,15842.0,1.99
bihar,munger,1999,corn,10940.0,19488.0,1.78
bihar,munger,2005,rice,24829.0,34977.0,1.41
bihar,munger,2000,corn,11163.0,16598.0,1.49
bihar,munger,2006,corn,7788.0,15461.0,1.99
bihar,munger,2007,corn,6433.0,11241.0,1.75
bihar,munger,2007,rice,31507.0,56983.0,1.81
bihar,muzaffarpur,1999,corn,31500.0,59714.0,1.9
bihar,muzaffarpur,2001,rice,134716.0,144543.0,1.07
bihar,muzaffarpur,1998,rice,100675.0,101836.0,1.01
bihar,muzaffarpur,2005,rice,124992.0,80387.0,0.64
bihar,muzaffarpur,2000,rice,130230.0,164967.0,1.27
bihar,muzaffarpur,2008,rice,156762.0,205195.0,1.31
bihar,muzaffarpur,2004,rice,151329.0,43067.0,0.28
bihar,muzaffarpur,2007,corn,20399.0,34783.0,1.71
bihar,muzaffarpur,1999,rice,25617.0,20313.0,0.79
bihar,muzaffarpur,2003,rice,154116.0,165258.0,1.07
bihar,muzaffarpur,2008,corn,20600.0,53561.0,2.6
bihar,muzaffarpur,2006,corn,22543.0,48798.0,2.16
bihar,muzaffarpur,2004,corn,33400.0,101098.0,3.03
bihar,muzaffarpur,2005,corn,26790.0,71034.0,2.65
bihar,muzaffarpur,2007,rice,159665.0,14798.0,0.09
bihar,muzaffarpur,1998,corn,33810.0,62772.0,1.86
bihar,muzaffarpur,2000,corn,35283.0,63981.0,1.81
bihar,muzaffarpur,2002,corn,33465.0,64338.0,1.92
bihar,muzaffarpur,2002,rice,146674.0,158660.0,1.08
bihar,muzaffarpur,2003,corn,30235.0,59826.0,1.98
bihar,muzaffarpur,2001,corn,32687.0,95334.0,2.92
bihar,muzaffarpur,2006,rice,139377.0,95559.0,0.69
bihar,nalanda,2003,rice,99066.0,96891.0,0.98
bihar,nalanda,2008,rice,87298.0,121500.0,1.39
bihar,nalanda,2007,rice,90207.0,118673.0,1.32
bihar,nalanda,2004,rice,94061.0,17099.0,0.18
bihar,nalanda,2006,corn,4973.0,7847.0,1.58
bihar,nalanda,2000,corn,4007.0,8053.0,2.01
bihar,nalanda,2007,corn,7747.0,15396.0,1.99
bihar,nalanda,2005,rice,102832.0,47586.0,0.46
bihar,nalanda,2008,corn,8224.0,11814.0,1.44
bihar,nalanda,2005,corn,4764.0,6474.0,1.36
bihar,nalanda,1999,corn,5071.0,11561.0,2.28
bihar,nalanda,2001,corn,3725.0,8837.0,2.37
bihar,nalanda,1998,corn,4898.0,12808.0,2.61
bihar,nalanda,2006,rice,95385.0,227246.0,2.38
bihar,nalanda,2003,corn,4448.0,8884.0,2.0
bihar,nalanda,2002,corn,4150.0,8073.0,1.95
bihar,nalanda,1998,rice,113588.0,200743.0,1.77
bihar,nalanda,2004,corn,4551.0,9648.0,2.12
bihar,nawada,2003,rice,78474.0,127430.0,1.62
bihar,nawada,1998,corn,1895.0,3647.0,1.92
bihar,nawada,1999,corn,1781.0,3294.0,1.85
bihar,nawada,2005,corn,2067.0,3985.0,1.93
bihar,nawada,2004,rice,37552.0,13022.0,0.35
bihar,nawada,2006,corn,2678.0,5985.0,2.23
bihar,nawada,2008,corn,2208.0,5027.0,2.28
bihar,nawada,2001,corn,1967.0,2948.0,1.5
bihar,nawada,1998,rice,82235.0,142427.0,1.73
bihar,nawada,2000,corn,1871.0,2045.0,1.09
bihar,nawada,2004,corn,1702.0,3131.0,1.84
bihar,nawada,1999,rice,113.0,182.0,1.61
bihar,nawada,2000,rice,82483.0,91166.0,1.11
bihar,nawada,2002,rice,81106.0,123596.0,1.52
bihar,nawada,2006,rice,73308.0,147689.0,2.01
bihar,nawada,2007,corn,2339.0,5627.0,2.41
bihar,nawada,2001,rice,80834.0,131561.0,1.63
bihar,nawada,2003,corn,2506.0,5047.0,2.01
bihar,nawada,2002,corn,1983.0,2962.0,1.49
bihar,palamau,1998,rice,59652.0,50730.0,0.85
bihar,palamau,1998,corn,20630.0,14940.0,0.72
bihar,pashchim champaran,2008,rice,178306.0,352642.0,1.98
bihar,pashchim champaran,1998,rice,124695.0,199782.0,1.6
bihar,pashchim champaran,2003,rice,157932.0,227115.0,1.44
bihar,pashchim champaran,2005,corn,16041.0,35665.0,2.22
bihar,pashchim champaran,1999,corn,14386.0,29981.0,2.08
bihar,pashchim champaran,1998,corn,14504.0,33643.0,2.32
bihar,pashchim champaran,2001,rice,158125.0,270832.0,1.71
bihar,pashchim champaran,2000,rice,186268.0,388842.0,2.09
bihar,pashchim champaran,2006,corn,16620.0,24811.0,1.49
bihar,pashchim champaran,2007,rice,169716.0,88834.0,0.52
bihar,pashchim champaran,2003,corn,14818.0,26572.0,1.79
bihar,pashchim champaran,2005,rice,167261.0,206388.0,1.23
bihar,pashchim champaran,2001,corn,13402.0,42857.0,3.2
bihar,pashchim champaran,1999,rice,68595.0,137291.0,2.0
bihar,pashchim champaran,2002,rice,160977.0,296371.0,1.84
bihar,pashchim champaran,2004,corn,15992.0,41538.0,2.6
bihar,pashchim champaran,2004,rice,169039.0,127864.0,0.76
bihar,pashchim champaran,2008,corn,16687.0,56330.0,3.38
bihar,pashchim champaran,2006,rice,168920.0,167909.0,0.99
bihar,pashchim champaran,2002,corn,14671.0,50797.0,3.46
bihar,pashchim champaran,2007,corn,16418.0,66154.0,4.03
bihar,pashchim champaran,2000,corn,12740.0,27023.0,2.12
bihar,patna,2003,rice,100978.0,230566.0,2.28
bihar,patna,2001,corn,5433.0,10110.0,1.86
bihar,patna,2007,corn,14886.0,19426.0,1.3
bihar,patna,2008,rice,88287.0,135438.0,1.53
bihar,patna,1999,corn,16495.0,44667.0,2.71
bihar,patna,2002,corn,10682.0,20005.0,1.87
bihar,patna,2006,rice,88480.0,145350.0,1.64
