Year,Region2,Crop,Region1,Area harvested,Area planted,Production,Yield
2004,phillips,soybeans,ks,8600.0,10300.0,272100.0,32.0
2004,piatt,soybeans,il,115600.0,116000.0,6242400.0,54.0
2004,pickaway,soybeans,oh,111500.0,111900.0,5600200.0,50.2
2004,pierce,soybeans,nd,26000.0,29000.0,409000.0,15.7
2004,pierce,soybeans,ne,98400.0,99000.0,3994700.0,40.6
2004,pike,soybeans,il,99300.0,100000.0,4965000.0,50.0
2004,pike,soybeans,in,31300.0,31600.0,1554500.0,49.7
2004,pike,soybeans,mo,74800.0,75700.0,3327000.0,44.5
2004,pike,soybeans,oh,11700.0,12100.0,534000.0,45.6
2004,pine,soybeans,mn,9600.0,9800.0,297600.0,31.0
2004,pipestone,soybeans,mn,91200.0,91500.0,3009600.0,33.0
2004,platte,soybeans,mo,59800.0,60100.0,3019000.0,50.5
2004,platte,soybeans,ne,128900.0,130000.0,6291000.0,48.8
2004,plymouth,soybeans,ia,191400.0,192000.0,9298000.0,48.6
2004,pocahontas,soybeans,ia,154400.0,155000.0,7089000.0,45.9
2004,poinsett,soybeans,ar,165000.0,165500.0,6906000.0,42.0
2004,polk,soybeans,ia,73800.0,74000.0,3683000.0,49.9
2004,polk,soybeans,mn,267600.0,282000.0,3211200.0,12.0
2004,polk,soybeans,mo,1900.0,2000.0,81000.0,42.6
2004,polk,soybeans,ne,82700.0,83000.0,4121900.0,49.8
2004,pope,soybeans,ar,10000.0,10000.0,352000.0,35.0
2004,pope,soybeans,il,10900.0,11000.0,403300.0,37.0
2004,pope,soybeans,mn,84600.0,84800.0,2791800.0,33.0
2004,portage,soybeans,oh,15300.0,15400.0,597800.0,39.1
2004,porter,soybeans,in,54400.0,54500.0,2793900.0,51.4
2004,posey,soybeans,in,84800.0,86200.0,3629200.0,42.8
2004,pottawatomie,soybeans,ks,33500.0,34000.0,1467900.0,44.0
2004,pottawattamie,soybeans,ia,205200.0,206000.0,10555000.0,51.4
2004,potter,soybeans,sd,44000.0,45000.0,1282000.0,29.1
2004,poweshiek,soybeans,ia,113000.0,114000.0,6037000.0,53.4
2004,prairie,soybeans,ar,121500.0,123000.0,5223000.0,43.0
2004,pratt,soybeans,ks,26800.0,27000.0,1285500.0,48.0
2004,preble,soybeans,oh,82500.0,82600.0,4339000.0,52.6
2004,pulaski,soybeans,ar,30500.0,32000.0,1146000.0,38.0
2004,pulaski,soybeans,il,33900.0,34000.0,1457700.0,43.0
2004,pulaski,soybeans,in,87300.0,87400.0,4385200.0,50.2
2004,putnam,soybeans,il,24900.0,25000.0,1319700.0,53.0
2004,putnam,soybeans,in,67800.0,68000.0,3666200.0,54.1
2004,putnam,soybeans,mo,20200.0,21100.0,876000.0,43.4
2004,putnam,soybeans,oh,125800.0,126500.0,5980100.0,47.5
2004,ralls,soybeans,mo,78400.0,79200.0,3895000.0,49.7
2004,ramsey,soybeans,nd,94000.0,112000.0,1077000.0,11.5
2004,randolph,soybeans,ar,41000.0,41000.0,1701000.0,41.0
2004,randolph,soybeans,il,106400.0,107000.0,4468800.0,42.0
2004,randolph,soybeans,in,107100.0,108000.0,5708300.0,53.3
2004,randolph,soybeans,mo,41400.0,41600.0,1891000.0,45.7
2004,ransom,soybeans,nd,111600.0,112000.0,3455000.0,31.0
2004,ray,soybeans,mo,73800.0,74700.0,3098000.0,42.0
2004,red lake,soybeans,mn,61900.0,66900.0,742800.0,12.0
2004,red willow,soybeans,ne,14100.0,15000.0,604200.0,42.9
2004,redwood,soybeans,mn,212700.0,213000.0,8295300.0,39.0
2004,reno,soybeans,ks,35500.0,36000.0,1824600.0,51.0
2004,renville,soybeans,mn,217500.0,217800.0,7395000.0,34.0
2004,renville,soybeans,nd,2000.0,3600.0,22000.0,11.0
2004,republic,soybeans,ks,62900.0,63600.0,2540500.0,40.0
2004,rice,soybeans,ks,29500.0,30000.0,1339000.0,45.0
2004,rice,soybeans,mn,65700.0,66000.0,2562300.0,39.0
2004,richardson,soybeans,ne,96500.0,97000.0,4639000.0,48.1
2004,richland,soybeans,il,94500.0,95000.0,4252500.0,45.0
2004,richland,soybeans,nd,309000.0,310000.0,9005000.0,29.1
2004,richland,soybeans,oh,39800.0,39900.0,1671800.0,42.0
2004,riley,soybeans,ks,22900.0,23200.0,1085900.0,47.0
2004,ringgold,soybeans,ia,44800.0,45000.0,2107000.0,47.0
2004,ripley,soybeans,in,53500.0,53600.0,2394000.0,44.7
2004,ripley,soybeans,mo,10600.0,10700.0,412000.0,38.9
2004,roberts,soybeans,sd,161000.0,162000.0,5141000.0,31.9
2004,rock,soybeans,mn,117000.0,117300.0,4797000.0,41.0
2004,rock,soybeans,ne,13500.0,13500.0,653900.0,48.4
2004,rock island,soybeans,il,49900.0,50000.0,2594800.0,52.0
2004,rolette,soybeans,nd,1300.0,3600.0,14000.0,10.8
2004,rooks,soybeans,ks,6800.0,6900.0,170700.0,25.0
2004,roseau,soybeans,mn,6100.0,26000.0,61000.0,10.0
2004,ross,soybeans,oh,61500.0,62300.0,3088800.0,50.2
2004,rush,soybeans,in,97700.0,97800.0,5442700.0,55.7
2004,rush,soybeans,ks,5400.0,5500.0,158400.0,29.0
2004,russell,soybeans,ks,3700.0,3800.0,120400.0,33.0
2004,sac,soybeans,ia,136500.0,137000.0,6602000.0,48.4
2004,saint francis,soybeans,ar,146500.0,148000.0,5770000.0,39.0
2004,saline,soybeans,il,52800.0,53000.0,2270400.0,43.0
2004,saline,soybeans,ks,20600.0,21000.0,651400.0,32.0
2004,saline,soybeans,mo,143800.0,144300.0,7011000.0,48.8
2004,saline,soybeans,ne,98300.0,99000.0,4446500.0,45.2
2004,sanborn,soybeans,sd,35000.0,35000.0,1378000.0,39.4
2004,sandusky,soybeans,oh,81100.0,81200.0,3340100.0,41.2
2004,sangamon,soybeans,il,157600.0,158000.0,8510400.0,54.0
2004,sargent,soybeans,nd,156500.0,157000.0,4676000.0,29.9
2004,sarpy,soybeans,ne,34700.0,35000.0,1649100.0,47.5
2004,saunders,soybeans,ne,167100.0,168000.0,7813400.0,46.8
2004,schuyler,soybeans,il,63500.0,64000.0,3302000.0,52.0
2004,schuyler,soybeans,mo,16300.0,16500.0,782000.0,48.0
2004,scioto,soybeans,oh,14100.0,16000.0,557000.0,39.5
2004,scotland,soybeans,mo,50700.0,51000.0,2443000.0,48.2
2004,scott,soybeans,ia,73100.0,73500.0,3815000.0,52.2
2004,scott,soybeans,il,44900.0,45000.0,2334800.0,52.0
2004,scott,soybeans,in,22200.0,22300.0,1048300.0,47.2
2004,scott,soybeans,ks,2700.0,2700.0,103100.0,38.0
2004,scott,soybeans,mn,32400.0,32700.0,1231200.0,38.0
2004,scott,soybeans,mo,89000.0,90800.0,3692000.0,41.5
2004,sebastian,soybeans,ar,2700.0,3000.0,91000.0,34.0
2004,sedgwick,soybeans,ks,34400.0,38500.0,1816700.0,53.0
2004,seneca,soybeans,oh,117400.0,117600.0,4699000.0,40.0
2004,seward,soybeans,ks,10800.0,11000.0,489800.0,45.0
2004,seward,soybeans,ne,111300.0,112000.0,5717500.0,51.4
2004,shawnee,soybeans,ks,34600.0,35100.0,1833000.0,53.0
2004,shelby,soybeans,ia,140500.0,141000.0,6937000.0,49.4
2004,shelby,soybeans,il,159600.0,160000.0,7980000.0,50.0
2004,shelby,soybeans,in,95600.0,95900.0,5336800.0,55.8
2004,shelby,soybeans,mo,96100.0,96500.0,4601000.0,47.9
2004,shelby,soybeans,oh,83700.0,84400.0,4042200.0,48.3
2004,sherburne,soybeans,mn,18400.0,18600.0,588800.0,32.0
2004,sheridan,soybeans,ks,21900.0,24200.0,1010700.0,46.0
2004,sheridan,soybeans,nd,21500.0,22000.0,412000.0,19.2
2004,sherman,soybeans,ks,11800.0,13800.0,409000.0,35.0
2004,sherman,soybeans,ne,21200.0,22000.0,904800.0,42.7
2004,sibley,soybeans,mn,116600.0,117400.0,4314200.0,37.0
2004,sioux,soybeans,ia,173500.0,175000.0,9304000.0,53.6
2004,smith,soybeans,ks,10200.0,13000.0,259900.0,25.0
2004,spencer,soybeans,in,60400.0,60900.0,2446500.0,40.5
2004,spink,soybeans,sd,268000.0,269000.0,9301000.0,34.7
2004,st charles,soybeans,mo,55600.0,55900.0,2751000.0,49.5
2004,st clair,soybeans,il,116700.0,117000.0,5368200.0,46.0
2004,st clair,soybeans,mo,28000.0,28200.0,1041000.0,37.2
2004,st francois,soybeans,mo,1300.0,1400.0,57000.0,43.8
2004,st louis,soybeans,mo,9700.0,9800.0,465000.0,47.9
2004,st. joseph,soybeans,in,52700.0,52900.0,2668300.0,50.6
2004,stafford,soybeans,ks,30000.0,30400.0,1563000.0,52.0
2004,stanley,soybeans,sd,500.0,500.0,5000.0,10.0
2004,stanton,soybeans,ne,60500.0,61000.0,2425700.0,40.1
2004,stark,soybeans,il,67700.0,68000.0,3791200.0,56.0
2004,stark,soybeans,oh,24300.0,24600.0,1035100.0,42.6
2004,starke,soybeans,in,40300.0,40400.0,1947600.0,48.3
2004,ste genevieve,soybeans,mo,18500.0,18600.0,819000.0,44.3
2004,stearns,soybeans,mn,97100.0,97500.0,3301400.0,34.0
2004,steele,soybeans,mn,86000.0,87000.0,3268000.0,38.0
2004,steele,soybeans,nd,154000.0,155000.0,3158000.0,20.5
2004,stephenson,soybeans,il,82500.0,83000.0,4125000.0,50.0
2004,steuben,soybeans,in,34900.0,35000.0,1530900.0,43.9
2004,stevens,soybeans,ks,7200.0,7300.0,313800.0,44.0
2004,stevens,soybeans,mn,131500.0,132000.0,4339500.0,33.0
2004,stoddard,soybeans,mo,143900.0,145000.0,5667000.0,39.4
2004,story,soybeans,ia,125700.0,127000.0,6288000.0,50.0
2004,stutsman,soybeans,nd,295000.0,298000.0,7133000.0,24.2
2004,sullivan,soybeans,in,71100.0,72100.0,3639300.0,51.2
2004,sullivan,soybeans,mo,23300.0,23500.0,1036000.0,44.5
2004,sully,soybeans,sd,22000.0,22000.0,814000.0,37.0
2004,summit,soybeans,oh,1500.0,1600.0,61700.0,41.1
2004,sumner,soybeans,ks,40800.0,41300.0,1711600.0,42.0
2004,swift,soybeans,mn,144300.0,144700.0,4329000.0,30.0
2004,tama,soybeans,ia,139600.0,140000.0,7401000.0,53.0
2004,taylor,soybeans,ia,68800.0,69000.0,3293000.0,47.9
2004,tazewell,soybeans,il,120400.0,121000.0,6501600.0,54.0
2004,thayer,soybeans,ne,84600.0,85000.0,3880400.0,45.9
2004,thomas,soybeans,ks,20600.0,23000.0,696700.0,34.0
2004,thurston,soybeans,ne,76400.0,77000.0,2962200.0,38.8
2004,tippecanoe,soybeans,in,92400.0,93100.0,4846000.0,52.4
2004,tipton,soybeans,in,73400.0,73600.0,4206000.0,57.3
2004,todd,soybeans,mn,40600.0,41100.0,1096200.0,27.0
2004,towner,soybeans,nd,13000.0,24500.0,135000.0,10.4
2004,traill,soybeans,nd,218500.0,220000.0,4530000.0,20.7
2004,traverse,soybeans,mn,132900.0,142700.0,4385700.0,33.0
2004,trego,soybeans,ks,1900.0,2100.0,58700.0,31.0
2004,tripp,soybeans,sd,21000.0,21700.0,464000.0,22.1
2004,trumbull,soybeans,oh,22700.0,22800.0,915100.0,40.3
2004,turner,soybeans,sd,130000.0,131000.0,5088000.0,39.1
2004,tuscarawas,soybeans,oh,9800.0,10400.0,444400.0,45.3
2004,union,soybeans,ia,49800.0,50000.0,2387000.0,47.9
2004,union,soybeans,il,27900.0,28000.0,1116000.0,40.0
2004,union,soybeans,in,28500.0,28500.0,1570900.0,55.1
2004,union,soybeans,oh,101300.0,102200.0,4454400.0,44.0
2004,union,soybeans,sd,99000.0,99000.0,4153000.0,41.9
2004,valley,soybeans,ne,24600.0,25000.0,1079700.0,43.9
2004,van buren,soybeans,ia,44800.0,45000.0,2378000.0,53.1
2004,van wert,soybeans,oh,114600.0,115000.0,5898800.0,51.5
2004,vanderburgh,soybeans,in,40300.0,41300.0,1714200.0,42.5
2004,vermilion,soybeans,il,206000.0,207000.0,10712000.0,52.0
2004,vermillion,soybeans,in,21700.0,23200.0,1210800.0,55.8
2004,vernon,soybeans,mo,70600.0,71300.0,2844000.0,40.3
2004,vigo,soybeans,in,51900.0,55900.0,2649300.0,51.0
2004,wabash,soybeans,il,54900.0,55000.0,2690100.0,49.0
2004,wabash,soybeans,in,84600.0,85000.0,4673200.0,55.2
2004,wabasha,soybeans,mn,36500.0,36800.0,1606000.0,44.0
2004,wabaunsee,soybeans,ks,23200.0,23500.0,1119800.0,48.0
2004,wadena,soybeans,mn,6700.0,7200.0,174200.0,26.0
2004,wallace,soybeans,ks,600.0,800.0,18100.0,30.0
2004,walsh,soybeans,nd,75000.0,95000.0,1138000.0,15.2
2004,walworth,soybeans,sd,36000.0,37000.0,741000.0,20.6
2004,wapello,soybeans,ia,52900.0,53000.0,2851000.0,53.9
2004,ward,soybeans,nd,23800.0,31500.0,312000.0,13.1
2004,warren,soybeans,ia,62600.0,63500.0,3253000.0,52.0
2004,warren,soybeans,il,118700.0,119000.0,6528500.0,55.0
2004,warren,soybeans,in,78700.0,79400.0,4156300.0,52.8
2004,warren,soybeans,mo,30600.0,30800.0,1330000.0,43.5
2004,warren,soybeans,oh,38000.0,38600.0,1733300.0,45.6
2004,warrick,soybeans,in,40800.0,40900.0,1895700.0,46.5
2004,waseca,soybeans,mn,97200.0,98000.0,3985200.0,41.0
2004,washington,soybeans,ia,94100.0,95000.0,4944000.0,52.5
2004,washington,soybeans,il,145300.0,146000.0,6247900.0,43.0
2004,washington,soybeans,in,40200.0,40500.0,1869700.0,46.5
2004,washington,soybeans,ks,64800.0,65200.0,2948400.0,46.0
2004,washington,soybeans,mn,13700.0,13800.0,383600.0,28.0
2004,washington,soybeans,ne,84300.0,85000.0,3667900.0,43.5
2004,washington,soybeans,oh,5600.0,5800.0,261300.0,46.7
2004,watonwan,soybeans,mn,110400.0,110800.0,4857600.0,44.0
2004,wayne,soybeans,ia,48300.0,49000.0,2388000.0,49.4
2004,wayne,soybeans,il,122600.0,127000.0,5639600.0,46.0
2004,wayne,soybeans,in,65300.0,65400.0,3475000.0,53.2
2004,wayne,soybeans,mo,3000.0,3100.0,102000.0,34.0
2004,wayne,soybeans,ne,96200.0,97000.0,3937700.0,40.9
2004,wayne,soybeans,oh,40900.0,41000.0,1907000.0,46.6
2004,webster,soybeans,ia,168300.0,169000.0,8090000.0,48.1
2004,webster,soybeans,ne,31900.0,32000.0,1452900.0,45.5
2004,wells,soybeans,in,102100.0,102600.0,5347400.0,52.4
2004,wells,soybeans,nd,97500.0,99000.0,2010000.0,20.6
2004,wheeler,soybeans,ne,12000.0,12500.0,507000.0,42.3
2004,white,soybeans,ar,52500.0,53000.0,1737000.0,33.0
2004,white,soybeans,il,111300.0,112000.0,5231100.0,47.0
2004,white,soybeans,in,118700.0,119000.0,6369800.0,53.7
2004,whiteside,soybeans,il,102800.0,103000.0,5242800.0,51.0
2004,whitley,soybeans,in,64500.0,64800.0,3344800.0,51.9
2004,wilkin,soybeans,mn,141100.0,145100.0,3809700.0,27.0
2004,will,soybeans,il,105700.0,106000.0,5073600.0,48.0
2004,williams,soybeans,nd,2700.0,2700.0,36000.0,13.3
2004,williams,soybeans,oh,80100.0,80800.0,3585900.0,44.8
2004,williamson,soybeans,il,23200.0,25000.0,904800.0,39.0
2004,wilson,soybeans,ks,47700.0,48400.0,1393500.0,29.0
2004,winnebago,soybeans,ia,97800.0,99000.0,4105000.0,42.0
2004,winnebago,soybeans,il,51900.0,52000.0,2231700.0,43.0
2004,winneshiek,soybeans,ia,72600.0,73000.0,3138000.0,43.2
2004,winona,soybeans,mn,30200.0,30500.0,1328800.0,44.0
2004,wood,soybeans,oh,128600.0,129500.0,5963500.0,46.4
2004,woodbury,soybeans,ia,163100.0,164000.0,7156000.0,43.9
2004,woodford,soybeans,il,117100.0,118000.0,6323400.0,54.0
2004,woodruff,soybeans,ar,132500.0,134000.0,4596000.0,35.0
2004,woodson,soybeans,ks,23300.0,23700.0,653800.0,28.0
2004,worth,soybeans,ia,92500.0,93000.0,3782000.0,40.9
2004,worth,soybeans,mo,19800.0,19900.0,914000.0,46.2
2004,wright,soybeans,ia,146400.0,147000.0,7202000.0,49.2
2004,wright,soybeans,mn,74000.0,74300.0,2590000.0,35.0
2004,wyandot,soybeans,oh,92900.0,93000.0,4112800.0,44.3
2004,wyandotte,soybeans,ks,4900.0,5000.0,244000.0,50.0
2004,yankton,soybeans,sd,86000.0,86000.0,3170000.0,36.9
2004,yell,soybeans,ar,9800.0,10000.0,338000.0,34.0
2004,yellow medicine,soybeans,mn,172600.0,175400.0,5868400.0,34.0
2004,york,soybeans,ne,100600.0,101000.0,5428200.0,54.0
2005,adair,soybeans,ia,96000.0,96500.0,4685400.0,48.8
2005,adair,soybeans,mo,38800.0,39000.0,1479000.0,38.1
2005,adams,soybeans,ia,60700.0,61000.0,3047300.0,50.2
2005,adams,soybeans,il,120400.0,121000.0,5177200.0,43.0
2005,adams,soybeans,in,83500.0,83800.0,3446600.0,41.3
2005,adams,soybeans,ne,83600.0,84000.0,4949300.0,59.2
2005,adams,soybeans,oh,18700.0,18800.0,759100.0,40.6
2005,alexander,soybeans,il,35900.0,36000.0,1436000.0,40.0
2005,allamakee,soybeans,ia,27800.0,28000.0,1578000.0,56.8
2005,allen,soybeans,in,104800.0,105100.0,4648000.0,44.4
2005,allen,soybeans,ks,68400.0,68600.0,1770700.0,26.0
2005,allen,soybeans,oh,79100.0,79700.0,3776600.0,47.7
2005,anderson,soybeans,ks,79000.0,79800.0,2867600.0,36.0
2005,andrew,soybeans,mo,65000.0,65300.0,2986000.0,45.9
2005,anoka,soybeans,mn,3200.0,3300.0,83200.0,26.0
2005,antelope,soybeans,ne,120000.0,121000.0,6112500.0,50.9
2005,appanoose,soybeans,ia,37700.0,38000.0,1664800.0,44.2
2005,arkansas,soybeans,ar,186500.0,187000.0,7600000.0,41.0
2005,ashland,soybeans,oh,36500.0,36600.0,1716000.0,47.0
2005,ashley,soybeans,ar,34200.0,35000.0,1254000.0,37.0
2005,ashtabula,soybeans,oh,21900.0,22000.0,1050600.0,48.0
2005,atchison,soybeans,ks,56800.0,57000.0,2324800.0,41.0
2005,atchison,soybeans,mo,116700.0,117600.0,6193000.0,53.1
2005,athens,soybeans,oh,1600.0,1700.0,67900.0,42.4
2005,audrain,soybeans,mo,157400.0,158700.0,4518000.0,28.7
2005,audubon,soybeans,ia,99100.0,99500.0,5469000.0,55.2
2005,auglaize,soybeans,oh,90300.0,90400.0,4262700.0,47.2
2005,aurora,soybeans,sd,52700.0,53000.0,1039000.0,19.7
2005,barber,soybeans,ks,4300.0,4500.0,91000.0,21.0
2005,barnes,soybeans,nd,278000.0,280000.0,11032000.0,39.7
2005,barry,soybeans,mo,500.0,600.0,13000.0,26.0
2005,bartholomew,soybeans,in,68900.0,69100.0,3660600.0,53.1
2005,barton,soybeans,ks,19600.0,20300.0,717800.0,37.0
2005,barton,soybeans,mo,73200.0,73900.0,1949000.0,26.6
2005,bates,soybeans,mo,106600.0,107200.0,4001000.0,37.5
2005,beadle,soybeans,sd,147700.0,149000.0,4965000.0,33.6
2005,becker,soybeans,mn,74400.0,75700.0,2455200.0,33.0
2005,benson,soybeans,nd,47900.0,50000.0,1500000.0,31.3
2005,benton,soybeans,ia,159100.0,160000.0,8530100.0,53.6
2005,benton,soybeans,in,107200.0,107600.0,5633400.0,52.6
2005,benton,soybeans,mn,21100.0,21800.0,738500.0,35.0
2005,benton,soybeans,mo,20400.0,20600.0,544000.0,26.7
2005,big stone,soybeans,mn,102500.0,103900.0,4407500.0,43.0
2005,black hawk,soybeans,ia,107800.0,108500.0,5859700.0,54.4
2005,blackford,soybeans,in,31200.0,31300.0,1453500.0,46.6
2005,blue earth,soybeans,mn,163800.0,166100.0,8681400.0,53.0
2005,bollinger,soybeans,mo,19700.0,19900.0,719000.0,36.5
2005,bon homme,soybeans,sd,66600.0,67000.0,1595000.0,23.9
2005,bond,soybeans,il,77600.0,78000.0,2948800.0,38.0
2005,boone,soybeans,ia,119900.0,120500.0,6751400.0,56.3
2005,boone,soybeans,il,42800.0,43000.0,1498000.0,35.0
2005,boone,soybeans,in,110600.0,111100.0,5700500.0,51.5
2005,boone,soybeans,mo,43500.0,44400.0,1296000.0,29.8
2005,boone,soybeans,ne,87400.0,88000.0,4564600.0,52.2
2005,bottineau,soybeans,nd,2600.0,2900.0,70000.0,26.9
2005,bourbon,soybeans,ks,32000.0,32500.0,1006100.0,31.0
2005,boyd,soybeans,ne,10800.0,11000.0,291600.0,27.0
2005,bremer,soybeans,ia,84100.0,84500.0,4948500.0,58.8
2005,brookings,soybeans,sd,107700.0,108000.0,4798000.0,44.5
2005,brown,soybeans,il,35800.0,36000.0,1575200.0,44.0
2005,brown,soybeans,ks,106400.0,106700.0,5696300.0,54.0
2005,brown,soybeans,mn,128500.0,130000.0,6682000.0,52.0
2005,brown,soybeans,ne,9500.0,9500.0,539700.0,56.8
2005,brown,soybeans,oh,77500.0,77800.0,3330100.0,43.0
2005,brown,soybeans,sd,304000.0,311000.0,11699000.0,38.5
2005,brule,soybeans,sd,34700.0,35000.0,843000.0,24.3
2005,buchanan,soybeans,ia,104800.0,105500.0,5619100.0,53.6
2005,buchanan,soybeans,mo,57500.0,57800.0,2522000.0,43.9
2005,buena vista,soybeans,ia,141900.0,142500.0,7342100.0,51.7
2005,buffalo,soybeans,ne,74300.0,75000.0,4046500.0,54.5
2005,buffalo,soybeans,sd,8400.0,8500.0,200000.0,23.8
2005,bureau,soybeans,il,131300.0,132000.0,6302400.0,48.0
2005,burleigh,soybeans,nd,3100.0,3200.0,93000.0,30.0
2005,burt,soybeans,ne,108000.0,109000.0,4649000.0,43.0
2005,butler,soybeans,ia,117900.0,118500.0,6355900.0,53.9
2005,butler,soybeans,ks,40100.0,40400.0,1529800.0,38.0
2005,butler,soybeans,mo,106300.0,106900.0,4336000.0,40.8
2005,butler,soybeans,ne,107200.0,108000.0,5203600.0,48.5
2005,butler,soybeans,oh,33700.0,33900.0,1475100.0,43.8
2005,caldwell,soybeans,mo,40600.0,40900.0,1290000.0,31.8
2005,calhoun,soybeans,ia,145800.0,146500.0,7582800.0,52.0
2005,calhoun,soybeans,il,16900.0,17000.0,692900.0,41.0
2005,callaway,soybeans,mo,59400.0,59800.0,1805000.0,30.4
2005,campbell,soybeans,sd,23700.0,24000.0,706000.0,29.8
2005,cape girardeau,soybeans,mo,55100.0,55300.0,2308000.0,41.9
2005,carroll,soybeans,ia,129900.0,130500.0,6831600.0,52.6
2005,carroll,soybeans,il,49800.0,50000.0,2838600.0,57.0
2005,carroll,soybeans,in,80600.0,80900.0,4374000.0,54.3
2005,carroll,soybeans,mo,121900.0,122600.0,5141000.0,42.2
2005,carroll,soybeans,oh,6000.0,6100.0,187900.0,31.3
2005,carver,soybeans,mn,39000.0,39400.0,1911000.0,49.0
2005,cass,soybeans,ia,109900.0,110500.0,5715900.0,52.0
2005,cass,soybeans,il,51600.0,52000.0,2373600.0,46.0
2005,cass,soybeans,in,77600.0,77900.0,3812500.0,49.1
2005,cass,soybeans,mo,65000.0,65500.0,2387000.0,36.7
2005,cass,soybeans,nd,439500.0,440000.0,16862000.0,38.4
2005,cass,soybeans,ne,126500.0,128000.0,5963400.0,47.1
2005,cavalier,soybeans,nd,21500.0,22000.0,560000.0,26.0
2005,cedar,soybeans,ia,110900.0,111500.0,5296100.0,47.8
2005,cedar,soybeans,mo,4900.0,4900.0,150000.0,30.6
2005,cedar,soybeans,ne,119000.0,120000.0,5610000.0,47.1
2005,cerro gordo,soybeans,ia,114900.0,115500.0,5981900.0,52.1
2005,champaign,soybeans,il,239900.0,241000.0,12954600.0,54.0
2005,champaign,soybeans,oh,87100.0,87200.0,3466300.0,39.8
2005,chariton,soybeans,mo,122700.0,123400.0,4580000.0,37.3
2005,charles mix,soybeans,sd,91900.0,93000.0,2209000.0,24.0
2005,chase,soybeans,ks,19200.0,19600.0,598100.0,31.0
2005,chase,soybeans,ne,8200.0,8200.0,471100.0,57.5
2005,chautauqua,soybeans,ks,6400.0,6500.0,180100.0,28.0
2005,cherokee,soybeans,ia,132400.0,133000.0,7698700.0,58.1
2005,cherokee,soybeans,ks,99200.0,99600.0,2721800.0,27.0
2005,cheyenne,soybeans,ks,3400.0,3500.0,170000.0,50.0
2005,cheyenne,soybeans,ne,400.0,500.0,16000.0,40.0
2005,chickasaw,soybeans,ia,98900.0,99500.0,5665600.0,57.3
2005,chicot,soybeans,ar,118000.0,119000.0,4641000.0,39.0
2005,chippewa,soybeans,mn,109600.0,111300.0,5151200.0,47.0
2005,chisago,soybeans,mn,22600.0,22800.0,791000.0,35.0
2005,christian,soybeans,il,154300.0,155000.0,8177900.0,53.0
2005,clark,soybeans,il,98600.0,99000.0,4732800.0,48.0
2005,clark,soybeans,in,31100.0,31200.0,1275500.0,41.0
2005,clark,soybeans,ks,1300.0,1400.0,49000.0,38.0
2005,clark,soybeans,mo,68000.0,68400.0,2761000.0,40.6
2005,clark,soybeans,oh,69100.0,69300.0,3031200.0,43.9
2005,clark,soybeans,sd,114600.0,115000.0,4391000.0,38.3
2005,clarke,soybeans,ia,34300.0,34500.0,1610600.0,47.0
2005,clay,soybeans,ar,124200.0,125000.0,4541000.0,37.0
2005,clay,soybeans,ia,133900.0,134500.0,6699700.0,50.0
2005,clay,soybeans,il,102700.0,103000.0,4108000.0,40.0
2005,clay,soybeans,in,60300.0,60500.0,3192500.0,52.9
2005,clay,soybeans,ks,58200.0,58800.0,2265500.0,39.0
2005,clay,soybeans,mn,151200.0,154000.0,5745600.0,38.0
2005,clay,soybeans,mo,18400.0,18500.0,804000.0,43.7
2005,clay,soybeans,ne,89600.0,90000.0,5414000.0,60.4
2005,clay,soybeans,sd,80800.0,85000.0,2941000.0,36.4
2005,clayton,soybeans,ia,45400.0,45500.0,2647700.0,58.3
2005,clearwater,soybeans,mn,6700.0,6800.0,207700.0,31.0
2005,clermont,soybeans,oh,41100.0,41300.0,1656000.0,40.3
2005,clinton,soybeans,ia,115300.0,116000.0,4901900.0,42.5
2005,clinton,soybeans,il,100300.0,101000.0,4112300.0,41.0
2005,clinton,soybeans,in,96500.0,96800.0,5079400.0,52.6
2005,clinton,soybeans,mo,44000.0,44700.0,1838000.0,41.8
2005,clinton,soybeans,oh,101400.0,101600.0,4915900.0,48.5
2005,cloud,soybeans,ks,30300.0,30600.0,1431900.0,47.0
2005,codington,soybeans,sd,84800.0,85000.0,3018000.0,35.6
2005,coffey,soybeans,ks,77200.0,78000.0,2442300.0,32.0
2005,cole,soybeans,mo,9600.0,9700.0,309000.0,32.2
2005,coles,soybeans,il,108600.0,109000.0,5538600.0,51.0
2005,colfax,soybeans,ne,73400.0,74000.0,3341000.0,45.5
2005,columbiana,soybeans,oh,15000.0,15300.0,635800.0,42.4
2005,comanche,soybeans,ks,1300.0,1300.0,57400.0,44.0
2005,conway,soybeans,ar,19000.0,20000.0,569000.0,30.0
2005,cook,soybeans,il,5900.0,6000.0,259600.0,44.0
2005,cooper,soybeans,mo,62300.0,63600.0,1653000.0,26.5
2005,coshocton,soybeans,oh,15900.0,16200.0,711300.0,44.7
2005,cottonwood,soybeans,mn,155000.0,156800.0,7750000.0,50.0
2005,cowley,soybeans,ks,37400.0,38600.0,945700.0,25.0
2005,craighead,soybeans,ar,94300.0,95000.0,3323000.0,35.0
2005,crawford,soybeans,ar,11500.0,12000.0,340000.0,30.0
2005,crawford,soybeans,ia,151300.0,152000.0,8371100.0,55.3
2005,crawford,soybeans,il,86700.0,87000.0,3901500.0,45.0
2005,crawford,soybeans,ks,70200.0,70600.0,1880600.0,27.0
2005,crawford,soybeans,oh,100900.0,101100.0,4895700.0,48.5
