"","Data Source Organization","Data Source Document","Country","FNID_mod","Admin 1","Admin2_mod","Pop_group","Year","Season","Crop","DNL Name of Crop in FDW","DNL Name of Crop in source","DNL Original harvest year","AreaPlanted_ha","QuantityProduced_mt","DNLQuantityProduced","Yield_mt_ha"
"242","CSA, Ethiopia","Agricultural Sample Survey, 2006-2007, Ethiopia","ET","ET2003A20423","Oromia","East Wellega",NA,2007,"Meher","01122","Maize","Maize","2006/2007",117730.49,318516.271,NA,2.70546967909502
"243","CSA, Ethiopia","Agricultural Sample Survey, 2006-2007, Ethiopia","ET","ET2003A20424","Oromia","West Wellega",NA,2007,"Meher","01122","Maize","Maize","2006/2007",108534.94,263997.929,NA,2.43237734318552
"244","CSA, Ethiopia","Agricultural Sample Survey, 2006-2007, Ethiopia","ET","ET2003A204r","Oromia","Oromia Regroup",NA,2007,"Meher","01122","Maize","Maize","2006/2007",261454.2,638694.123,NA,2.44285279410314
"245","CSA, Ethiopia","Agricultural Sample Survey, 2006-2007, Ethiopia","ET","ET2003A206r","Benshangul Gumuz","Benshangul Gumuz Regroup",NA,2007,"Meher","01122","Maize","Maize","2006/2007",19691.6,36280.93,NA,1.84245718986776
"246","CSA, Ethiopia","Agricultural Sample Survey, 2006-2007, Ethiopia","ET","ET2007A20313","Amhara","South Wollo",NA,2007,"Meher","01122","Maize","Maize","2006/2007",11673.24,19024.963,NA,1.62979284243278
"247","CSA, Ethiopia","Agricultural Sample Survey, 2006-2007, Ethiopia","ET","ET2007A20608","Benshangul Gumuz","Metekel",NA,2007,"Meher","01122","Maize","Maize","2006/2007",11743.67,29080.376,NA,2.47625963604223
"248","CSA, Ethiopia","Agricultural Sample Survey, 2006-2007, Ethiopia","ET","ET2007A21410","Addis Ababa","Region 14",NA,2007,"Meher","01122","Maize","Maize","2006/2007",26.3,5.081,NA,0.19319391634981
"249","CSA, Ethiopia","Agricultural Sample Survey, 2006-2007, Ethiopia","ET","ET2014A20102","Tigray","Central Tigray",NA,2007,"Meher","01122","Maize","Maize","2006/2007",17438.57,24398.466,NA,1.39910933063892
"250","CSA, Ethiopia","Agricultural Sample Survey, 2006-2007, Ethiopia","ET","ET2014A20103","Tigray","East Tigray",NA,2007,"Meher","01122","Maize","Maize","2006/2007",5295.57,7947.504,NA,1.50078348506393
"251","CSA, Ethiopia","Agricultural Sample Survey, 2006-2007, Ethiopia","ET","ET2014A20104","Tigray","South Tigray",NA,2007,"Meher","01122","Maize","Maize","2006/2007",10050.39,18024.131,NA,1.7933762769405
"252","CSA, Ethiopia","Agricultural Sample Survey, 2006-2007, Ethiopia","ET","ET2014A20201","Afar","Zone 1",NA,2007,"Meher","01122","Maize","Maize","2006/2007",12385.65,48164.605,NA,3.88874261746457
"253","CSA, Ethiopia","Agricultural Sample Survey, 2006-2007, Ethiopia","ET","ET2014A20203","Afar","Zone 3",NA,2007,"Meher","01122","Maize","Maize","2006/2007",835.35,896.417,NA,1.07310348955528
"254","CSA, Ethiopia","Agricultural Sample Survey, 2006-2007, Ethiopia","ET","ET2014A20301","Amhara","North Gondar",NA,2007,"Meher","01122","Maize","Maize","2006/2007",50291.5,111856.612,NA,2.22416535597467
"255","CSA, Ethiopia","Agricultural Sample Survey, 2006-2007, Ethiopia","ET","ET2014A20302","Amhara","South Gondar",NA,2007,"Meher","01122","Maize","Maize","2006/2007",45529,72790.13,NA,1.5987640844297
"256","CSA, Ethiopia","Agricultural Sample Survey, 2006-2007, Ethiopia","ET","ET2014A20303","Amhara","North Wollo",NA,2007,"Meher","01122","Maize","Maize","2006/2007",6826.49,9153.961,NA,1.34094695809999
"257","CSA, Ethiopia","Agricultural Sample Survey, 2006-2007, Ethiopia","ET","ET2014A20305","Amhara","North Shewa",NA,2007,"Meher","01122","Maize","Maize","2006/2007",6857.74,14143.797,NA,2.0624574568298
"258","CSA, Ethiopia","Agricultural Sample Survey, 2006-2007, Ethiopia","ET","ET2014A20306","Amhara","East Gojam",NA,2007,"Meher","01122","Maize","Maize","2006/2007",48367.78,110832.197,NA,2.29144684746747
"259","CSA, Ethiopia","Agricultural Sample Survey, 2006-2007, Ethiopia","ET","ET2014A20307","Amhara","West Gojam",NA,2007,"Meher","01122","Maize","Maize","2006/2007",143282.41,380398.438,NA,2.65488581606074
"260","CSA, Ethiopia","Agricultural Sample Survey, 2006-2007, Ethiopia","ET","ET2014A20308","Amhara","Wag Himra",NA,2007,"Meher","01122","Maize","Maize","2006/2007",2684.1,3368.64,NA,1.25503520733207
"261","CSA, Ethiopia","Agricultural Sample Survey, 2006-2007, Ethiopia","ET","ET2014A20309","Amhara","Awi",NA,2007,"Meher","01122","Maize","Maize","2006/2007",55706.2,138670.573,NA,2.48932027314733
"262","CSA, Ethiopia","Agricultural Sample Survey, 2006-2007, Ethiopia","ET","ET2014A20310","Amhara","Oromia",NA,2007,"Meher","01122","Maize","Maize","2006/2007",5718.62,8530.821,NA,1.49176217339148
"263","CSA, Ethiopia","Agricultural Sample Survey, 2006-2007, Ethiopia","ET","ET2014A20403","Oromia","Ilubabor",NA,2007,"Meher","01122","Maize","Maize","2006/2007",77351.67,163976.769,NA,2.11988660361179
"264","CSA, Ethiopia","Agricultural Sample Survey, 2006-2007, Ethiopia","ET","ET2014A20404","Oromia","Jimma",NA,2007,"Meher","01122","Maize","Maize","2006/2007",133855.69,313698.092,NA,2.34355440549445
"265","CSA, Ethiopia","Agricultural Sample Survey, 2006-2007, Ethiopia","ET","ET2014A20406","Oromia","North Shewa",NA,2007,"Meher","01122","Maize","Maize","2006/2007",4681.5,5199.356,NA,1.11061753711417
"266","CSA, Ethiopia","Agricultural Sample Survey, 2006-2007, Ethiopia","ET","ET2014A20409","Oromia","West Hararge",NA,2007,"Meher","01122","Maize","Maize","2006/2007",65754.52,115481.692,NA,1.7562548095553
"267","CSA, Ethiopia","Agricultural Sample Survey, 2006-2007, Ethiopia","ET","ET2014A20410","Oromia","East Hararge",NA,2007,"Meher","01122","Maize","Maize","2006/2007",62368.59,132588.556,NA,2.12588670034067
"268","CSA, Ethiopia","Agricultural Sample Survey, 2006-2007, Ethiopia","ET","ET2014A20501","Somali","Shinile",NA,2007,"Meher","01122","Maize","Maize","2006/2007",201.62,192.107,NA,0.952817180835235
"269","CSA, Ethiopia","Agricultural Sample Survey, 2006-2007, Ethiopia","ET","ET2014A20502","Somali","Jijiga",NA,2007,"Meher","01122","Maize","Maize","2006/2007",29950.11,23435.257,NA,0.782476491739096
"270","CSA, Ethiopia","Agricultural Sample Survey, 2006-2007, Ethiopia","ET","ET2014A20702","SNNPR","Hadiya",NA,2007,"Meher","01122","Maize","Maize","2006/2007",21210.01,43839.832,NA,2.06694065679366
"271","CSA, Ethiopia","Agricultural Sample Survey, 2006-2007, Ethiopia","ET","ET2014A20704","SNNPR","Sidama",NA,2007,"Meher","01122","Maize","Maize","2006/2007",34929.91,73254.112,NA,2.09717437004561
"272","CSA, Ethiopia","Agricultural Sample Survey, 2006-2007, Ethiopia","ET","ET2014A20705","SNNPR","Gedeo",NA,2007,"Meher","01122","Maize","Maize","2006/2007",6693.73,14921.282,NA,2.22914309361148
"273","CSA, Ethiopia","Agricultural Sample Survey, 2006-2007, Ethiopia","ET","ET2014A20707","SNNPR","South Omo",NA,2007,"Meher","01122","Maize","Maize","2006/2007",10262.49,12233.478,NA,1.19205748312544
"274","CSA, Ethiopia","Agricultural Sample Survey, 2006-2007, Ethiopia","ET","ET2014A20711","SNNPR","Bench Maji",NA,2007,"Meher","01122","Maize","Maize","2006/2007",11693.41,28288.108,NA,2.41914958938411
"275","CSA, Ethiopia","Agricultural Sample Survey, 2006-2007, Ethiopia","ET","ET2014A20712","SNNPR","Yem",NA,2007,"Meher","01122","Maize","Maize","2006/2007",1967.45,3628.045,NA,1.84403415588706
"276","CSA, Ethiopia","Agricultural Sample Survey, 2006-2007, Ethiopia","ET","ET2014A20722","SNNPR","Segen",NA,2007,"Meher","01122","Maize","Maize","2006/2007",10816.1,8305.599,NA,0.767892216233208
"277","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET1994A20730","SNNPR","North Omo",NA,2008,"Meher","01122","Maize","Maize","2007/2008",30306.26,NA,NA,NA
"278","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET1994A20730","SNNPR","North Omo",NA,2009,"Meher","01122","Maize","Maize","2008/2009",61471.36,104018.022,1040180.22,1.69213796473675
"279","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET1994A20730","SNNPR","North Omo",NA,2011,"Meher","01122","Maize","Maize","2010/2011",46133.65,93772.196,937721.96,2.03262035412329
"280","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET1994A20730","SNNPR","North Omo",NA,2012,"Meher","01122","Maize","Maize","2011/2012",72843.24,185007.649,1850076.49,2.53980532716557
"281","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET1994A20730","SNNPR","North Omo",NA,2013,"Meher","01122","Maize","Maize","2012/2013",65611,186565.133,1865651.33,2.84350387892274
"282","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET1994A20730","SNNPR","North Omo",NA,2015,"Meher","01122","Maize","Maize","2014/2015",76432.19,249286.526,2492865.26,3.26153844342286
"283","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET1994A20731","SNNPR","Keficho Shekicho",NA,2008,"Meher","01122","Maize","Maize","2007/2008",11171.22,18968.421,189684.21,1.69797219999248
"284","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET1994A20731","SNNPR","Keficho Shekicho",NA,2009,"Meher","01122","Maize","Maize","2008/2009",21220.36,42731.665,427316.65,2.01371065335367
"285","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET1994A20731","SNNPR","Keficho Shekicho",NA,2011,"Meher","01122","Maize","Maize","2010/2011",24524.22,61727.743,617277.43,2.51701146866241
"286","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET1994A20731","SNNPR","Keficho Shekicho",NA,2012,"Meher","01122","Maize","Maize","2011/2012",29125.31,65534.691,655346.91,2.25009419642229
"287","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET1994A20731","SNNPR","Keficho Shekicho",NA,2013,"Meher","01122","Maize","Maize","2012/2013",37751.88,98220.6,982206,2.60174062854618
"288","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET1994A20731","SNNPR","Keficho Shekicho",NA,2015,"Meher","01122","Maize","Maize","2014/2015",25181.68,75378.478,753784.78,2.99338558825305
"289","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2001A20106","Tigray","West Tigray",NA,2008,"Meher","01122","Maize","Maize","2007/2008",30064.91,45741.804,457418.04,1.52143492197382
"290","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2001A20106","Tigray","West Tigray",NA,2009,"Meher","01122","Maize","Maize","2008/2009",29207.08,58504.093,585040.93,2.00307915067169
"291","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2001A20106","Tigray","West Tigray",NA,2011,"Meher","01122","Maize","Maize","2010/2011",28799.95,74104.57,741045.7,2.57307981437468
"292","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2001A20106","Tigray","West Tigray",NA,2012,"Meher","01122","Maize","Maize","2011/2012",31419.26,92183.748,921837.48,2.93398851532468
"293","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2001A20106","Tigray","West Tigray",NA,2013,"Meher","01122","Maize","Maize","2012/2013",35215.26,102072.525,1020725.25,2.89853106295396
"294","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2001A20106","Tigray","West Tigray",NA,2015,"Meher","01122","Maize","Maize","2014/2015",33608.11,100772.197,1007721.97,2.99844879703143
"295","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2001A20426","Oromia","Borena",NA,2008,"Meher","01122","Maize","Maize","2007/2008",50181.09,105180.994,1051809.94,2.09602848403652
"296","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2001A20426","Oromia","Borena",NA,2009,"Meher","01122","Maize","Maize","2008/2009",42970.69,95032.53,950325.3,2.21156630251923
"297","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2001A20426","Oromia","Borena",NA,2011,"Meher","01122","Maize","Maize","2010/2011",43255.93,88364.983,883649.83,2.04284090065801
"298","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2001A20426","Oromia","Borena",NA,2012,"Meher","01122","Maize","Maize","2011/2012",64356.3,216795.389,2167953.89,3.3686739138204
"299","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2001A20426","Oromia","Borena",NA,2013,"Meher","01122","Maize","Maize","2012/2013",62205.26,202035.493,2020354.93,3.24788439112705
"300","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2001A20426","Oromia","Borena",NA,2015,"Meher","01122","Maize","Maize","2014/2015",60288.99,181759.117,1817591.17,3.01479784285655
"301","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2001A20427","Oromia","West Shewa",NA,2008,"Meher","01122","Maize","Maize","2007/2008",92486.39,187549.198,1875491.98,2.02785726635022
"302","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2001A20427","Oromia","West Shewa",NA,2009,"Meher","01122","Maize","Maize","2008/2009",80869.95,184955.142,1849551.42,2.28706883088218
"303","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2001A20427","Oromia","West Shewa",NA,2011,"Meher","01122","Maize","Maize","2010/2011",139325.63,412162.322,4121623.22,2.95826634338564
"304","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2001A20427","Oromia","West Shewa",NA,2012,"Meher","01122","Maize","Maize","2011/2012",116031.28,359161.516,3591615.16,3.09538527886618
"305","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2001A20427","Oromia","West Shewa",NA,2013,"Meher","01122","Maize","Maize","2012/2013",126219.56,410000.011,4100000.11,3.24830803561667
"306","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2001A20427","Oromia","West Shewa",NA,2015,"Meher","01122","Maize","Maize","2014/2015",128276.98,424662.147,4246621.47,3.3105093914746
"307","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2001A20509","Somali","Liben",NA,2008,"Meher","01122","Maize","Maize","2007/2008",4949.38,9359.215,93592.15,1.89098735599206
"308","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2001A20509","Somali","Liben",NA,2009,"Meher","01122","Maize","Maize","2008/2009",4804.01,9797.265,97972.65,2.03939313198765
"309","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2001A20509","Somali","Liben",NA,2011,"Meher","01122","Maize","Maize","2010/2011",4009.47,9361.664,93616.64,2.33488815229943
"310","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2001A20509","Somali","Liben",NA,2012,"Meher","01122","Maize","Maize","2011/2012",3627.48,8297.96,82979.6,2.28752742951029
"311","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2001A20509","Somali","Liben",NA,2013,"Meher","01122","Maize","Maize","2012/2013",5564.39,12016.085,120160.85,2.15946132460162
"312","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2001A20509","Somali","Liben",NA,2015,"Meher","01122","Maize","Maize","2014/2015",5826.67,12944.953,129449.53,2.2216725848555
"313","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2001A20727","SNNPR","Gurage",NA,2008,"Meher","01122","Maize","Maize","2007/2008",55917.73,117726.038,1177260.38,2.10534365397165
"314","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2001A20727","SNNPR","Gurage",NA,2009,"Meher","01122","Maize","Maize","2008/2009",57697.61,111601.589,1116015.89,1.9342497722176
"315","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2001A20727","SNNPR","Gurage",NA,2011,"Meher","01122","Maize","Maize","2010/2011",55082.38,153075.5,1530755,2.77902842978099
"316","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2001A20727","SNNPR","Gurage",NA,2012,"Meher","01122","Maize","Maize","2011/2012",67301.75,238335.444,2383354.44,3.54129638530945
"317","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2001A20727","SNNPR","Gurage",NA,2013,"Meher","01122","Maize","Maize","2012/2013",66032.94,222025.866,2220258.66,3.36235015433207
"318","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2001A20727","SNNPR","Gurage",NA,2015,"Meher","01122","Maize","Maize","2014/2015",67089.83,256620.891,2566208.91,3.82503415197206
"319","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2001A20729","SNNPR","Kembata Alaba Tembaro
",NA,2008,"Meher","01122","Maize","Maize","2007/2008",16632.63,33250.029,332500.29,1.99908426989598
"320","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2001A20729","SNNPR","Kembata Alaba Tembaro
",NA,2009,"Meher","01122","Maize","Maize","2008/2009",23037.09,46119.996,461199.96,2.00198879285535
"321","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2001A20729","SNNPR","Kembata Alaba Tembaro
",NA,2011,"Meher","01122","Maize","Maize","2010/2011",18492.39,46974.919,469749.19,2.54022973774618
"322","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2001A20729","SNNPR","Kembata Alaba Tembaro
",NA,2012,"Meher","01122","Maize","Maize","2011/2012",24137.28,64454.645,644546.45,2.67033588705935
"323","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2001A20729","SNNPR","Kembata Alaba Tembaro
",NA,2013,"Meher","01122","Maize","Maize","2012/2013",22541.22,61361.036,613610.36,2.72217013985933
"324","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2001A20729","SNNPR","Kembata Alaba Tembaro
",NA,2015,"Meher","01122","Maize","Maize","2014/2015",19534.41,68247.266,682472.66,3.4936947673362
"325","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2001A212r","Gambela","Gambela Regroup",NA,2008,"Meher","01122","Maize","Maize","2007/2008",6823.83,13746.677,137466.77,2.01451047285762
"326","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2001A212r","Gambela","Gambela Regroup",NA,2009,"Meher","01122","Maize","Maize","2008/2009",6001.7,13841.782,138417.82,2.30631021210657
"327","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2001A212r","Gambela","Gambela Regroup",NA,2011,"Meher","01122","Maize","Maize","2010/2011",6051.1,10245.941,102459.41,1.693236105832
"328","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2001A212r","Gambela","Gambela Regroup",NA,2012,"Meher","01122","Maize","Maize","2011/2012",4518.4,NA,NA,NA
"329","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2001A212r","Gambela","Gambela Regroup",NA,2013,"Meher","01122","Maize","Maize","2012/2013",5070.81,11972.488,119724.88,2.36106026453367
"330","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2003A20423","Oromia","East Wellega",NA,2008,"Meher","01122","Maize","Maize","2007/2008",139001.65,358459.588,3584595.88,2.5788153449977
"331","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2003A20423","Oromia","East Wellega",NA,2009,"Meher","01122","Maize","Maize","2008/2009",120104.44,314290.67,3142906.7,2.61681141846213
"332","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2003A20423","Oromia","East Wellega",NA,2011,"Meher","01122","Maize","Maize","2010/2011",172171.04,492395.005,4923950.05,2.8599177016065
"333","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2003A20423","Oromia","East Wellega",NA,2012,"Meher","01122","Maize","Maize","2011/2012",158952.54,593858.965,5938589.65,3.73607722783165
"334","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2003A20423","Oromia","East Wellega",NA,2013,"Meher","01122","Maize","Maize","2012/2013",165811.67,625317.646,6253176.46,3.77125232500221
"335","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2003A20423","Oromia","East Wellega",NA,2015,"Meher","01122","Maize","Maize","2014/2015",187210.94,780915.896,7809158.96,4.17131550111334
"336","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2003A20424","Oromia","West Wellega",NA,2008,"Meher","01122","Maize","Maize","2007/2008",105188.7,229840.445,2298404.45,2.18502980833493
"337","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2003A20424","Oromia","West Wellega",NA,2009,"Meher","01122","Maize","Maize","2008/2009",99837.4,237801.67,2378016.7,2.38188965257509
"338","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2003A20424","Oromia","West Wellega",NA,2011,"Meher","01122","Maize","Maize","2010/2011",127945.33,341817.095,3418170.95,2.67158711459027
"339","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2003A20424","Oromia","West Wellega",NA,2012,"Meher","01122","Maize","Maize","2011/2012",116552.17,391596.674,3915966.74,3.35984026723827
"340","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2003A20424","Oromia","West Wellega",NA,2013,"Meher","01122","Maize","Maize","2012/2013",130016.95,459157.31,4591573.1,3.53151885196507
"341","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2003A20424","Oromia","West Wellega",NA,2015,"Meher","01122","Maize","Maize","2014/2015",130726.33,524815.884,5248158.84,4.0146149899565
"342","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2003A204r","Oromia","Oromia Regroup",NA,2008,"Meher","01122","Maize","Maize","2007/2008",243715.43,560087.558,5600875.58,2.29812104223356
"343","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2003A204r","Oromia","Oromia Regroup",NA,2009,"Meher","01122","Maize","Maize","2008/2009",263983.59,647379.933,6473799.33,2.45234915170295
"344","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2003A204r","Oromia","Oromia Regroup",NA,2011,"Meher","01122","Maize","Maize","2010/2011",262128.04,650549.445,6505494.45,2.48180028737101
"345","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2003A204r","Oromia","Oromia Regroup",NA,2012,"Meher","01122","Maize","Maize","2011/2012",285268.56,858739.823,8587398.23,3.01028554636375
"346","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2003A204r","Oromia","Oromia Regroup",NA,2013,"Meher","01122","Maize","Maize","2012/2013",268133.21,808775.176,8087751.76,3.0163185530058
"347","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2003A204r","Oromia","Oromia Regroup",NA,2015,"Meher","01122","Maize","Maize","2014/2015",252414.15,825484.903,8254849.03,3.27035906267537
"348","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2003A206r","Benshangul Gumuz","Benshangul Gumuz Regroup",NA,2008,"Meher","01122","Maize","Maize","2007/2008",18177.64,34689.277,346892.77,1.90834877354816
"349","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2003A206r","Benshangul Gumuz","Benshangul Gumuz Regroup",NA,2009,"Meher","01122","Maize","Maize","2008/2009",16515.28,32053.197,320531.97,1.94082068242258
"350","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2003A206r","Benshangul Gumuz","Benshangul Gumuz Regroup",NA,2011,"Meher","01122","Maize","Maize","2010/2011",23640.99,62119.63,621196.3,2.62762388546334
"351","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2003A206r","Benshangul Gumuz","Benshangul Gumuz Regroup",NA,2012,"Meher","01122","Maize","Maize","2011/2012",24663.95,67651.932,676519.32,2.74294798683909
"352","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2003A206r","Benshangul Gumuz","Benshangul Gumuz Regroup",NA,2013,"Meher","01122","Maize","Maize","2012/2013",27228.86,80500.479,805004.79,2.9564395644915
"353","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2003A206r","Benshangul Gumuz","Benshangul Gumuz Regroup",NA,2015,"Meher","01122","Maize","Maize","2014/2015",23591.09,73940.357,739403.57,3.13424928648909
"354","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2007A20313","Amhara","South Wollo",NA,2008,"Meher","01122","Maize","Maize","2007/2008",17287.87,34522.544,345225.44,1.99692292919833
"355","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2007A20313","Amhara","South Wollo",NA,2009,"Meher","01122","Maize","Maize","2008/2009",14847.59,22263.515,222635.15,1.49946994764807
"356","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2007A20313","Amhara","South Wollo",NA,2011,"Meher","01122","Maize","Maize","2010/2011",15332.38,34077.064,340770.64,2.22255540235763
"357","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2007A20313","Amhara","South Wollo",NA,2012,"Meher","01122","Maize","Maize","2011/2012",18319.36,44195.726,441957.26,2.41251473850615
"358","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2007A20313","Amhara","South Wollo",NA,2013,"Meher","01122","Maize","Maize","2012/2013",16086.91,37970.69,379706.9,2.36034701505758
"359","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2007A20313","Amhara","South Wollo",NA,2015,"Meher","01122","Maize","Maize","2014/2015",11424.49,27956.669,279566.69,2.44708245182061
"360","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2007A20608","Benshangul Gumuz","Metekel",NA,2008,"Meher","01122","Maize","Maize","2007/2008",12868.12,27748.673,277486.73,2.15638904517521
"361","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2007A20608","Benshangul Gumuz","Metekel",NA,2009,"Meher","01122","Maize","Maize","2008/2009",15494.57,45283.663,452836.63,2.92255048058772
"362","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2007A20608","Benshangul Gumuz","Metekel",NA,2011,"Meher","01122","Maize","Maize","2010/2011",20214.15,55172.831,551728.31,2.72941632470324
"363","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2007A20608","Benshangul Gumuz","Metekel",NA,2012,"Meher","01122","Maize","Maize","2011/2012",21870.54,75535.098,755350.98,3.45373721910844
"364","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2007A20608","Benshangul Gumuz","Metekel",NA,2013,"Meher","01122","Maize","Maize","2012/2013",22247.51,64954.01,649540.1,2.91960808198311
"365","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2007A20608","Benshangul Gumuz","Metekel",NA,2015,"Meher","01122","Maize","Maize","2014/2015",21687.83,82568.72,825687.2,3.80714529761622
"366","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2008A101","Tigray",NA,NA,2008,"Belg","01122","Maize","Maize","2007/2008",4208.03,2571.953,25719.53,0.611201203413474
"367","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2008A101","Tigray",NA,NA,2009,"Belg","01122","Maize","Maize","2008/2009",3165.98,2184.009,21840.09,0.689836638260507
"368","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2008A101","Tigray",NA,NA,2010,"Belg","01122","Maize","Maize","2009/2010",NA,1688.015,16880.15,NA
"369","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A102","Afar",NA,NA,2009,"Belg","01122","Maize","Maize","2008/2009",4024.28,7045.659,70456.59,1.75078747005676
"370","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A102","Afar",NA,NA,2010,"Belg","01122","Maize","Maize","2009/2010",17560.19,59910.735,599107.35,3.41173614864076
"371","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A102","Afar",NA,NA,2012,"Belg","01122","Maize","Maize","2011/2012",24637.91,69471.419,694714.19,2.8196961105873
