"","Data Source Organization","Data Source Document","Country","FNID_mod","Admin 1","Admin2_mod","Pop_group","Year","Season","Crop","DNL Name of Crop in FDW","DNL Name of Crop in source","DNL Original harvest year","AreaPlanted_ha","QuantityProduced_mt","DNLQuantityProduced","Yield_mt_ha"
"116","CSA, Ethiopia","Agricultural Sample Survey, 2003-2004, Ethiopia","ET","ET2007A21410","Addis Ababa","Region 14",NA,2004,"Meher","01122","Maize","Maize","2003/2004",66,20.3,NA,0.307575757575758
"117","CSA, Ethiopia","Agricultural Sample Survey, 2003-2004, Ethiopia","ET","ET2014A20102","Tigray","Central Tigray",NA,2004,"Meher","01122","Maize","Maize","2003/2004",12763,15683.5,NA,1.22882551124344
"118","CSA, Ethiopia","Agricultural Sample Survey, 2003-2004, Ethiopia","ET","ET2014A20103","Tigray","East Tigray",NA,2004,"Meher","01122","Maize","Maize","2003/2004",2575,3683.4,NA,1.43044660194175
"119","CSA, Ethiopia","Agricultural Sample Survey, 2003-2004, Ethiopia","ET","ET2014A20104","Tigray","South Tigray",NA,2004,"Meher","01122","Maize","Maize","2003/2004",5936,6114.4,NA,1.0300539083558
"120","CSA, Ethiopia","Agricultural Sample Survey, 2003-2004, Ethiopia","ET","ET2014A20201","Afar","Zone 1",NA,2004,"Meher","01122","Maize","Maize","2003/2004",7029,20474.1,NA,2.91280409731114
"121","CSA, Ethiopia","Agricultural Sample Survey, 2003-2004, Ethiopia","ET","ET2014A20201","Afar","Zone 1",NA,2005,"Meher","01122","Maize","Maize",NA,6144,12737,NA,2.07307942708333
"122","CSA, Ethiopia","Agricultural Sample Survey, 2003-2004, Ethiopia","ET","ET2014A20203","Afar","Zone 3",NA,2004,"Meher","01122","Maize","Maize","2003/2004",798,808.1,NA,1.01265664160401
"123","CSA, Ethiopia","Agricultural Sample Survey, 2003-2004, Ethiopia","ET","ET2014A20301","Amhara","North Gondar",NA,2004,"Meher","01122","Maize","Maize","2003/2004",35328,46533.7,NA,1.31719033061594
"124","CSA, Ethiopia","Agricultural Sample Survey, 2003-2004, Ethiopia","ET","ET2014A20302","Amhara","South Gondar",NA,2004,"Meher","01122","Maize","Maize","2003/2004",25262,29807.2,NA,1.1799224131106
"125","CSA, Ethiopia","Agricultural Sample Survey, 2003-2004, Ethiopia","ET","ET2014A20303","Amhara","North Wollo",NA,2004,"Meher","01122","Maize","Maize","2003/2004",5635,5971.7,NA,1.05975155279503
"126","CSA, Ethiopia","Agricultural Sample Survey, 2003-2004, Ethiopia","ET","ET2014A20305","Amhara","North Shewa",NA,2004,"Meher","01122","Maize","Maize","2003/2004",5643,6811.8,NA,1.20712387028177
"127","CSA, Ethiopia","Agricultural Sample Survey, 2003-2004, Ethiopia","ET","ET2014A20306","Amhara","East Gojam",NA,2004,"Meher","01122","Maize","Maize","2003/2004",27081,39619.6,NA,1.46300358184705
"128","CSA, Ethiopia","Agricultural Sample Survey, 2003-2004, Ethiopia","ET","ET2014A20307","Amhara","West Gojam",NA,2004,"Meher","01122","Maize","Maize","2003/2004",107384,237416.8,NA,2.21091410265961
"129","CSA, Ethiopia","Agricultural Sample Survey, 2003-2004, Ethiopia","ET","ET2014A20308","Amhara","Wag Himra",NA,2004,"Meher","01122","Maize","Maize","2003/2004",1810,1591.6,NA,0.879337016574586
"130","CSA, Ethiopia","Agricultural Sample Survey, 2003-2004, Ethiopia","ET","ET2014A20309","Amhara","Awi",NA,2004,"Meher","01122","Maize","Maize","2003/2004",33646,72094.7,NA,2.1427420792962
"131","CSA, Ethiopia","Agricultural Sample Survey, 2003-2004, Ethiopia","ET","ET2014A20310","Amhara","Oromia",NA,2004,"Meher","01122","Maize","Maize","2003/2004",6243,10401.3,NA,1.66607400288323
"132","CSA, Ethiopia","Agricultural Sample Survey, 2003-2004, Ethiopia","ET","ET2014A20403","Oromia","Ilubabor",NA,2004,"Meher","01122","Maize","Maize","2003/2004",67865,117124.4,NA,1.72584395491048
"133","CSA, Ethiopia","Agricultural Sample Survey, 2003-2004, Ethiopia","ET","ET2014A20404","Oromia","Jimma",NA,2004,"Meher","01122","Maize","Maize","2003/2004",113665,212861.9,NA,1.87271279637531
"134","CSA, Ethiopia","Agricultural Sample Survey, 2003-2004, Ethiopia","ET","ET2014A20406","Oromia","North Shewa",NA,2004,"Meher","01122","Maize","Maize","2003/2004",5305,5626.5,NA,1.06060320452403
"135","CSA, Ethiopia","Agricultural Sample Survey, 2003-2004, Ethiopia","ET","ET2014A20409","Oromia","West Hararge",NA,2004,"Meher","01122","Maize","Maize","2003/2004",54259,88581.8,NA,1.63257339796163
"136","CSA, Ethiopia","Agricultural Sample Survey, 2003-2004, Ethiopia","ET","ET2014A20410","Oromia","East Hararge",NA,2004,"Meher","01122","Maize","Maize","2003/2004",42505,84014.6,NA,1.97658157863781
"137","CSA, Ethiopia","Agricultural Sample Survey, 2003-2004, Ethiopia","ET","ET2014A20501","Somali","Shinile",NA,2004,"Meher","01122","Maize","Maize","2003/2004",86,73.5,NA,0.854651162790698
"138","CSA, Ethiopia","Agricultural Sample Survey, 2003-2004, Ethiopia","ET","ET2014A20502","Somali","Jijiga",NA,2004,"Meher","01122","Maize","Maize","2003/2004",17350,11005,NA,0.634293948126801
"139","CSA, Ethiopia","Agricultural Sample Survey, 2003-2004, Ethiopia","ET","ET2014A20702","SNNPR","Hadiya",NA,2004,"Meher","01122","Maize","Maize","2003/2004",26943,41768.3,NA,1.55024681735516
"140","CSA, Ethiopia","Agricultural Sample Survey, 2003-2004, Ethiopia","ET","ET2014A20704","SNNPR","Sidama",NA,2004,"Meher","01122","Maize","Maize","2003/2004",37562,74549.4,NA,1.98470262499334
"141","CSA, Ethiopia","Agricultural Sample Survey, 2003-2004, Ethiopia","ET","ET2014A20705","SNNPR","Gedeo",NA,2004,"Meher","01122","Maize","Maize","2003/2004",6235,10792.2,NA,1.73090617481957
"142","CSA, Ethiopia","Agricultural Sample Survey, 2003-2004, Ethiopia","ET","ET2014A20707","SNNPR","South Omo",NA,2004,"Meher","01122","Maize","Maize","2003/2004",8591,9701.7,NA,1.12928646257712
"143","CSA, Ethiopia","Agricultural Sample Survey, 2003-2004, Ethiopia","ET","ET2014A20711","SNNPR","Bench Maji",NA,2004,"Meher","01122","Maize","Maize","2003/2004",8746,9004.5,NA,1.02955636862566
"144","CSA, Ethiopia","Agricultural Sample Survey, 2003-2004, Ethiopia","ET","ET2014A20712","SNNPR","Yem",NA,2004,"Meher","01122","Maize","Maize","2003/2004",1969,2406.1,NA,1.22199085830371
"145","CSA, Ethiopia","Agricultural Sample Survey, 2003-2004, Ethiopia","ET","ET2014A20722","SNNPR","Segen",NA,2004,"Meher","01122","Maize","Maize","2003/2004",NA,3779.6,NA,NA
"146","CSA, Ethiopia","Agricultural Sample Survey, 2004-2005, Ethiopia","ET","ET1994A20730","SNNPR","North Omo",NA,2005,"Meher","01122","Maize","Maize","2004/2005",20419,NA,NA,NA
"147","CSA, Ethiopia","Agricultural Sample Survey, 2004-2005, Ethiopia","ET","ET1994A20731","SNNPR","Keficho Shekicho",NA,2005,"Meher","01122","Maize","Maize","2004/2005",13719,31947.6,NA,2.3287120052482
"148","CSA, Ethiopia","Agricultural Sample Survey, 2004-2005, Ethiopia","ET","ET2001A20106","Tigray","West Tigray",NA,2005,"Meher","01122","Maize","Maize","2004/2005",24212,34209.8,NA,1.41292747397984
"149","CSA, Ethiopia","Agricultural Sample Survey, 2004-2005, Ethiopia","ET","ET2001A20426","Oromia","Borena",NA,2005,"Meher","01122","Maize","Maize","2004/2005",41380,62386.2,NA,1.50764137264379
"150","CSA, Ethiopia","Agricultural Sample Survey, 2004-2005, Ethiopia","ET","ET2001A20427","Oromia","West Shewa",NA,2005,"Meher","01122","Maize","Maize","2004/2005",66619,122645.3,NA,1.84099581200558
"151","CSA, Ethiopia","Agricultural Sample Survey, 2004-2005, Ethiopia","ET","ET2001A20509","Somali","Liben",NA,2005,"Meher","01122","Maize","Maize","2004/2005",5532,1841.7,NA,0.332917570498915
"152","CSA, Ethiopia","Agricultural Sample Survey, 2004-2005, Ethiopia","ET","ET2001A20727","SNNPR","Gurage",NA,2005,"Meher","01122","Maize","Maize","2004/2005",40331,58452.9,NA,1.44932930004215
"153","CSA, Ethiopia","Agricultural Sample Survey, 2004-2005, Ethiopia","ET","ET2001A20729","SNNPR","Kembata Alaba Tembaro
",NA,2005,"Meher","01122","Maize","Maize","2004/2005",12804,20493.4,NA,1.60054670415495
"154","CSA, Ethiopia","Agricultural Sample Survey, 2004-2005, Ethiopia","ET","ET2001A212r","Gambela","Gambela Regroup",NA,2005,"Meher","01122","Maize","Maize","2004/2005",6144,12737.9,NA,2.07322591145833
"155","CSA, Ethiopia","Agricultural Sample Survey, 2004-2005, Ethiopia","ET","ET2003A20423","Oromia","East Wellega",NA,2005,"Meher","01122","Maize","Maize","2004/2005",79683,183284.6,NA,2.30017193127769
"156","CSA, Ethiopia","Agricultural Sample Survey, 2004-2005, Ethiopia","ET","ET2003A20424","Oromia","West Wellega",NA,2005,"Meher","01122","Maize","Maize","2004/2005",105698,223147.4,NA,2.11117901947057
"157","CSA, Ethiopia","Agricultural Sample Survey, 2004-2005, Ethiopia","ET","ET2003A204r","Oromia","Oromia Regroup",NA,2005,"Meher","01122","Maize","Maize","2004/2005",226211,390291.1,NA,1.72534094274814
"158","CSA, Ethiopia","Agricultural Sample Survey, 2004-2005, Ethiopia","ET","ET2003A206r","Benshangul Gumuz","Benshangul Gumuz Regroup",NA,2005,"Meher","01122","Maize","Maize","2004/2005",19353,32333.9,NA,1.67074355397096
"159","CSA, Ethiopia","Agricultural Sample Survey, 2004-2005, Ethiopia","ET","ET2007A20313","Amhara","South Wollo",NA,2005,"Meher","01122","Maize","Maize","2004/2005",8723,8538.6,NA,0.978860483778517
"160","CSA, Ethiopia","Agricultural Sample Survey, 2004-2005, Ethiopia","ET","ET2007A20608","Benshangul Gumuz","Metekel",NA,2005,"Meher","01122","Maize","Maize","2004/2005",8059,17685,NA,2.19444099764239
"161","CSA, Ethiopia","Agricultural Sample Survey, 2004-2005, Ethiopia","ET","ET2007A21410","Addis Ababa","Region 14",NA,2005,"Meher","01122","Maize","Maize","2004/2005",13,10.4,NA,0.8
"162","CSA, Ethiopia","Agricultural Sample Survey, 2004-2005, Ethiopia","ET","ET2014A20102","Tigray","Central Tigray",NA,2005,"Meher","01122","Maize","Maize","2004/2005",14647,13420.2,NA,0.916242233904554
"163","CSA, Ethiopia","Agricultural Sample Survey, 2004-2005, Ethiopia","ET","ET2014A20103","Tigray","East Tigray",NA,2005,"Meher","01122","Maize","Maize","2004/2005",3069,2544,NA,0.828934506353861
"164","CSA, Ethiopia","Agricultural Sample Survey, 2004-2005, Ethiopia","ET","ET2014A20104","Tigray","South Tigray",NA,2005,"Meher","01122","Maize","Maize","2004/2005",5271,3744.2,NA,0.710339594004933
"165","CSA, Ethiopia","Agricultural Sample Survey, 2004-2005, Ethiopia","ET","ET2014A20203","Afar","Zone 3",NA,2005,"Meher","01122","Maize","Maize","2004/2005",719,393.2,NA,0.546870653685675
"166","CSA, Ethiopia","Agricultural Sample Survey, 2004-2005, Ethiopia","ET","ET2014A20301","Amhara","North Gondar",NA,2005,"Meher","01122","Maize","Maize","2004/2005",40593,78372.3,NA,1.93068509348903
"167","CSA, Ethiopia","Agricultural Sample Survey, 2004-2005, Ethiopia","ET","ET2014A20302","Amhara","South Gondar",NA,2005,"Meher","01122","Maize","Maize","2004/2005",30963,33021.2,NA,1.06647288699415
"168","CSA, Ethiopia","Agricultural Sample Survey, 2004-2005, Ethiopia","ET","ET2014A20303","Amhara","North Wollo",NA,2005,"Meher","01122","Maize","Maize","2004/2005",5404,3596.3,NA,0.665488527017024
"169","CSA, Ethiopia","Agricultural Sample Survey, 2004-2005, Ethiopia","ET","ET2014A20305","Amhara","North Shewa",NA,2005,"Meher","01122","Maize","Maize","2004/2005",5650,6946.4,NA,1.22945132743363
"170","CSA, Ethiopia","Agricultural Sample Survey, 2004-2005, Ethiopia","ET","ET2014A20306","Amhara","East Gojam",NA,2005,"Meher","01122","Maize","Maize","2004/2005",27242,49176.7,NA,1.80517950223919
"171","CSA, Ethiopia","Agricultural Sample Survey, 2004-2005, Ethiopia","ET","ET2014A20307","Amhara","West Gojam",NA,2005,"Meher","01122","Maize","Maize","2004/2005",116698,225835,NA,1.93520882962861
"172","CSA, Ethiopia","Agricultural Sample Survey, 2004-2005, Ethiopia","ET","ET2014A20308","Amhara","Wag Himra",NA,2005,"Meher","01122","Maize","Maize","2004/2005",2658,1153.3,NA,0.433897667419112
"173","CSA, Ethiopia","Agricultural Sample Survey, 2004-2005, Ethiopia","ET","ET2014A20309","Amhara","Awi",NA,2005,"Meher","01122","Maize","Maize","2004/2005",40035,82091.9,NA,2.0505033096041
"174","CSA, Ethiopia","Agricultural Sample Survey, 2004-2005, Ethiopia","ET","ET2014A20310","Amhara","Oromia",NA,2005,"Meher","01122","Maize","Maize","2004/2005",7276,8449.9,NA,1.16133864760858
"175","CSA, Ethiopia","Agricultural Sample Survey, 2004-2005, Ethiopia","ET","ET2014A20403","Oromia","Ilubabor",NA,2005,"Meher","01122","Maize","Maize","2004/2005",72572,114347.3,NA,1.57563936504437
"176","CSA, Ethiopia","Agricultural Sample Survey, 2004-2005, Ethiopia","ET","ET2014A20404","Oromia","Jimma",NA,2005,"Meher","01122","Maize","Maize","2004/2005",101712,232536.8,NA,2.28622778039956
"177","CSA, Ethiopia","Agricultural Sample Survey, 2004-2005, Ethiopia","ET","ET2014A20406","Oromia","North Shewa",NA,2005,"Meher","01122","Maize","Maize","2004/2005",5638,6684.6,NA,1.18563320326357
"178","CSA, Ethiopia","Agricultural Sample Survey, 2004-2005, Ethiopia","ET","ET2014A20409","Oromia","West Hararge",NA,2005,"Meher","01122","Maize","Maize","2004/2005",47415,57950,NA,1.22218707160181
"179","CSA, Ethiopia","Agricultural Sample Survey, 2004-2005, Ethiopia","ET","ET2014A20410","Oromia","East Hararge",NA,2005,"Meher","01122","Maize","Maize","2004/2005",44758,59374.5,NA,1.32656731757451
"180","CSA, Ethiopia","Agricultural Sample Survey, 2004-2005, Ethiopia","ET","ET2014A20501","Somali","Shinile",NA,2005,"Meher","01122","Maize","Maize","2004/2005",129,18.9,NA,0.146511627906977
"181","CSA, Ethiopia","Agricultural Sample Survey, 2004-2005, Ethiopia","ET","ET2014A20502","Somali","Jijiga",NA,2005,"Meher","01122","Maize","Maize","2004/2005",19999,8500.5,NA,0.425046252312616
"182","CSA, Ethiopia","Agricultural Sample Survey, 2004-2005, Ethiopia","ET","ET2014A20702","SNNPR","Hadiya",NA,2005,"Meher","01122","Maize","Maize","2004/2005",23474,40876.1,NA,1.74133509414672
"183","CSA, Ethiopia","Agricultural Sample Survey, 2004-2005, Ethiopia","ET","ET2014A20704","SNNPR","Sidama",NA,2005,"Meher","01122","Maize","Maize","2004/2005",31316,60972.5,NA,1.94700791927449
"184","CSA, Ethiopia","Agricultural Sample Survey, 2004-2005, Ethiopia","ET","ET2014A20705","SNNPR","Gedeo",NA,2005,"Meher","01122","Maize","Maize","2004/2005",9731,17361.5,NA,1.7841434590484
"185","CSA, Ethiopia","Agricultural Sample Survey, 2004-2005, Ethiopia","ET","ET2014A20707","SNNPR","South Omo",NA,2005,"Meher","01122","Maize","Maize","2004/2005",10262,19343.7,NA,1.88498343402845
"186","CSA, Ethiopia","Agricultural Sample Survey, 2004-2005, Ethiopia","ET","ET2014A20711","SNNPR","Bench Maji",NA,2005,"Meher","01122","Maize","Maize","2004/2005",8198,6990.2,NA,0.852671383264211
"187","CSA, Ethiopia","Agricultural Sample Survey, 2004-2005, Ethiopia","ET","ET2014A20712","SNNPR","Yem",NA,2005,"Meher","01122","Maize","Maize","2004/2005",1601,2228.8,NA,1.39212991880075
"188","CSA, Ethiopia","Agricultural Sample Survey, 2004-2005, Ethiopia","ET","ET2014A20722","SNNPR","Segen",NA,2005,"Meher","01122","Maize","Maize","2004/2005",10422,11311.4,NA,1.08533870658223
"189","CSA, Ethiopia","Agricultural Sample Survey, 2005-2006, Ethiopia","ET","ET1994A20730","SNNPR","North Omo",NA,2006,"Meher","01122","Maize","Maize","2005/2006",33493.54,52012.691,NA,1.55291709983477
"190","CSA, Ethiopia","Agricultural Sample Survey, 2005-2006, Ethiopia","ET","ET1994A20731","SNNPR","Keficho Shekicho",NA,2006,"Meher","01122","Maize","Maize","2005/2006",14900.61,34768.603,NA,2.33336776145406
"191","CSA, Ethiopia","Agricultural Sample Survey, 2005-2006, Ethiopia","ET","ET2001A20106","Tigray","West Tigray",NA,2006,"Meher","01122","Maize","Maize","2005/2006",19997.17,36291.703,NA,1.81484195013594
"192","CSA, Ethiopia","Agricultural Sample Survey, 2005-2006, Ethiopia","ET","ET2001A20426","Oromia","Borena",NA,2006,"Meher","01122","Maize","Maize","2005/2006",34053.47,58870.504,NA,1.72876667194268
"193","CSA, Ethiopia","Agricultural Sample Survey, 2005-2006, Ethiopia","ET","ET2001A20427","Oromia","West Shewa",NA,2006,"Meher","01122","Maize","Maize","2005/2006",79929.36,208181.243,NA,2.60456536872058
"194","CSA, Ethiopia","Agricultural Sample Survey, 2005-2006, Ethiopia","ET","ET2001A20509","Somali","Liben",NA,2006,"Meher","01122","Maize","Maize","2005/2006",2885.6,NA,NA,NA
"195","CSA, Ethiopia","Agricultural Sample Survey, 2005-2006, Ethiopia","ET","ET2001A20727","SNNPR","Gurage",NA,2006,"Meher","01122","Maize","Maize","2005/2006",43295.07,85881.885,NA,1.98364120903373
"196","CSA, Ethiopia","Agricultural Sample Survey, 2005-2006, Ethiopia","ET","ET2001A20729","SNNPR","Kembata Alaba Tembaro
",NA,2006,"Meher","01122","Maize","Maize","2005/2006",14367.73,25784.083,NA,1.79458292994092
"197","CSA, Ethiopia","Agricultural Sample Survey, 2005-2006, Ethiopia","ET","ET2001A212r","Gambela","Gambela Regroup",NA,2006,"Meher","01122","Maize","Maize","2005/2006",5842,12558.4,NA,2.14967476891476
"198","CSA, Ethiopia","Agricultural Sample Survey, 2005-2006, Ethiopia","ET","ET2003A20423","Oromia","East Wellega",NA,2006,"Meher","01122","Maize","Maize","2005/2006",109482.61,290644.811,NA,2.6547121136407
"199","CSA, Ethiopia","Agricultural Sample Survey, 2005-2006, Ethiopia","ET","ET2003A20424","Oromia","West Wellega",NA,2006,"Meher","01122","Maize","Maize","2005/2006",111729.01,279272.52,NA,2.49955244389975
"200","CSA, Ethiopia","Agricultural Sample Survey, 2005-2006, Ethiopia","ET","ET2003A204r","Oromia","Oromia Regroup",NA,2006,"Meher","01122","Maize","Maize","2005/2006",235743.95,602531.493,NA,2.55587256003813
"201","CSA, Ethiopia","Agricultural Sample Survey, 2005-2006, Ethiopia","ET","ET2003A206r","Benshangul Gumuz","Benshangul Gumuz Regroup",NA,2006,"Meher","01122","Maize","Maize","2005/2006",20114.57,37139.093,NA,1.84637767548598
"202","CSA, Ethiopia","Agricultural Sample Survey, 2005-2006, Ethiopia","ET","ET2007A20313","Amhara","South Wollo",NA,2006,"Meher","01122","Maize","Maize","2005/2006",10579.45,17037.318,NA,1.61041623146761
"203","CSA, Ethiopia","Agricultural Sample Survey, 2005-2006, Ethiopia","ET","ET2007A20608","Benshangul Gumuz","Metekel",NA,2006,"Meher","01122","Maize","Maize","2005/2006",11606.19,25523.725,NA,2.19914761002534
"204","CSA, Ethiopia","Agricultural Sample Survey, 2005-2006, Ethiopia","ET","ET2007A21410","Addis Ababa","Region 14",NA,2006,"Meher","01122","Maize","Maize","2005/2006",11.72,5.347,NA,0.456228668941979
"205","CSA, Ethiopia","Agricultural Sample Survey, 2005-2006, Ethiopia","ET","ET2014A20102","Tigray","Central Tigray",NA,2006,"Meher","01122","Maize","Maize","2005/2006",14939.73,25228.845,NA,1.6887082296668
"206","CSA, Ethiopia","Agricultural Sample Survey, 2005-2006, Ethiopia","ET","ET2014A20103","Tigray","East Tigray",NA,2006,"Meher","01122","Maize","Maize","2005/2006",5524.27,8903.316,NA,1.6116728545129
"207","CSA, Ethiopia","Agricultural Sample Survey, 2005-2006, Ethiopia","ET","ET2014A20104","Tigray","South Tigray",NA,2006,"Meher","01122","Maize","Maize","2005/2006",5730.85,9909.018,NA,1.72906601987489
"208","CSA, Ethiopia","Agricultural Sample Survey, 2005-2006, Ethiopia","ET","ET2014A20201","Afar","Zone 1",NA,2006,"Meher","01122","Maize","Maize","2005/2006",11985.14,33634.744,NA,2.80637055553794
"209","CSA, Ethiopia","Agricultural Sample Survey, 2005-2006, Ethiopia","ET","ET2014A20203","Afar","Zone 3",NA,2006,"Meher","01122","Maize","Maize","2005/2006",791.23,1093.012,NA,1.38140869279476
"210","CSA, Ethiopia","Agricultural Sample Survey, 2005-2006, Ethiopia","ET","ET2014A20301","Amhara","North Gondar",NA,2006,"Meher","01122","Maize","Maize","2005/2006",48214.61,96498.429,NA,2.00143543627129
"211","CSA, Ethiopia","Agricultural Sample Survey, 2005-2006, Ethiopia","ET","ET2014A20302","Amhara","South Gondar",NA,2006,"Meher","01122","Maize","Maize","2005/2006",39053.03,59083.949,NA,1.51291587362107
"212","CSA, Ethiopia","Agricultural Sample Survey, 2005-2006, Ethiopia","ET","ET2014A20303","Amhara","North Wollo",NA,2006,"Meher","01122","Maize","Maize","2005/2006",6268.33,8266.498,NA,1.31877198552086
"213","CSA, Ethiopia","Agricultural Sample Survey, 2005-2006, Ethiopia","ET","ET2014A20305","Amhara","North Shewa",NA,2006,"Meher","01122","Maize","Maize","2005/2006",5652.36,10562.706,NA,1.86872492197949
"214","CSA, Ethiopia","Agricultural Sample Survey, 2005-2006, Ethiopia","ET","ET2014A20306","Amhara","East Gojam",NA,2006,"Meher","01122","Maize","Maize","2005/2006",37760.48,67690.874,NA,1.79263807027877
"215","CSA, Ethiopia","Agricultural Sample Survey, 2005-2006, Ethiopia","ET","ET2014A20307","Amhara","West Gojam",NA,2006,"Meher","01122","Maize","Maize","2005/2006",133775.5,323513.079,NA,2.41832831123786
"216","CSA, Ethiopia","Agricultural Sample Survey, 2005-2006, Ethiopia","ET","ET2014A20308","Amhara","Wag Himra",NA,2006,"Meher","01122","Maize","Maize","2005/2006",2172.96,2449.002,NA,1.12703501214933
"217","CSA, Ethiopia","Agricultural Sample Survey, 2005-2006, Ethiopia","ET","ET2014A20309","Amhara","Awi",NA,2006,"Meher","01122","Maize","Maize","2005/2006",52687.55,132286.762,NA,2.51077839072039
"218","CSA, Ethiopia","Agricultural Sample Survey, 2005-2006, Ethiopia","ET","ET2014A20310","Amhara","Oromia",NA,2006,"Meher","01122","Maize","Maize","2005/2006",4919.24,8291.533,NA,1.68553130158317
"219","CSA, Ethiopia","Agricultural Sample Survey, 2005-2006, Ethiopia","ET","ET2014A20403","Oromia","Ilubabor",NA,2006,"Meher","01122","Maize","Maize","2005/2006",70124.19,145532.037,NA,2.07534713769956
"220","CSA, Ethiopia","Agricultural Sample Survey, 2005-2006, Ethiopia","ET","ET2014A20404","Oromia","Jimma",NA,2006,"Meher","01122","Maize","Maize","2005/2006",110206.2,258677.768,NA,2.34721610943849
"221","CSA, Ethiopia","Agricultural Sample Survey, 2005-2006, Ethiopia","ET","ET2014A20406","Oromia","North Shewa",NA,2006,"Meher","01122","Maize","Maize","2005/2006",5870.05,6196.231,NA,1.05556698835615
"222","CSA, Ethiopia","Agricultural Sample Survey, 2005-2006, Ethiopia","ET","ET2014A20409","Oromia","West Hararge",NA,2006,"Meher","01122","Maize","Maize","2005/2006",44046.47,74317.864,NA,1.68726038658717
"223","CSA, Ethiopia","Agricultural Sample Survey, 2005-2006, Ethiopia","ET","ET2014A20410","Oromia","East Hararge",NA,2006,"Meher","01122","Maize","Maize","2005/2006",56910.85,107523.957,NA,1.88934020489942
"224","CSA, Ethiopia","Agricultural Sample Survey, 2005-2006, Ethiopia","ET","ET2014A20501","Somali","Shinile",NA,2006,"Meher","01122","Maize","Maize","2005/2006",67.83,79.362,NA,1.17001326846528
"225","CSA, Ethiopia","Agricultural Sample Survey, 2005-2006, Ethiopia","ET","ET2014A20502","Somali","Jijiga",NA,2006,"Meher","01122","Maize","Maize","2005/2006",20011.91,13640.53,NA,0.681620594935716
"226","CSA, Ethiopia","Agricultural Sample Survey, 2005-2006, Ethiopia","ET","ET2014A20702","SNNPR","Hadiya",NA,2006,"Meher","01122","Maize","Maize","2005/2006",20713.95,37547.492,NA,1.81266692253288
"227","CSA, Ethiopia","Agricultural Sample Survey, 2005-2006, Ethiopia","ET","ET2014A20704","SNNPR","Sidama",NA,2006,"Meher","01122","Maize","Maize","2005/2006",40046.62,84651.306,NA,2.11381899396254
"228","CSA, Ethiopia","Agricultural Sample Survey, 2005-2006, Ethiopia","ET","ET2014A20705","SNNPR","Gedeo",NA,2006,"Meher","01122","Maize","Maize","2005/2006",6361.65,12306.924,NA,1.93454905566952
"229","CSA, Ethiopia","Agricultural Sample Survey, 2005-2006, Ethiopia","ET","ET2014A20707","SNNPR","South Omo",NA,2006,"Meher","01122","Maize","Maize","2005/2006",9578.11,9427.903,NA,0.984317678539921
"230","CSA, Ethiopia","Agricultural Sample Survey, 2005-2006, Ethiopia","ET","ET2014A20711","SNNPR","Bench Maji",NA,2006,"Meher","01122","Maize","Maize","2005/2006",9789.35,18878.852,NA,1.92850924729425
"231","CSA, Ethiopia","Agricultural Sample Survey, 2005-2006, Ethiopia","ET","ET2014A20712","SNNPR","Yem",NA,2006,"Meher","01122","Maize","Maize","2005/2006",2025.4,3939.071,NA,1.94483608176163
"232","CSA, Ethiopia","Agricultural Sample Survey, 2005-2006, Ethiopia","ET","ET2014A20722","SNNPR","Segen",NA,2006,"Meher","01122","Maize","Maize","2005/2006",11825.36,8817.08,NA,0.745607744711366
"233","CSA, Ethiopia","Agricultural Sample Survey, 2006-2007, Ethiopia","ET","ET1994A20730","SNNPR","North Omo",NA,2007,"Meher","01122","Maize","Maize","2006/2007",45139.21,71768.805,NA,1.58994375400013
"234","CSA, Ethiopia","Agricultural Sample Survey, 2006-2007, Ethiopia","ET","ET1994A20731","SNNPR","Keficho Shekicho",NA,2007,"Meher","01122","Maize","Maize","2006/2007",19743.77,48113.718,NA,2.4369063253877
"235","CSA, Ethiopia","Agricultural Sample Survey, 2006-2007, Ethiopia","ET","ET2001A20106","Tigray","West Tigray",NA,2007,"Meher","01122","Maize","Maize","2006/2007",25828.68,52297.871,NA,2.02479844111275
"236","CSA, Ethiopia","Agricultural Sample Survey, 2006-2007, Ethiopia","ET","ET2001A20426","Oromia","Borena",NA,2007,"Meher","01122","Maize","Maize","2006/2007",38755.47,80967.33,NA,2.08918457188108
"237","CSA, Ethiopia","Agricultural Sample Survey, 2006-2007, Ethiopia","ET","ET2001A20427","Oromia","West Shewa",NA,2007,"Meher","01122","Maize","Maize","2006/2007",78245.12,182684.703,NA,2.33477439871011
"238","CSA, Ethiopia","Agricultural Sample Survey, 2006-2007, Ethiopia","ET","ET2001A20509","Somali","Liben",NA,2007,"Meher","01122","Maize","Maize","2006/2007",6867.47,NA,NA,NA
"239","CSA, Ethiopia","Agricultural Sample Survey, 2006-2007, Ethiopia","ET","ET2001A20727","SNNPR","Gurage",NA,2007,"Meher","01122","Maize","Maize","2006/2007",42880.3,99330.718,NA,2.31646509002969
"240","CSA, Ethiopia","Agricultural Sample Survey, 2006-2007, Ethiopia","ET","ET2001A20729","SNNPR","Kembata Alaba Tembaro
",NA,2007,"Meher","01122","Maize","Maize","2006/2007",12894.5,28057.937,NA,2.1759616115398
"241","CSA, Ethiopia","Agricultural Sample Survey, 2006-2007, Ethiopia","ET","ET2001A212r","Gambela","Gambela Regroup",NA,2007,"Meher","01122","Maize","Maize","2006/2007",5842,12558.4,NA,2.14967476891476
