State,County,Year,Crop,Area planted,Production,Yield,Region1,Region2
Lakes,Rumbek East ,2015,corn,"14,997","14,397",0.9599922651712663,lakes,rumbek east
Lakes,Rumbek North ,2015,corn,"2,748","2,198",0.7998617226447363,lakes,rumbek north
Lakes,Wulu ,2015,corn,"10,173","9,766",0.959992529317514,lakes,wulu
Lakes,Yirol East ,2015,corn,"10,884","10,449",0.9600334432796463,lakes,yirol east
Lakes,Yirol West ,2015,corn,"14,710","14,121",0.9599594836200978,lakes,yirol west
Lakes,Awerial ,2016,corn,"7,291","5,833",0.8000301737735047,lakes,awerial
Lakes,Cueibet ,2016,corn,"25,521","24,500",0.9599938874108092,lakes,cueibet
Lakes,Rumbek Centre ,2016,corn,"14,409","12,680",0.8800063848540158,lakes,rumbek centre
Lakes,Rumbek East ,2016,corn,"17,490","16,790",0.9599773586200192,lakes,rumbek east
Lakes,Rumbek North ,2016,corn,"3,972","3,178",0.8001057375191964,lakes,rumbek north
Lakes,Wulu ,2016,corn,"11,565","11,103",0.9600522260940244,lakes,wulu
Lakes,Yirol East ,2016,corn,"13,540","11,916",0.8800599700149926,lakes,yirol east
Lakes,Yirol West ,2016,corn,"22,965","20,209",0.8799918136650831,lakes,yirol west
Lakes,Awerial ,2017,corn,"13,910","11,128",0.8000014378041854,lakes,awerial
Lakes,Cueibet ,2017,corn,"25,843","24,809",0.9599893201666984,lakes,cueibet
Lakes,Rumbek Centre ,2017,corn,"13,257","11,666",0.8799888361708066,lakes,rumbek centre
Lakes,Rumbek East ,2017,corn,"18,678","17,931",0.9600066387908834,lakes,rumbek east
Lakes,Rumbek North ,2017,corn,"4,269","4,098",0.9599447190274296,lakes,rumbek north
Lakes,Wulu ,2017,corn,"10,516","9,254",0.8799935337244795,lakes,wulu
Lakes,Yirol East ,2017,corn,"14,493","12,753",0.8799428693654221,lakes,yirol east
Lakes,Yirol West ,2017,corn,"23,566","20,738",0.8799971144992171,lakes,yirol west
Northern Bahr El Ghazal ,Aweil Centre ,2010,corn,"5,958","5,720",0.9600543797519344,northern bahr el ghazal,aweil centre
Northern Bahr El Ghazal ,Aweil East ,2010,corn,"55,093","44,075",0.8000112536778653,northern bahr el ghazal,aweil east
Northern Bahr El Ghazal ,Aweil North ,2010,corn,"25,346","22,305",0.8800209894224358,northern bahr el ghazal,aweil north
Northern Bahr El Ghazal ,Aweil South ,2010,corn,"11,836","11,362",0.9599530250673786,northern bahr el ghazal,aweil south
Northern Bahr El Ghazal ,Aweil West ,2010,corn,"29,497","29,025",0.9839984269640066,northern bahr el ghazal,aweil west
Northern Bahr El Ghazal ,Aweil Centre ,2011,corn,"11,716","11,248",0.9600549670965596,northern bahr el ghazal,aweil centre
Northern Bahr El Ghazal ,Aweil East ,2011,corn,"55,170","39,722",0.7199932572172245,northern bahr el ghazal,aweil east
Northern Bahr El Ghazal ,Aweil North ,2011,corn,"31,645","22,784",0.7199882446255502,northern bahr el ghazal,aweil north
Northern Bahr El Ghazal ,Aweil South ,2011,corn,"14,629","14,044",0.9600112105324321,northern bahr el ghazal,aweil south
Northern Bahr El Ghazal ,Aweil West ,2011,corn,"33,757","32,407",0.9600084130449594,northern bahr el ghazal,aweil west
Northern Bahr El Ghazal ,Aweil Centre ,2012,corn,"12,294","11,311",0.920042947430068,northern bahr el ghazal,aweil centre
Northern Bahr El Ghazal ,Aweil East ,2012,corn,"59,321","37,965",0.6399931896070707,northern bahr el ghazal,aweil east
Northern Bahr El Ghazal ,Aweil North ,2013,corn,"34,160","28,694",0.8399887588151088,northern bahr el ghazal,aweil north
Northern Bahr El Ghazal ,Aweil South ,2012,corn,"14,702","12,938",0.8800171404085131,northern bahr el ghazal,aweil south
Northern Bahr El Ghazal ,Aweil West ,2012,corn,"36,181","33,286",0.919985848965344,northern bahr el ghazal,aweil west
Northern Bahr El Ghazal ,Aweil Centre ,2013,corn,"11,681","10,279",0.8799770569552525,northern bahr el ghazal,aweil centre
