Region1,Region2,Crop,Year,Area planted,Area harvested,Production,Yield
buenos aires,25 de mayo,corn,2001,15000.0,13000.0,100100.0,7.7
buenos aires,25 de mayo,corn,2002,6763.0,6763.0,37200.0,5.500520000000001
buenos aires,25 de mayo,corn,2003,7200.0,6545.0,50400.0,7.70053
buenos aires,25 de mayo,corn,2004,8300.0,7300.0,57670.0,7.9
buenos aires,25 de mayo,corn,2005,10600.0,10100.0,91910.0,9.1
buenos aires,25 de mayo,corn,2006,11600.0,10610.0,81700.0,7.700279999999999
buenos aires,25 de mayo,corn,2007,18000.0,17550.0,173750.0,9.90028
buenos aires,25 de mayo,corn,2008,21000.0,20250.0,159980.0,7.90025
buenos aires,25 de mayo,corn,2009,22000.0,15300.0,76500.0,5.0
buenos aires,25 de mayo,corn,2010,2000.0,2000.0,17000.0,8.5
buenos aires,25 de mayo,corn,2011,35000.0,33000.0,239090.0,7.24515
buenos aires,25 de mayo,corn,2012,38500.0,34400.0,189200.0,5.5
buenos aires,25 de mayo,corn,2013,25800.0,24300.0,218700.0,9.0
buenos aires,25 de mayo,corn,2014,32000.0,25500.0,188700.0,7.4
buenos aires,25 de mayo,corn,2015,30000.0,24000.0,213600.0,8.9
buenos aires,25 de mayo,corn,2016,42700.0,37340.0,324858.0,8.7
buenos aires,9 de julio,corn,2001,46000.0,35000.0,210000.0,6.0
buenos aires,9 de julio,corn,2002,12000.0,11200.0,82320.0,7.35
buenos aires,9 de julio,corn,2003,15000.0,14050.0,112400.0,8.0
buenos aires,9 de julio,corn,2004,13000.0,12200.0,95160.0,7.8
buenos aires,9 de julio,corn,2005,20000.0,18000.0,162000.0,9.0
buenos aires,9 de julio,corn,2006,16000.0,13500.0,101250.0,7.5
buenos aires,9 de julio,corn,2007,16000.0,13500.0,128250.0,9.5
buenos aires,9 de julio,corn,2008,19000.0,16400.0,121360.0,7.4
buenos aires,9 de julio,corn,2009,15200.0,11600.0,58000.0,5.0
buenos aires,9 de julio,corn,2010,46500.0,43700.0,393300.0,9.0
buenos aires,9 de julio,corn,2011,47000.0,39950.0,277040.0,6.93467
buenos aires,9 de julio,corn,2012,46000.0,43700.0,275310.0,6.3
buenos aires,9 de julio,corn,2013,38000.0,36100.0,306850.0,8.5
buenos aires,9 de julio,corn,2014,41300.0,32300.0,251940.0,7.8
buenos aires,9 de julio,corn,2015,38000.0,31800.0,286200.0,9.0
buenos aires,9 de julio,corn,2016,34590.0,21910.0,227864.0,10.4
buenos aires,adolfo alsina,corn,2001,23000.0,23000.0,80500.0,3.5
buenos aires,adolfo alsina,corn,2002,26000.0,13000.0,49400.0,3.8
buenos aires,adolfo alsina,corn,2003,27000.0,10000.0,42000.0,4.2
buenos aires,adolfo alsina,corn,2004,28000.0,10000.0,40000.0,4.0
buenos aires,adolfo alsina,corn,2005,29000.0,16000.0,105600.0,6.6
buenos aires,adolfo alsina,corn,2006,28000.0,7500.0,22500.0,3.0
buenos aires,adolfo alsina,corn,2007,28000.0,12500.0,45000.0,3.6
buenos aires,adolfo alsina,corn,2008,31000.0,16500.0,59400.0,3.6
buenos aires,adolfo alsina,corn,2009,27000.0,7500.0,16500.0,2.2
buenos aires,adolfo alsina,corn,2010,24000.0,7000.0,24500.0,3.5
buenos aires,adolfo alsina,corn,2011,26000.0,15000.0,46580.0,3.10533
buenos aires,adolfo alsina,corn,2012,32000.0,9000.0,36000.0,4.0
buenos aires,adolfo alsina,corn,2013,33000.0,13000.0,59800.0,4.6
buenos aires,adolfo alsina,corn,2014,35000.0,5000.0,11000.0,2.2
buenos aires,adolfo alsina,corn,2015,38000.0,12000.0,37200.0,3.1
buenos aires,adolfo alsina,corn,2016,38000.0,4940.0,24700.0,5.0
buenos aires,adolfo gonzales chaves,corn,2001,5500.0,3000.0,10980.0,3.66
buenos aires,adolfo gonzales chaves,corn,2002,4500.0,2300.0,9200.0,4.0
buenos aires,adolfo gonzales chaves,corn,2003,4500.0,3500.0,10500.0,3.0
buenos aires,adolfo gonzales chaves,corn,2004,6000.0,5000.0,26000.0,5.2
buenos aires,adolfo gonzales chaves,corn,2005,6000.0,2300.0,8050.0,3.5
buenos aires,adolfo gonzales chaves,corn,2006,6000.0,1800.0,8100.0,4.5
buenos aires,adolfo gonzales chaves,corn,2007,8000.0,4000.0,12000.0,3.0
buenos aires,adolfo gonzales chaves,corn,2008,8000.0,6400.0,25600.0,4.0
buenos aires,adolfo gonzales chaves,corn,2009,8000.0,0.0,0.0,0.0
buenos aires,adolfo gonzales chaves,corn,2010,7000.0,5600.0,16800.0,3.0
buenos aires,adolfo gonzales chaves,corn,2011,7000.0,4900.0,27890.0,5.69184
buenos aires,adolfo gonzales chaves,corn,2012,9000.0,5800.0,22620.0,3.9
buenos aires,adolfo gonzales chaves,corn,2013,6000.0,3900.0,23400.0,6.0
buenos aires,adolfo gonzales chaves,corn,2014,9700.0,3900.0,19500.0,5.0
buenos aires,adolfo gonzales chaves,corn,2015,7700.0,5800.0,24360.0,4.2
buenos aires,adolfo gonzales chaves,corn,2016,5500.0,3524.0,16915.0,4.799939999999999
buenos aires,alberti,corn,2001,19000.0,17200.0,104060.0,6.05
buenos aires,alberti,corn,2002,14000.0,13400.0,98490.0,7.35
buenos aires,alberti,corn,2003,12000.0,11500.0,92000.0,8.0
buenos aires,alberti,corn,2004,11000.0,10200.0,79560.0,7.8
buenos aires,alberti,corn,2005,13200.0,12700.0,114300.0,9.0
buenos aires,alberti,corn,2006,12000.0,11500.0,97750.0,8.5
buenos aires,alberti,corn,2007,12500.0,12000.0,108000.0,9.0
buenos aires,alberti,corn,2008,15000.0,14600.0,102200.0,7.0
buenos aires,alberti,corn,2009,12000.0,9600.0,43200.0,4.5
buenos aires,alberti,corn,2010,11000.0,9790.0,83220.0,8.50051
buenos aires,alberti,corn,2011,20000.0,18600.0,154010.0,8.28011
buenos aires,alberti,corn,2012,16000.0,14400.0,97920.0,6.8
buenos aires,alberti,corn,2013,18000.0,15600.0,132600.0,8.5
buenos aires,alberti,corn,2014,15600.0,15260.0,119030.0,7.80013
buenos aires,alberti,corn,2015,17000.0,15800.0,145360.0,9.2
buenos aires,alberti,corn,2016,14270.0,11550.0,113190.0,9.8
buenos aires,arrecifes,corn,2001,4000.0,4000.0,26000.0,6.5
buenos aires,arrecifes,corn,2002,2700.0,2700.0,17550.0,6.5
buenos aires,arrecifes,corn,2003,7500.0,7050.0,52880.0,7.50071
buenos aires,arrecifes,corn,2004,8000.0,7600.0,63080.0,8.3
buenos aires,arrecifes,corn,2005,8250.0,7800.0,66300.0,8.5
buenos aires,arrecifes,corn,2006,7850.0,6900.0,46920.0,6.8
buenos aires,arrecifes,corn,2007,8200.0,7800.0,74880.0,9.6
buenos aires,arrecifes,corn,2008,8500.0,8150.0,62760.0,7.700609999999999
buenos aires,arrecifes,corn,2009,6200.0,5500.0,23650.0,4.3
buenos aires,arrecifes,corn,2010,5150.0,4850.0,53350.0,11.0
buenos aires,arrecifes,corn,2011,5000.0,4750.0,29500.0,6.210529999999999
buenos aires,arrecifes,corn,2012,5250.0,4750.0,26600.0,5.6
buenos aires,arrecifes,corn,2013,4550.0,4300.0,38700.0,9.0
buenos aires,arrecifes,corn,2014,5000.0,4800.0,39360.0,8.2
buenos aires,arrecifes,corn,2015,6000.0,5800.0,56840.0,9.8
buenos aires,arrecifes,corn,2016,7500.0,7320.0,56364.0,7.7
buenos aires,ayacucho,corn,2001,10000.0,6000.0,25020.0,4.17
buenos aires,ayacucho,corn,2002,6000.0,3000.0,14100.0,4.7
buenos aires,ayacucho,corn,2003,4700.0,2700.0,12150.0,4.5
buenos aires,ayacucho,corn,2004,4000.0,2800.0,15120.0,5.4
buenos aires,ayacucho,corn,2005,4000.0,2000.0,9800.0,4.9
buenos aires,ayacucho,corn,2006,3600.0,1950.0,10730.0,5.502560000000001
buenos aires,ayacucho,corn,2007,4000.0,1000.0,5800.0,5.8
buenos aires,ayacucho,corn,2008,4500.0,2000.0,10200.0,5.1
buenos aires,ayacucho,corn,2009,4300.0,1200.0,3960.0,3.3
buenos aires,ayacucho,corn,2010,3700.0,1500.0,10950.0,7.3
buenos aires,ayacucho,corn,2011,4200.0,2550.0,17420.0,6.83137
buenos aires,ayacucho,corn,2012,5000.0,2900.0,20300.0,7.0
buenos aires,ayacucho,corn,2013,7000.0,6700.0,54940.0,8.2
buenos aires,ayacucho,corn,2014,14600.0,8600.0,49880.0,5.8
buenos aires,ayacucho,corn,2015,26000.0,20000.0,120000.0,6.0
buenos aires,ayacucho,corn,2016,23000.0,18280.0,133444.0,7.3
buenos aires,azul,corn,2001,24000.0,17000.0,79900.0,4.7
buenos aires,azul,corn,2002,19000.0,12000.0,66000.0,5.5
buenos aires,azul,corn,2003,14500.0,9500.0,47500.0,5.0
buenos aires,azul,corn,2004,12000.0,9000.0,54000.0,6.0
buenos aires,azul,corn,2005,11500.0,6300.0,33390.0,5.3
buenos aires,azul,corn,2006,10000.0,5400.0,31320.0,5.8
buenos aires,azul,corn,2007,13000.0,5500.0,30800.0,5.6
buenos aires,azul,corn,2008,14000.0,8000.0,40000.0,5.0
buenos aires,azul,corn,2009,13000.0,4000.0,13600.0,3.4
buenos aires,azul,corn,2010,11000.0,6000.0,46800.0,7.8
buenos aires,azul,corn,2011,12300.0,7900.0,57240.0,7.24557
buenos aires,azul,corn,2012,15000.0,8850.0,69030.0,7.8
buenos aires,azul,corn,2013,29100.0,21100.0,147700.0,7.0
buenos aires,azul,corn,2014,36300.0,18300.0,80520.0,4.4
buenos aires,azul,corn,2015,40000.0,18000.0,90000.0,5.0
buenos aires,azul,corn,2016,43300.0,16410.0,96819.0,5.9
buenos aires,bahia blanca,corn,2001,500.0,0.0,0.0,0.0
buenos aires,bahia blanca,corn,2002,500.0,0.0,0.0,0.0
buenos aires,bahia blanca,corn,2003,500.0,0.0,0.0,0.0
buenos aires,bahia blanca,corn,2004,1000.0,0.0,0.0,0.0
buenos aires,bahia blanca,corn,2005,1500.0,0.0,0.0,0.0
buenos aires,bahia blanca,corn,2006,1000.0,0.0,0.0,0.0
buenos aires,bahia blanca,corn,2007,1300.0,0.0,0.0,0.0
buenos aires,bahia blanca,corn,2008,1600.0,100.0,160.0,1.6
buenos aires,bahia blanca,corn,2009,1600.0,0.0,0.0,0.0
buenos aires,bahia blanca,corn,2010,1200.0,100.0,210.0,2.1
buenos aires,bahia blanca,corn,2011,1500.0,600.0,840.0,1.4
buenos aires,bahia blanca,corn,2012,2000.0,400.0,1360.0,3.4
buenos aires,bahia blanca,corn,2013,500.0,200.0,1200.0,6.0
buenos aires,bahia blanca,corn,2014,1400.0,0.0,0.0,0.0
buenos aires,bahia blanca,corn,2015,2000.0,0.0,0.0,0.0
buenos aires,bahia blanca,corn,2016,2000.0,0.0,0.0,0.0
buenos aires,balcarce,corn,2001,21000.0,15000.0,72000.0,4.8
buenos aires,balcarce,corn,2002,16500.0,11500.0,64400.0,5.6
buenos aires,balcarce,corn,2003,15000.0,9500.0,48450.0,5.1
buenos aires,balcarce,corn,2004,12500.0,9200.0,55200.0,6.0
buenos aires,balcarce,corn,2005,12000.0,7100.0,38340.0,5.4
buenos aires,balcarce,corn,2006,10500.0,6380.0,37000.0,5.79937
buenos aires,balcarce,corn,2007,11500.0,4100.0,20910.0,5.1
buenos aires,balcarce,corn,2008,12000.0,8000.0,45600.0,5.7
buenos aires,balcarce,corn,2009,11000.0,4700.0,16920.0,3.6
buenos aires,balcarce,corn,2010,9500.0,5300.0,41870.0,7.9
buenos aires,balcarce,corn,2011,11000.0,7200.0,53660.0,7.45278
buenos aires,balcarce,corn,2012,18000.0,10800.0,68040.0,6.3
buenos aires,balcarce,corn,2013,19100.0,10100.0,77770.0,7.7
buenos aires,balcarce,corn,2014,32500.0,17500.0,80500.0,4.6
buenos aires,balcarce,corn,2015,23600.0,7600.0,45600.0,6.0
buenos aires,balcarce,corn,2016,22700.0,4860.0,29646.0,6.1
buenos aires,baradero,corn,2001,7000.0,7000.0,45500.0,6.5
buenos aires,baradero,corn,2002,5500.0,5500.0,30250.0,5.5
buenos aires,baradero,corn,2003,4300.0,4200.0,32340.0,7.7
buenos aires,baradero,corn,2004,4100.0,4000.0,31600.0,7.9
buenos aires,baradero,corn,2005,4300.0,3900.0,29250.0,7.5
buenos aires,baradero,corn,2006,4200.0,3050.0,18910.0,6.2
buenos aires,baradero,corn,2007,4500.0,4200.0,39060.0,9.3
buenos aires,baradero,corn,2008,4800.0,4500.0,27900.0,6.2
buenos aires,baradero,corn,2009,3300.0,2500.0,10000.0,4.0
buenos aires,baradero,corn,2010,2800.0,2550.0,27540.0,10.8
buenos aires,baradero,corn,2011,3000.0,2850.0,16220.0,5.691229999999999
buenos aires,baradero,corn,2012,3300.0,2950.0,15050.0,5.10169
buenos aires,baradero,corn,2013,3000.0,2850.0,25080.0,8.8
buenos aires,baradero,corn,2014,3350.0,3250.0,26980.0,8.301540000000001
buenos aires,baradero,corn,2015,3400.0,3300.0,31680.0,9.6
buenos aires,baradero,corn,2016,9250.0,9190.0,71682.0,7.8
buenos aires,benito juarez,corn,2001,12000.0,9000.0,39960.0,4.44
buenos aires,benito juarez,corn,2002,9500.0,7100.0,37630.0,5.3
buenos aires,benito juarez,corn,2003,7400.0,4500.0,21600.0,4.8
buenos aires,benito juarez,corn,2004,6000.0,4500.0,25650.0,5.7
buenos aires,benito juarez,corn,2005,6500.0,3000.0,15000.0,5.0
buenos aires,benito juarez,corn,2006,6000.0,3140.0,18210.0,5.79936
buenos aires,benito juarez,corn,2007,7000.0,3000.0,15600.0,5.2
buenos aires,benito juarez,corn,2008,7000.0,3500.0,16800.0,4.8
buenos aires,benito juarez,corn,2009,6500.0,2500.0,9750.0,3.9
buenos aires,benito juarez,corn,2010,5500.0,3000.0,22800.0,7.6
buenos aires,benito juarez,corn,2011,6800.0,4900.0,35500.0,7.2448999999999995
buenos aires,benito juarez,corn,2012,8000.0,4100.0,29930.0,7.3
buenos aires,benito juarez,corn,2013,7200.0,4200.0,31500.0,7.5
buenos aires,benito juarez,corn,2014,14700.0,6700.0,27470.0,4.1
buenos aires,benito juarez,corn,2015,14300.0,4300.0,23650.0,5.5
buenos aires,benito juarez,corn,2016,20000.0,5550.0,31635.0,5.7
buenos aires,bolivar,corn,2001,7000.0,5500.0,28050.0,5.1
buenos aires,bolivar,corn,2002,5000.0,4200.0,23100.0,5.5
buenos aires,bolivar,corn,2003,4000.0,3600.0,23400.0,6.5
buenos aires,bolivar,corn,2004,4000.0,3600.0,23400.0,6.5
buenos aires,bolivar,corn,2005,7500.0,7100.0,53250.0,7.5
buenos aires,bolivar,corn,2006,5000.0,3700.0,24050.0,6.5
buenos aires,bolivar,corn,2007,10000.0,8000.0,71200.0,8.9
buenos aires,bolivar,corn,2008,15000.0,12700.0,88900.0,7.0
buenos aires,bolivar,corn,2009,12000.0,10000.0,47000.0,4.7
buenos aires,bolivar,corn,2010,39250.0,37800.0,302400.0,8.0
buenos aires,bolivar,corn,2011,36000.0,33500.0,208040.0,6.21015
buenos aires,bolivar,corn,2012,37000.0,32800.0,262400.0,8.0
buenos aires,bolivar,corn,2013,9000.0,8100.0,64800.0,8.0
buenos aires,bolivar,corn,2014,28500.0,25500.0,127500.0,5.0
buenos aires,bolivar,corn,2015,25000.0,24000.0,168000.0,7.0
buenos aires,bolivar,corn,2016,35000.0,30030.0,228228.0,7.6
buenos aires,bragado,corn,2001,26000.0,20000.0,124000.0,6.2
buenos aires,bragado,corn,2002,10000.0,8000.0,56000.0,7.0
buenos aires,bragado,corn,2003,14000.0,13130.0,105040.0,8.0
buenos aires,bragado,corn,2004,15000.0,14750.0,110630.0,7.5003400000000005
buenos aires,bragado,corn,2005,20000.0,19750.0,167880.0,8.50025
buenos aires,bragado,corn,2006,16000.0,15700.0,125600.0,8.0
buenos aires,bragado,corn,2007,16500.0,16200.0,153900.0,9.5
buenos aires,bragado,corn,2008,20000.0,19700.0,145780.0,7.4
buenos aires,bragado,corn,2009,16000.0,14000.0,80280.0,5.73429
buenos aires,bragado,corn,2010,25000.0,23500.0,188000.0,8.0
buenos aires,bragado,corn,2011,25000.0,23500.0,170260.0,7.2451099999999995
buenos aires,bragado,corn,2012,27000.0,25110.0,170750.0,6.80008
buenos aires,bragado,corn,2013,26000.0,21860.0,174880.0,8.0
buenos aires,bragado,corn,2014,18350.0,17950.0,143600.0,8.0
buenos aires,bragado,corn,2015,25000.0,23900.0,215100.0,9.0
buenos aires,bragado,corn,2016,26390.0,21860.0,192368.0,8.8
buenos aires,brandsen,corn,2004,1900.0,550.0,3190.0,5.8
buenos aires,brandsen,corn,2005,2500.0,800.0,5440.0,6.8
buenos aires,brandsen,corn,2006,2300.0,600.0,3480.0,5.8
buenos aires,brandsen,corn,2007,3200.0,3000.0,22500.0,7.5
buenos aires,brandsen,corn,2008,2800.0,1800.0,12600.0,7.0
buenos aires,brandsen,corn,2009,2800.0,1800.0,9000.0,5.0
buenos aires,brandsen,corn,2010,1560.0,860.0,6540.0,7.6046499999999995
buenos aires,brandsen,corn,2011,1560.0,860.0,5430.0,6.31395
buenos aires,brandsen,corn,2012,1560.0,860.0,4640.0,5.3953500000000005
buenos aires,brandsen,corn,2013,1600.0,900.0,4860.0,5.4
buenos aires,brandsen,corn,2014,3500.0,2300.0,16100.0,7.0
buenos aires,brandsen,corn,2015,3350.0,2350.0,19740.0,8.4
buenos aires,brandsen,corn,2016,2910.0,1200.0,8520.0,7.1
buenos aires,campana,corn,2001,400.0,400.0,2400.0,6.0
buenos aires,campana,corn,2002,400.0,400.0,2400.0,6.0
buenos aires,campana,corn,2003,400.0,400.0,2800.0,7.0
buenos aires,campana,corn,2004,500.0,500.0,3800.0,7.6
buenos aires,campana,corn,2005,700.0,700.0,5600.0,8.0
buenos aires,campana,corn,2006,650.0,500.0,3050.0,6.1
buenos aires,campana,corn,2007,800.0,800.0,7280.0,9.1
buenos aires,campana,corn,2008,1100.0,1100.0,7150.0,6.5
buenos aires,campana,corn,2009,900.0,750.0,2850.0,3.8
buenos aires,campana,corn,2010,800.0,800.0,8560.0,10.7
buenos aires,campana,corn,2011,900.0,900.0,5500.0,6.11111
buenos aires,campana,corn,2012,1000.0,900.0,4770.0,5.3
buenos aires,campana,corn,2013,950.0,950.0,8550.0,9.0
buenos aires,campana,corn,2014,1100.0,1100.0,8580.0,7.8
buenos aires,campana,corn,2015,1050.0,1000.0,9700.0,9.7
buenos aires,campana,corn,2016,2550.0,2550.0,19380.0,7.6
buenos aires,canuelas,corn,2001,1500.0,1200.0,5880.0,4.9
buenos aires,canuelas,corn,2002,708.0,708.0,3890.0,5.494350000000001
buenos aires,canuelas,corn,2003,1000.0,900.0,6300.0,7.0
buenos aires,canuelas,corn,2004,1300.0,1170.0,8890.0,7.5982899999999995
buenos aires,canuelas,corn,2005,2300.0,2000.0,17800.0,8.9
buenos aires,canuelas,corn,2006,1950.0,1650.0,12210.0,7.4
buenos aires,canuelas,corn,2007,2900.0,2800.0,27440.0,9.8
buenos aires,canuelas,corn,2008,3000.0,2850.0,21380.0,7.50175
buenos aires,canuelas,corn,2009,2000.0,1400.0,7000.0,5.0
buenos aires,canuelas,corn,2010,12000.0,12000.0,102000.0,8.5
buenos aires,canuelas,corn,2011,6000.0,6000.0,37260.0,6.21
buenos aires,canuelas,corn,2012,8000.0,5800.0,29580.0,5.1
buenos aires,canuelas,corn,2013,5150.0,4350.0,30450.0,7.0
buenos aires,canuelas,corn,2014,5000.0,4100.0,28700.0,7.0
buenos aires,canuelas,corn,2015,4800.0,3300.0,29040.0,8.8
buenos aires,canuelas,corn,2016,4170.0,2920.0,21316.0,7.3
buenos aires,capitan sarmiento,corn,2001,2400.0,2400.0,16320.0,6.8
buenos aires,capitan sarmiento,corn,2002,1900.0,1900.0,12350.0,6.5
buenos aires,capitan sarmiento,corn,2003,4900.0,4550.0,32760.0,7.2
buenos aires,capitan sarmiento,corn,2004,4500.0,4180.0,35950.0,8.60048
buenos aires,capitan sarmiento,corn,2005,4750.0,4350.0,34800.0,8.0
buenos aires,capitan sarmiento,corn,2006,4600.0,4100.0,27060.0,6.6
buenos aires,capitan sarmiento,corn,2007,4950.0,4500.0,42300.0,9.4
buenos aires,capitan sarmiento,corn,2008,5200.0,4750.0,37050.0,7.8
buenos aires,capitan sarmiento,corn,2009,3900.0,3200.0,13440.0,4.2
buenos aires,capitan sarmiento,corn,2010,3400.0,3050.0,33550.0,11.0
buenos aires,capitan sarmiento,corn,2011,3700.0,3550.0,23150.0,6.52113
buenos aires,capitan sarmiento,corn,2012,4100.0,3800.0,22040.0,5.8
buenos aires,capitan sarmiento,corn,2013,3700.0,3550.0,33730.0,9.50141
buenos aires,capitan sarmiento,corn,2014,4100.0,3950.0,32790.0,8.30127
buenos aires,capitan sarmiento,corn,2015,4000.0,3850.0,37730.0,9.8
buenos aires,capitan sarmiento,corn,2016,4050.0,3990.0,31920.0,8.0
buenos aires,carlos casares,corn,2001,23000.0,21000.0,136500.0,6.5
buenos aires,carlos casares,corn,2002,17500.0,12100.0,89540.0,7.4
buenos aires,carlos casares,corn,2003,17518.0,13475.0,101060.0,7.49981
buenos aires,carlos casares,corn,2004,17033.0,12983.0,105160.0,8.09982
buenos aires,carlos casares,corn,2005,19282.0,14567.0,126730.0,8.6998
buenos aires,carlos casares,corn,2006,19100.0,14200.0,120700.0,8.5
buenos aires,carlos casares,corn,2007,19800.0,16235.0,159100.0,9.79982
buenos aires,carlos casares,corn,2008,21800.0,18600.0,156240.0,8.4
buenos aires,carlos casares,corn,2009,22700.0,16650.0,69930.0,4.2
buenos aires,carlos casares,corn,2010,24500.0,20700.0,178020.0,8.6
buenos aires,carlos casares,corn,2011,45820.0,38836.0,285390.0,7.34859
buenos aires,carlos casares,corn,2012,40777.0,33845.0,304610.0,9.00015
buenos aires,carlos casares,corn,2013,41900.0,32058.0,262876.0,8.20001
buenos aires,carlos casares,corn,2014,35700.0,26900.0,172160.0,6.4
buenos aires,carlos casares,corn,2015,40000.0,30500.0,218075.0,7.15
buenos aires,carlos casares,corn,2016,32160.0,23610.0,200685.0,8.5
buenos aires,carlos tejedor,corn,2001,18500.0,16500.0,82500.0,5.0
buenos aires,carlos tejedor,corn,2002,14280.0,11880.0,83160.0,7.0
buenos aires,carlos tejedor,corn,2003,13352.0,11317.0,73560.0,6.49996
buenos aires,carlos tejedor,corn,2004,12502.0,10762.0,87170.0,8.0998
buenos aires,carlos tejedor,corn,2005,13971.0,12161.0,104580.0,8.599620000000002
buenos aires,carlos tejedor,corn,2006,13700.0,11890.0,82040.0,6.89992
buenos aires,carlos tejedor,corn,2007,18580.0,15790.0,142110.0,9.0
buenos aires,carlos tejedor,corn,2008,21100.0,18600.0,152520.0,8.2
buenos aires,carlos tejedor,corn,2009,29300.0,22570.0,89300.0,3.9565799999999998
buenos aires,carlos tejedor,corn,2010,33000.0,27500.0,233750.0,8.5
buenos aires,carlos tejedor,corn,2011,50786.0,43400.0,311740.0,7.18295
buenos aires,carlos tejedor,corn,2012,44700.0,34600.0,276800.0,8.0
buenos aires,carlos tejedor,corn,2013,38600.0,28100.0,221990.0,7.9
buenos aires,carlos tejedor,corn,2014,35400.0,27750.0,166500.0,6.0
buenos aires,carlos tejedor,corn,2015,30000.0,21000.0,144900.0,6.9
buenos aires,carlos tejedor,corn,2016,32000.0,20960.0,176064.0,8.4
buenos aires,carmen de areco,corn,2001,8000.0,6200.0,43400.0,7.0
buenos aires,carmen de areco,corn,2002,5000.0,3200.0,23680.0,7.4
buenos aires,carmen de areco,corn,2003,4000.0,3800.0,32300.0,8.5
buenos aires,carmen de areco,corn,2004,5000.0,5000.0,41000.0,8.2
buenos aires,carmen de areco,corn,2005,5800.0,5800.0,49880.0,8.6
buenos aires,carmen de areco,corn,2006,5200.0,4300.0,24080.0,5.6
buenos aires,carmen de areco,corn,2007,5800.0,5300.0,50350.0,9.5
buenos aires,carmen de areco,corn,2008,6700.0,6100.0,48800.0,8.0
buenos aires,carmen de areco,corn,2009,5500.0,4600.0,18400.0,4.0
buenos aires,carmen de areco,corn,2010,4500.0,3800.0,39900.0,10.5
buenos aires,carmen de areco,corn,2011,5000.0,4200.0,26950.0,6.41667
buenos aires,carmen de areco,corn,2012,6000.0,5000.0,31500.0,6.3
buenos aires,carmen de areco,corn,2013,4800.0,3600.0,34200.0,9.5
buenos aires,carmen de areco,corn,2014,5000.0,3600.0,34560.0,9.6
buenos aires,carmen de areco,corn,2015,4000.0,2800.0,27440.0,9.8
buenos aires,carmen de areco,corn,2016,9700.0,8130.0,71544.0,8.8
buenos aires,castelli,corn,2001,4000.0,2000.0,9000.0,4.5
buenos aires,castelli,corn,2002,3000.0,1000.0,4700.0,4.7
buenos aires,castelli,corn,2003,2300.0,800.0,3520.0,4.4
buenos aires,castelli,corn,2004,2000.0,1000.0,5300.0,5.3
buenos aires,castelli,corn,2005,2200.0,1000.0,5000.0,5.0
buenos aires,castelli,corn,2006,2100.0,980.0,5290.0,5.39796
buenos aires,castelli,corn,2007,2500.0,700.0,4270.0,6.1
buenos aires,castelli,corn,2008,2500.0,500.0,2800.0,5.6
buenos aires,castelli,corn,2009,2300.0,300.0,960.0,3.2
buenos aires,castelli,corn,2010,1900.0,500.0,3650.0,7.3
buenos aires,castelli,corn,2011,2500.0,1530.0,10130.0,6.62092
buenos aires,castelli,corn,2012,3000.0,1460.0,8910.0,6.10274
buenos aires,castelli,corn,2013,4700.0,4200.0,31500.0,7.5
buenos aires,castelli,corn,2014,5200.0,4200.0,26040.0,6.2
buenos aires,castelli,corn,2015,9200.0,8300.0,56440.0,6.8
buenos aires,castelli,corn,2016,12000.0,9540.0,74412.0,7.8
buenos aires,chacabuco,corn,2001,28000.0,25500.0,183600.0,7.2
buenos aires,chacabuco,corn,2002,18000.0,15300.0,101750.0,6.65033
buenos aires,chacabuco,corn,2003,17000.0,16600.0,141100.0,8.5
buenos aires,chacabuco,corn,2004,22000.0,22000.0,184800.0,8.4
buenos aires,chacabuco,corn,2005,26000.0,26000.0,231400.0,8.9
buenos aires,chacabuco,corn,2006,22000.0,21000.0,157500.0,7.5
buenos aires,chacabuco,corn,2007,25500.0,24800.0,248000.0,10.0
buenos aires,chacabuco,corn,2008,30000.0,29200.0,248200.0,8.5
buenos aires,chacabuco,corn,2009,25000.0,24000.0,120000.0,5.0
buenos aires,chacabuco,corn,2010,20000.0,19200.0,192000.0,10.0
buenos aires,chacabuco,corn,2011,24000.0,22800.0,212380.0,9.31491
buenos aires,chacabuco,corn,2012,27000.0,23000.0,147200.0,6.4
buenos aires,chacabuco,corn,2013,21500.0,17000.0,161500.0,9.5
buenos aires,chacabuco,corn,2014,22000.0,17000.0,166600.0,9.8
buenos aires,chacabuco,corn,2015,15000.0,9500.0,95000.0,10.0
buenos aires,chacabuco,corn,2016,24490.0,18765.0,174515.0,9.300030000000001
buenos aires,chascomus,corn,2001,2300.0,2300.0,13360.0,5.8087
buenos aires,chascomus,corn,2002,1152.0,1152.0,5990.0,5.199649999999999
buenos aires,chascomus,corn,2003,1300.0,968.0,6780.0,7.00413
buenos aires,chascomus,corn,2004,1750.0,1450.0,11020.0,7.6
buenos aires,chascomus,corn,2005,3500.0,3200.0,28480.0,8.9
buenos aires,chascomus,corn,2006,2800.0,2350.0,17630.0,7.50213
buenos aires,chascomus,corn,2007,3800.0,3550.0,34080.0,9.6
buenos aires,chascomus,corn,2008,4000.0,3300.0,24090.0,7.3
buenos aires,chascomus,corn,2009,3500.0,2300.0,11500.0,5.0
buenos aires,chascomus,corn,2010,5500.0,5500.0,47300.0,8.6
buenos aires,chascomus,corn,2011,8000.0,7400.0,49780.0,6.72703
buenos aires,chascomus,corn,2012,9000.0,6750.0,34430.0,5.10074
